img_name,prefix,kelompok,label,nucleus_shape,split,r_lobus,r_pisah_min,bridge_ratio_min,bridge_ratio_max,n_lobus,status_topologi,luas_nukleus,piks_lubang,komponen_mentah,n_saddle_signifikan
EO_7922_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,unsegmented-band,train,24.000000,9.000000,0.375000,0.925150,6,normal,6526,0,1,5
EO_8539_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,unsegmented-band,train,19.924859,5.830952,0.292647,0.953583,11,normal,4475,0,1,10
EO_8635_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-multilobed,train,20.518285,2.236068,0.108979,0.924720,4,normal,5233,0,1,3
EO_8741_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,25.455844,2.236068,0.087841,0.833333,10,normal,8000,0,1,9
EO_9228_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,32.649655,21.000000,0.643192,0.740164,5,normal,7275,229,1,4
EO_9265_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,28.600699,4.472136,0.156365,0.559427,3,normal,6788,0,1,2
EO_10150_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,26.627054,2.236068,0.083977,0.713560,13,normal,6598,0,1,12
EO_12586_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,23.000000,2.000000,0.086957,0.830651,9,normal,6647,0,1,8
EO_14468_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,25.806976,7.810250,0.302641,0.302641,2,normal,4744,0,1,1
BA_21413_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.459060,10.770330,0.392232,0.964214,9,normal,6725,0,1,8
BA_22197_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,32.249031,29.068884,0.901388,0.969238,6,normal,7030,91,1,5
BA_24720_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,23.086793,0.000000,0.000000,0.000000,7,terpisah_di_nol,6232,0,3,4
BA_25245_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,26.248809,12.165525,0.463470,0.983167,7,normal,6258,0,1,6
BA_25610_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-indented,train,29.427878,26.400758,0.897134,0.927511,5,normal,6086,0,1,4
BA_26315_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,35.608988,35.227830,0.989296,0.989296,2,normal,6431,0,1,1
BA_30267_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.769729,12.000000,0.504844,0.934113,10,normal,6250,85,1,9
BA_31317_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.586228,0.000000,0.000000,0.000000,5,terpisah_di_nol,6505,0,2,3
BA_32490_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,36.235342,20.000000,0.551947,0.551947,2,normal,7123,251,1,1
BA_32675_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-band,train,29.410882,12.083046,0.410836,0.769355,5,normal,7319,0,1,4
BA_32996_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,38.832976,17.088007,0.440039,0.440039,2,normal,7227,0,1,1
BA_34424_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.345235,16.278821,0.697308,0.993557,6,normal,5279,0,1,5
BA_35708_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,30.610456,11.401754,0.372479,0.980057,11,normal,8339,0,1,10
LY_47940_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-indented,train,34.713110,30.594117,0.881342,0.897206,3,normal,5726,0,1,2
LY_48852_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-indented,train,39.924930,,1.000000,1.000000,1,tak_pernah_pecah,6977,0,1,0
LY_51513_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,39.849718,39.560081,0.992732,0.994316,3,normal,5970,0,1,2
LY_51625_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,38.327536,38.209946,0.996932,0.996932,2,normal,5442,0,1,1
LY_51843_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,38.013156,,1.000000,1.000000,1,tak_pernah_pecah,5320,0,1,0
LY_56612_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,41.773197,,1.000000,1.000000,1,tak_pernah_pecah,6517,0,1,0
LY_57780_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,33.015148,32.649655,0.988930,0.992171,3,normal,4647,0,1,2
LY_59662_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,40.853396,39.812058,0.974510,0.986730,3,normal,5933,0,1,2
LY_60053_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-indented,train,37.363083,31.764760,0.850164,0.990282,7,normal,7312,0,1,6
LY_63391_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,37.735925,,1.000000,1.000000,1,tak_pernah_pecah,5562,0,1,0
LY_64218_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,40.792156,,1.000000,1.000000,1,tak_pernah_pecah,6559,0,1,0
LY_64434_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,38.183766,,1.000000,1.000000,1,tak_pernah_pecah,6342,0,1,0
LY_64544_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,38.013156,,1.000000,1.000000,1,tak_pernah_pecah,5442,0,1,0
LY_65073_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,42.720019,,1.000000,1.000000,1,tak_pernah_pecah,6567,0,1,0
LY_65844_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,43.931765,,1.000000,1.000000,1,tak_pernah_pecah,7496,0,1,0
LY_68814_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,34.234486,,1.000000,1.000000,1,tak_pernah_pecah,5186,0,1,0
MO_26771_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,36.674242,32.000000,0.872547,0.964037,3,normal,8513,76,1,2
MO_27445_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,39.319207,29.966648,0.762138,0.987634,6,normal,8004,0,1,5
MO_28078_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,45.541190,28.000000,0.614828,0.614828,2,normal,9529,0,1,1
MO_29936_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,36.235342,23.853721,0.658300,0.988124,12,normal,11983,0,1,11
MO_30883_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,42.720019,40.249224,0.942163,0.966848,6,normal,9637,0,1,5
MO_33803_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,37.000000,31.144823,0.841752,0.974473,9,normal,10699,0,1,8
MO_35781_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,34.985711,17.464249,0.499182,0.634648,9,normal,8949,0,1,8
MO_36319_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,28.861739,19.798990,0.685994,0.981216,15,normal,9331,0,1,14
MO_36866_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,44.045431,42.720019,0.969908,0.969908,2,normal,8809,0,1,1
MO_37056_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,irregular,train,43.000000,37.589892,0.874184,0.993489,5,normal,9563,0,1,4
MO_37313_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,42.379240,27.892651,0.658168,0.928694,12,normal,12941,0,1,11
MO_37507_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-round,train,46.615448,42.485292,0.911399,0.975069,5,normal,9983,0,1,4
MO_37784_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,41.109610,39.623226,0.963843,0.992278,6,normal,8403,0,1,5
MO_38254_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,40.000000,34.885527,0.872138,0.886707,6,normal,9298,0,1,5
MO_38756_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,35.057096,21.587033,0.615768,0.958453,14,normal,11080,0,1,13
MO_41924_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,44.777226,,1.000000,1.000000,1,tak_pernah_pecah,7633,0,1,0
BA_100102_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,25.000000,5.000000,0.200000,0.963328,7,normal,6008,0,1,6
BA_101381_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,23.769729,1.000000,0.042070,0.084141,3,normal,5465,0,1,2
BA_101611_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,29.154759,0.000000,0.000000,0.000000,5,terpisah_di_nol,7437,0,2,3
BA_102750_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,39.698866,,1.000000,1.000000,1,tak_pernah_pecah,7015,172,1,0
BA_10387_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,24.413111,5.000000,0.204808,0.457965,7,normal,5737,0,1,6
BA_10622_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,22.803509,9.848858,0.431901,0.735109,12,normal,6568,0,1,11
BA_107595_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-band,train,26.476405,11.313708,0.427313,0.982006,5,normal,5918,0,1,4
BA_107876_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,24.758837,3.000000,0.121169,0.993453,10,normal,8737,0,1,9
BA_111710_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,29.966648,10.000000,0.333704,0.988238,13,normal,7629,0,1,12
BA_112418_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,21.633308,0.000000,0.000000,0.000000,6,terpisah_di_nol,4761,0,2,4
BA_114542_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,29.966648,25.942244,0.865704,0.866347,3,normal,6055,163,1,2
BA_114899_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,23.021729,1.000000,0.043437,0.632456,7,normal,5407,0,1,6
BA_115323_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,29.068884,18.357560,0.631519,0.639896,4,normal,4733,0,1,3
BA_115777_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.086793,0.000000,0.000000,0.000000,6,terpisah_di_nol,5828,0,2,4
BA_116477_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.596748,4.000000,0.162623,0.992534,8,normal,5395,0,1,7
BA_119131_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.000000,22.472205,0.832304,0.936971,8,normal,7163,280,1,7
BA_119883_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,21.095023,4.123106,0.195454,0.618080,4,normal,4999,0,1,3
BA_120278_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,33.600595,21.000000,0.624989,0.624989,2,normal,5883,24,1,1
BA_121453_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,21.023796,2.236068,0.106359,0.980581,8,normal,5392,0,1,7
BA_124389_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,24.000000,1.000000,0.041667,0.809020,4,normal,5478,0,1,3
BA_126424_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,22.135944,16.000000,0.722806,0.975203,12,normal,6143,0,1,11
BA_126839_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.730849,1.000000,0.036061,0.752974,7,normal,7322,0,1,6
BA_127306_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,28.635642,19.723083,0.688760,0.693172,4,normal,6372,0,1,3
BA_127671_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,29.068884,11.180340,0.384615,0.978466,12,normal,8323,0,1,11
BA_127868_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,28.861739,9.486833,0.328699,0.592064,5,normal,6829,0,1,4
BA_128084_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,22.825424,11.000000,0.481919,0.972758,6,normal,5944,0,1,5
BA_129641_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.294688,15.620499,0.572291,0.741846,5,normal,5969,0,1,4
BA_129960_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.041631,14.142136,0.588235,0.920734,10,normal,6508,0,1,9
BA_131174_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,25.059928,6.324555,0.252377,0.970915,4,normal,5452,0,1,3
BA_136209_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-round,train,36.138622,35.510562,0.982621,0.993470,3,normal,5375,0,1,2
BA_139275_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,30.463092,2.000000,0.065653,0.488003,4,normal,7292,0,1,3
BA_141630_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,33.541020,21.377558,0.637356,0.927601,6,normal,6698,0,1,5
BA_14309_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,38.078866,27.166155,0.713418,0.742781,6,normal,8761,0,1,5
BA_152708_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,42.755117,,1.000000,1.000000,1,tak_pernah_pecah,7801,0,1,0
BA_154572_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.259407,8.246211,0.354532,0.954607,8,normal,6048,0,1,7
BA_155216_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,18.000000,3.605551,0.200308,0.801234,7,normal,3903,0,1,6
BA_15551_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,29.546573,21.954498,0.743047,0.873434,4,normal,5747,0,1,3
BA_157951_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.086793,13.416408,0.581129,0.977227,17,normal,6727,0,1,16
BA_1581_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-indented,train,34.205263,1.000000,0.029235,0.863802,6,normal,6745,0,2,5
BA_158249_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.351591,0.000000,0.000000,0.000000,8,terpisah_di_nol,7380,30,2,6
BA_161101_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,29.206164,10.440307,0.357469,0.684787,3,normal,5552,1,1,2
BA_161905_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,30.805844,,1.000000,1.000000,1,tak_pernah_pecah,4613,0,1,0
BA_162861_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,30.413813,12.649111,0.415900,0.823965,6,normal,5192,0,1,5
BA_164170_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.600847,2.000000,0.084743,0.809504,9,normal,6500,17,1,8
BA_166254_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,30.610456,11.000000,0.359354,0.752087,5,normal,8251,0,1,4
BA_166905_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-round,train,41.231056,40.804412,0.989652,0.989949,3,normal,7215,0,1,2
BA_168028_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,35.735137,35.341194,0.988976,0.989372,3,normal,6702,73,1,2
BA_168566_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,33.120990,19.104973,0.576824,0.972268,7,normal,7223,0,1,6
BA_172469_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,36.715120,36.055513,0.982034,0.986932,3,normal,5831,0,1,2
BA_173620_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-band,train,21.000000,13.000000,0.619048,0.785353,7,normal,5831,0,1,6
BA_174705_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,20.880613,4.123106,0.197461,0.908674,15,normal,5957,0,1,14
BA_174731_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,22.472205,11.704700,0.520852,0.976962,8,normal,6066,0,1,7
BA_178358_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,33.837849,32.649655,0.964886,0.983710,4,normal,6666,0,1,3
BA_178853_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,33.015148,12.649111,0.383131,0.772224,6,normal,11869,2,1,5
BA_180745_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,29.154759,16.278821,0.558359,0.734046,8,normal,7939,0,1,7
BA_183362_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,28.861739,7.071068,0.244998,0.701567,5,normal,6008,0,1,4
BA_184105_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-indented,train,38.000000,29.120440,0.766327,0.770383,3,normal,7004,0,1,2
BA_184682_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,20.248457,6.403124,0.316228,0.780869,5,normal,4027,0,1,4
BA_189696_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,31.144823,19.235384,0.617611,0.724391,5,normal,6941,0,1,4
BA_190505_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.738634,7.615773,0.307849,0.986842,17,normal,7528,0,1,16
BA_191120_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,23.409400,2.236068,0.095520,0.695397,9,normal,5788,0,1,8
BA_193488_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-round,train,37.121422,,1.000000,1.000000,1,tak_pernah_pecah,4986,0,1,0
BA_193863_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,38.470768,19.104973,0.496610,0.496610,3,normal,7944,4,1,2
BA_196745_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,33.120990,13.601471,0.410660,0.966626,7,normal,7008,0,1,6
BA_197357_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,28.861739,5.830952,0.202031,0.986098,6,normal,6327,0,1,5
BA_198105_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,25.961510,2.000000,0.077037,0.972165,14,normal,6278,0,1,13
BA_198565_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,25.238859,11.180340,0.442981,0.885962,3,normal,4754,0,1,2
BA_200989_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,28.071338,2.000000,0.071247,0.972333,10,normal,8477,0,1,9
BA_201200_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,35.171011,33.615473,0.955772,0.981642,6,normal,6964,0,1,5
BA_20201_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,27.459060,0.000000,0.000000,0.000000,6,terpisah_di_nol,8067,0,2,4
BA_202924_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,30.364453,12.000000,0.395199,0.698620,4,normal,6383,0,1,3
BA_204774_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,28.635642,0.000000,0.000000,0.000000,11,terpisah_di_nol,8343,0,2,9
BA_206130_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,24.083189,8.544004,0.354770,0.941386,14,normal,6733,2,1,13
BA_209608_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-band,train,27.856777,12.083046,0.433756,0.886613,7,normal,7839,0,1,6
BA_210917_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,21.840330,2.236068,0.102383,0.710803,7,normal,7643,0,1,6
BA_212748_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,34.525353,17.888544,0.518128,0.991575,8,normal,6023,0,1,7
BA_214521_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.186773,15.000000,0.620174,0.965207,3,normal,5192,0,1,2
BA_214889_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,22.090722,4.000000,0.181071,0.933221,6,normal,6131,0,1,5
BA_215988_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,35.014283,27.658633,0.789924,0.811821,3,normal,7638,376,1,2
BA_218293_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,28.600699,2.236068,0.078182,0.672549,4,normal,7054,0,1,3
BA_219183_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,28.017851,21.000000,0.749522,0.936860,4,normal,5374,0,1,3
BA_221009_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,27.018512,6.708204,0.248282,0.889821,5,normal,6643,0,1,4
BA_221057_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,34.539832,25.000000,0.723802,0.823482,3,normal,7307,0,1,2
BA_223010_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,36.124784,26.000000,0.719727,0.719727,2,normal,8451,473,1,1
BA_223705_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,34.058773,30.870698,0.906395,0.906395,2,normal,6692,0,1,1
BA_223799_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,37.054015,,1.000000,1.000000,1,tak_pernah_pecah,6105,0,1,0
BA_225229_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,39.357337,28.653098,0.728024,0.732885,4,normal,8427,13,1,3
BA_225540_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,37.000000,0.000000,0.000000,0.000000,4,terpisah_di_nol,7900,50,2,2
BA_229550_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,25.632011,18.027756,0.703330,0.936329,12,normal,7274,56,1,11
BA_232284_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,41.976184,,1.000000,1.000000,1,tak_pernah_pecah,7953,0,1,0
BA_236096_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,25.455844,12.083046,0.474667,0.857969,9,normal,6913,0,1,8
BA_236251_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,24.596748,9.000000,0.365902,0.919935,5,normal,6350,0,1,4
BA_237069_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,24.186773,12.041595,0.497859,0.982757,6,normal,5012,2,1,5
BA_238012_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.515301,2.236068,0.091211,0.784628,12,normal,7296,0,1,11
BA_240301_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,21.587033,7.000000,0.324269,0.899451,20,normal,9313,0,1,19
BA_240977_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-band,train,24.351591,10.630146,0.436528,0.774814,17,normal,7644,0,1,16
BA_241069_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.202941,18.357560,0.674837,0.942251,7,normal,5543,0,1,6
BA_241108_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,36.221541,13.928388,0.384533,0.384533,2,normal,6776,0,1,1
BA_241392_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,34.205263,9.055385,0.264737,0.992708,7,normal,10273,16,1,6
BA_24200302_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,27.730849,4.242641,0.152994,0.984932,8,normal,6606,0,1,7
BA_250000_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,30.805844,17.888544,0.580687,0.928418,7,normal,8712,655,1,6
BA_250396_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,32.249031,10.630146,0.329627,0.482382,4,normal,5890,0,1,3
BA_251042_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-indented,train,32.249031,25.495098,0.790569,0.863802,8,normal,7607,0,1,7
BA_254820_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,23.323808,2.236068,0.095871,0.987048,12,normal,7034,19,1,11
BA_255467_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,26.925824,4.000000,0.148556,0.709541,3,normal,6026,0,1,2
BA_258997_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,25.079872,9.219544,0.367607,0.984781,12,normal,7100,0,1,11
