img_name,kunci,prefix,path_asal,tahap
IG_412200_ccrop.jpg,IG_412200,IG,PBC_dataset_normal_DIB\ig\IG_412200.jpg,X_ig_tak_bersubtipe
IG_427392_ccrop.jpg,IG_427392,IG,PBC_dataset_normal_DIB\ig\IG_427392.jpg,X_ig_tak_bersubtipe
IG_438261_ccrop.jpg,IG_438261,IG,PBC_dataset_normal_DIB\ig\IG_438261.jpg,X_ig_tak_bersubtipe
IG_442572_ccrop.jpg,IG_442572,IG,PBC_dataset_normal_DIB\ig\IG_442572.jpg,X_ig_tak_bersubtipe
IG_466905_ccrop.jpg,IG_466905,IG,PBC_dataset_normal_DIB\ig\IG_466905.jpg,X_ig_tak_bersubtipe
IG_472783_ccrop.jpg,IG_472783,IG,PBC_dataset_normal_DIB\ig\IG_472783.jpg,X_ig_tak_bersubtipe
IG_475530_ccrop.jpg,IG_475530,IG,PBC_dataset_normal_DIB\ig\IG_475530.jpg,X_ig_tak_bersubtipe
IG_481999_ccrop.jpg,IG_481999,IG,PBC_dataset_normal_DIB\ig\IG_481999.jpg,X_ig_tak_bersubtipe
IG_502626_ccrop.jpg,IG_502626,IG,PBC_dataset_normal_DIB\ig\IG_502626.jpg,X_ig_tak_bersubtipe
IG_503550_ccrop.jpg,IG_503550,IG,PBC_dataset_normal_DIB\ig\IG_503550.jpg,X_ig_tak_bersubtipe
IG_504355_ccrop.jpg,IG_504355,IG,PBC_dataset_normal_DIB\ig\IG_504355.jpg,X_ig_tak_bersubtipe
IG_505197_ccrop.jpg,IG_505197,IG,PBC_dataset_normal_DIB\ig\IG_505197.jpg,X_ig_tak_bersubtipe
IG_514852_ccrop.jpg,IG_514852,IG,PBC_dataset_normal_DIB\ig\IG_514852.jpg,X_ig_tak_bersubtipe
IG_534154_ccrop.jpg,IG_534154,IG,PBC_dataset_normal_DIB\ig\IG_534154.jpg,X_ig_tak_bersubtipe
IG_539360_ccrop.jpg,IG_539360,IG,PBC_dataset_normal_DIB\ig\IG_539360.jpg,X_ig_tak_bersubtipe
IG_545112_ccrop.jpg,IG_545112,IG,PBC_dataset_normal_DIB\ig\IG_545112.jpg,X_ig_tak_bersubtipe
IG_562106_ccrop.jpg,IG_562106,IG,PBC_dataset_normal_DIB\ig\IG_562106.jpg,X_ig_tak_bersubtipe
IG_565427_ccrop.jpg,IG_565427,IG,PBC_dataset_normal_DIB\ig\IG_565427.jpg,X_ig_tak_bersubtipe
IG_566122_ccrop.jpg,IG_566122,IG,PBC_dataset_normal_DIB\ig\IG_566122.jpg,X_ig_tak_bersubtipe
IG_57061_ccrop.jpg,IG_57061,IG,PBC_dataset_normal_DIB\ig\IG_57061.jpg,X_ig_tak_bersubtipe
IG_572806_ccrop.jpg,IG_572806,IG,PBC_dataset_normal_DIB\ig\IG_572806.jpg,X_ig_tak_bersubtipe
IG_575783_ccrop.jpg,IG_575783,IG,PBC_dataset_normal_DIB\ig\IG_575783.jpg,X_ig_tak_bersubtipe
IG_578806_ccrop.jpg,IG_578806,IG,PBC_dataset_normal_DIB\ig\IG_578806.jpg,X_ig_tak_bersubtipe
IG_584719_ccrop.jpg,IG_584719,IG,PBC_dataset_normal_DIB\ig\IG_584719.jpg,X_ig_tak_bersubtipe
IG_5887_ccrop.jpg,IG_5887,IG,PBC_dataset_normal_DIB\ig\IG_5887.jpg,X_ig_tak_bersubtipe
IG_602322_ccrop.jpg,IG_602322,IG,PBC_dataset_normal_DIB\ig\IG_602322.jpg,X_ig_tak_bersubtipe
IG_605319_ccrop.jpg,IG_605319,IG,PBC_dataset_normal_DIB\ig\IG_605319.jpg,X_ig_tak_bersubtipe
IG_606498_ccrop.jpg,IG_606498,IG,PBC_dataset_normal_DIB\ig\IG_606498.jpg,X_ig_tak_bersubtipe
IG_607424_ccrop.jpg,IG_607424,IG,PBC_dataset_normal_DIB\ig\IG_607424.jpg,X_ig_tak_bersubtipe
IG_60755_ccrop.jpg,IG_60755,IG,PBC_dataset_normal_DIB\ig\IG_60755.jpg,X_ig_tak_bersubtipe
IG_609303_ccrop.jpg,IG_609303,IG,PBC_dataset_normal_DIB\ig\IG_609303.jpg,X_ig_tak_bersubtipe
IG_619273_ccrop.jpg,IG_619273,IG,PBC_dataset_normal_DIB\ig\IG_619273.jpg,X_ig_tak_bersubtipe
IG_630972_ccrop.jpg,IG_630972,IG,PBC_dataset_normal_DIB\ig\IG_630972.jpg,X_ig_tak_bersubtipe
IG_640225_ccrop.jpg,IG_640225,IG,PBC_dataset_normal_DIB\ig\IG_640225.jpg,X_ig_tak_bersubtipe
IG_645903_ccrop.jpg,IG_645903,IG,PBC_dataset_normal_DIB\ig\IG_645903.jpg,X_ig_tak_bersubtipe
IG_654763_ccrop.jpg,IG_654763,IG,PBC_dataset_normal_DIB\ig\IG_654763.jpg,X_ig_tak_bersubtipe
IG_660628_ccrop.jpg,IG_660628,IG,PBC_dataset_normal_DIB\ig\IG_660628.jpg,X_ig_tak_bersubtipe
IG_663576_ccrop.jpg,IG_663576,IG,PBC_dataset_normal_DIB\ig\IG_663576.jpg,X_ig_tak_bersubtipe
IG_67523_ccrop.jpg,IG_67523,IG,PBC_dataset_normal_DIB\ig\IG_67523.jpg,X_ig_tak_bersubtipe
IG_682554_ccrop.jpg,IG_682554,IG,PBC_dataset_normal_DIB\ig\IG_682554.jpg,X_ig_tak_bersubtipe
IG_683125_ccrop.jpg,IG_683125,IG,PBC_dataset_normal_DIB\ig\IG_683125.jpg,X_ig_tak_bersubtipe
IG_684175_ccrop.jpg,IG_684175,IG,PBC_dataset_normal_DIB\ig\IG_684175.jpg,X_ig_tak_bersubtipe
IG_719838_ccrop.jpg,IG_719838,IG,PBC_dataset_normal_DIB\ig\IG_719838.jpg,X_ig_tak_bersubtipe
IG_729010_ccrop.jpg,IG_729010,IG,PBC_dataset_normal_DIB\ig\IG_729010.jpg,X_ig_tak_bersubtipe
IG_729293_ccrop.jpg,IG_729293,IG,PBC_dataset_normal_DIB\ig\IG_729293.jpg,X_ig_tak_bersubtipe
IG_730991_ccrop.jpg,IG_730991,IG,PBC_dataset_normal_DIB\ig\IG_730991.jpg,X_ig_tak_bersubtipe
IG_739990_ccrop.jpg,IG_739990,IG,PBC_dataset_normal_DIB\ig\IG_739990.jpg,X_ig_tak_bersubtipe
IG_742024_ccrop.jpg,IG_742024,IG,PBC_dataset_normal_DIB\ig\IG_742024.jpg,X_ig_tak_bersubtipe
IG_746245_ccrop.jpg,IG_746245,IG,PBC_dataset_normal_DIB\ig\IG_746245.jpg,X_ig_tak_bersubtipe
IG_760770_ccrop.jpg,IG_760770,IG,PBC_dataset_normal_DIB\ig\IG_760770.jpg,X_ig_tak_bersubtipe
IG_760898_ccrop.jpg,IG_760898,IG,PBC_dataset_normal_DIB\ig\IG_760898.jpg,X_ig_tak_bersubtipe
IG_761306_ccrop.jpg,IG_761306,IG,PBC_dataset_normal_DIB\ig\IG_761306.jpg,X_ig_tak_bersubtipe
IG_761488_ccrop.jpg,IG_761488,IG,PBC_dataset_normal_DIB\ig\IG_761488.jpg,X_ig_tak_bersubtipe
IG_771333_ccrop.jpg,IG_771333,IG,PBC_dataset_normal_DIB\ig\IG_771333.jpg,X_ig_tak_bersubtipe
IG_783313_ccrop.jpg,IG_783313,IG,PBC_dataset_normal_DIB\ig\IG_783313.jpg,X_ig_tak_bersubtipe
IG_78575_ccrop.jpg,IG_78575,IG,PBC_dataset_normal_DIB\ig\IG_78575.jpg,X_ig_tak_bersubtipe
IG_786095_ccrop.jpg,IG_786095,IG,PBC_dataset_normal_DIB\ig\IG_786095.jpg,X_ig_tak_bersubtipe
IG_79498_ccrop.jpg,IG_79498,IG,PBC_dataset_normal_DIB\ig\IG_79498.jpg,X_ig_tak_bersubtipe
IG_79542_ccrop.jpg,IG_79542,IG,PBC_dataset_normal_DIB\ig\IG_79542.jpg,X_ig_tak_bersubtipe
IG_797701_ccrop.jpg,IG_797701,IG,PBC_dataset_normal_DIB\ig\IG_797701.jpg,X_ig_tak_bersubtipe
IG_808154_ccrop.jpg,IG_808154,IG,PBC_dataset_normal_DIB\ig\IG_808154.jpg,X_ig_tak_bersubtipe
IG_815162_ccrop.jpg,IG_815162,IG,PBC_dataset_normal_DIB\ig\IG_815162.jpg,X_ig_tak_bersubtipe
IG_825562_ccrop.jpg,IG_825562,IG,PBC_dataset_normal_DIB\ig\IG_825562.jpg,X_ig_tak_bersubtipe
IG_831559_ccrop.jpg,IG_831559,IG,PBC_dataset_normal_DIB\ig\IG_831559.jpg,X_ig_tak_bersubtipe
IG_842624_ccrop.jpg,IG_842624,IG,PBC_dataset_normal_DIB\ig\IG_842624.jpg,X_ig_tak_bersubtipe
IG_847216_ccrop.jpg,IG_847216,IG,PBC_dataset_normal_DIB\ig\IG_847216.jpg,X_ig_tak_bersubtipe
IG_853087_ccrop.jpg,IG_853087,IG,PBC_dataset_normal_DIB\ig\IG_853087.jpg,X_ig_tak_bersubtipe
IG_854967_ccrop.jpg,IG_854967,IG,PBC_dataset_normal_DIB\ig\IG_854967.jpg,X_ig_tak_bersubtipe
IG_855229_ccrop.jpg,IG_855229,IG,PBC_dataset_normal_DIB\ig\IG_855229.jpg,X_ig_tak_bersubtipe
IG_864662_ccrop.jpg,IG_864662,IG,PBC_dataset_normal_DIB\ig\IG_864662.jpg,X_ig_tak_bersubtipe
IG_874736_ccrop.jpg,IG_874736,IG,PBC_dataset_normal_DIB\ig\IG_874736.jpg,X_ig_tak_bersubtipe
IG_876560_ccrop.jpg,IG_876560,IG,PBC_dataset_normal_DIB\ig\IG_876560.jpg,X_ig_tak_bersubtipe
IG_88166_ccrop.jpg,IG_88166,IG,PBC_dataset_normal_DIB\ig\IG_88166.jpg,X_ig_tak_bersubtipe
IG_882777_ccrop.jpg,IG_882777,IG,PBC_dataset_normal_DIB\ig\IG_882777.jpg,X_ig_tak_bersubtipe
IG_885360_ccrop.jpg,IG_885360,IG,PBC_dataset_normal_DIB\ig\IG_885360.jpg,X_ig_tak_bersubtipe
IG_886201_ccrop.jpg,IG_886201,IG,PBC_dataset_normal_DIB\ig\IG_886201.jpg,X_ig_tak_bersubtipe
IG_88630_ccrop.jpg,IG_88630,IG,PBC_dataset_normal_DIB\ig\IG_88630.jpg,X_ig_tak_bersubtipe
IG_899043_ccrop.jpg,IG_899043,IG,PBC_dataset_normal_DIB\ig\IG_899043.jpg,X_ig_tak_bersubtipe
IG_901001_ccrop.jpg,IG_901001,IG,PBC_dataset_normal_DIB\ig\IG_901001.jpg,X_ig_tak_bersubtipe
IG_904038_ccrop.jpg,IG_904038,IG,PBC_dataset_normal_DIB\ig\IG_904038.jpg,X_ig_tak_bersubtipe
IG_908999_ccrop.jpg,IG_908999,IG,PBC_dataset_normal_DIB\ig\IG_908999.jpg,X_ig_tak_bersubtipe
IG_911630_ccrop.jpg,IG_911630,IG,PBC_dataset_normal_DIB\ig\IG_911630.jpg,X_ig_tak_bersubtipe
IG_921911_ccrop.jpg,IG_921911,IG,PBC_dataset_normal_DIB\ig\IG_921911.jpg,X_ig_tak_bersubtipe
IG_923361_ccrop.jpg,IG_923361,IG,PBC_dataset_normal_DIB\ig\IG_923361.jpg,X_ig_tak_bersubtipe
IG_925681_ccrop.jpg,IG_925681,IG,PBC_dataset_normal_DIB\ig\IG_925681.jpg,X_ig_tak_bersubtipe
IG_928643_ccrop.jpg,IG_928643,IG,PBC_dataset_normal_DIB\ig\IG_928643.jpg,X_ig_tak_bersubtipe
IG_934454_ccrop.jpg,IG_934454,IG,PBC_dataset_normal_DIB\ig\IG_934454.jpg,X_ig_tak_bersubtipe
IG_940250_ccrop.jpg,IG_940250,IG,PBC_dataset_normal_DIB\ig\IG_940250.jpg,X_ig_tak_bersubtipe
IG_940598_ccrop.jpg,IG_940598,IG,PBC_dataset_normal_DIB\ig\IG_940598.jpg,X_ig_tak_bersubtipe
IG_946200_ccrop.jpg,IG_946200,IG,PBC_dataset_normal_DIB\ig\IG_946200.jpg,X_ig_tak_bersubtipe
IG_94788_ccrop.jpg,IG_94788,IG,PBC_dataset_normal_DIB\ig\IG_94788.jpg,X_ig_tak_bersubtipe
IG_953190_ccrop.jpg,IG_953190,IG,PBC_dataset_normal_DIB\ig\IG_953190.jpg,X_ig_tak_bersubtipe
IG_95385_ccrop.jpg,IG_95385,IG,PBC_dataset_normal_DIB\ig\IG_95385.jpg,X_ig_tak_bersubtipe
IG_957559_ccrop.jpg,IG_957559,IG,PBC_dataset_normal_DIB\ig\IG_957559.jpg,X_ig_tak_bersubtipe
IG_965044_ccrop.jpg,IG_965044,IG,PBC_dataset_normal_DIB\ig\IG_965044.jpg,X_ig_tak_bersubtipe
IG_966787_ccrop.jpg,IG_966787,IG,PBC_dataset_normal_DIB\ig\IG_966787.jpg,X_ig_tak_bersubtipe
IG_970372_ccrop.jpg,IG_970372,IG,PBC_dataset_normal_DIB\ig\IG_970372.jpg,X_ig_tak_bersubtipe
IG_976246_ccrop.jpg,IG_976246,IG,PBC_dataset_normal_DIB\ig\IG_976246.jpg,X_ig_tak_bersubtipe
IG_980904_ccrop.jpg,IG_980904,IG,PBC_dataset_normal_DIB\ig\IG_980904.jpg,X_ig_tak_bersubtipe
IG_987395_ccrop.jpg,IG_987395,IG,PBC_dataset_normal_DIB\ig\IG_987395.jpg,X_ig_tak_bersubtipe
IG_993496_ccrop.jpg,IG_993496,IG,PBC_dataset_normal_DIB\ig\IG_993496.jpg,X_ig_tak_bersubtipe
IG_994931_ccrop.jpg,IG_994931,IG,PBC_dataset_normal_DIB\ig\IG_994931.jpg,X_ig_tak_bersubtipe
MMY_100949_ccrop.jpg,MMY_100949,MMY,PBC_dataset_normal_DIB\ig\MMY_100949.jpg,3_metamielosit
MMY_103772_ccrop.jpg,MMY_103772,MMY,PBC_dataset_normal_DIB\ig\MMY_103772.jpg,3_metamielosit
MMY_103779_ccrop.jpg,MMY_103779,MMY,PBC_dataset_normal_DIB\ig\MMY_103779.jpg,3_metamielosit
MMY_103805_ccrop.jpg,MMY_103805,MMY,PBC_dataset_normal_DIB\ig\MMY_103805.jpg,3_metamielosit
MMY_104374_ccrop.jpg,MMY_104374,MMY,PBC_dataset_normal_DIB\ig\MMY_104374.jpg,3_metamielosit
MMY_104412_ccrop.jpg,MMY_104412,MMY,PBC_dataset_normal_DIB\ig\MMY_104412.jpg,3_metamielosit
MMY_104597_ccrop.jpg,MMY_104597,MMY,PBC_dataset_normal_DIB\ig\MMY_104597.jpg,3_metamielosit
MMY_105576_ccrop.jpg,MMY_105576,MMY,PBC_dataset_normal_DIB\ig\MMY_105576.jpg,3_metamielosit
MMY_10563_ccrop.jpg,MMY_10563,MMY,PBC_dataset_normal_DIB\ig\MMY_10563.jpg,3_metamielosit
MMY_10688_ccrop.jpg,MMY_10688,MMY,PBC_dataset_normal_DIB\ig\MMY_10688.jpg,3_metamielosit
MMY_107387_ccrop.jpg,MMY_107387,MMY,PBC_dataset_normal_DIB\ig\MMY_107387.jpg,3_metamielosit
MMY_108626_ccrop.jpg,MMY_108626,MMY,PBC_dataset_normal_DIB\ig\MMY_108626.jpg,3_metamielosit
MMY_108823_ccrop.jpg,MMY_108823,MMY,PBC_dataset_normal_DIB\ig\MMY_108823.jpg,3_metamielosit
MMY_110115_ccrop.jpg,MMY_110115,MMY,PBC_dataset_normal_DIB\ig\MMY_110115.jpg,3_metamielosit
MMY_110819_ccrop.jpg,MMY_110819,MMY,PBC_dataset_normal_DIB\ig\MMY_110819.jpg,3_metamielosit
MMY_112717_ccrop.jpg,MMY_112717,MMY,PBC_dataset_normal_DIB\ig\MMY_112717.jpg,3_metamielosit
MMY_113359_ccrop.jpg,MMY_113359,MMY,PBC_dataset_normal_DIB\ig\MMY_113359.jpg,3_metamielosit
MMY_113819_ccrop.jpg,MMY_113819,MMY,PBC_dataset_normal_DIB\ig\MMY_113819.jpg,3_metamielosit
MMY_114305_ccrop.jpg,MMY_114305,MMY,PBC_dataset_normal_DIB\ig\MMY_114305.jpg,3_metamielosit
MMY_1144_ccrop.jpg,MMY_1144,MMY,PBC_dataset_normal_DIB\ig\MMY_1144.jpg,3_metamielosit
MMY_115039_ccrop.jpg,MMY_115039,MMY,PBC_dataset_normal_DIB\ig\MMY_115039.jpg,3_metamielosit
MMY_115829_ccrop.jpg,MMY_115829,MMY,PBC_dataset_normal_DIB\ig\MMY_115829.jpg,3_metamielosit
MMY_117476_ccrop.jpg,MMY_117476,MMY,PBC_dataset_normal_DIB\ig\MMY_117476.jpg,3_metamielosit
MMY_117680_ccrop.jpg,MMY_117680,MMY,PBC_dataset_normal_DIB\ig\MMY_117680.jpg,3_metamielosit
MMY_117870_ccrop.jpg,MMY_117870,MMY,PBC_dataset_normal_DIB\ig\MMY_117870.jpg,3_metamielosit
MMY_11810_ccrop.jpg,MMY_11810,MMY,PBC_dataset_normal_DIB\ig\MMY_11810.jpg,3_metamielosit
MMY_119030_ccrop.jpg,MMY_119030,MMY,PBC_dataset_normal_DIB\ig\MMY_119030.jpg,3_metamielosit
MMY_119577_ccrop.jpg,MMY_119577,MMY,PBC_dataset_normal_DIB\ig\MMY_119577.jpg,3_metamielosit
MMY_121568_ccrop.jpg,MMY_121568,MMY,PBC_dataset_normal_DIB\ig\MMY_121568.jpg,3_metamielosit
MMY_122535_ccrop.jpg,MMY_122535,MMY,PBC_dataset_normal_DIB\ig\MMY_122535.jpg,3_metamielosit
MMY_123590_ccrop.jpg,MMY_123590,MMY,PBC_dataset_normal_DIB\ig\MMY_123590.jpg,3_metamielosit
MMY_125104_ccrop.jpg,MMY_125104,MMY,PBC_dataset_normal_DIB\ig\MMY_125104.jpg,3_metamielosit
MMY_125565_ccrop.jpg,MMY_125565,MMY,PBC_dataset_normal_DIB\ig\MMY_125565.jpg,3_metamielosit
MMY_128344_ccrop.jpg,MMY_128344,MMY,PBC_dataset_normal_DIB\ig\MMY_128344.jpg,3_metamielosit
MMY_128937_ccrop.jpg,MMY_128937,MMY,PBC_dataset_normal_DIB\ig\MMY_128937.jpg,3_metamielosit
MMY_130533_ccrop.jpg,MMY_130533,MMY,PBC_dataset_normal_DIB\ig\MMY_130533.jpg,3_metamielosit
MMY_133392_ccrop.jpg,MMY_133392,MMY,PBC_dataset_normal_DIB\ig\MMY_133392.jpg,3_metamielosit
MMY_135306_ccrop.jpg,MMY_135306,MMY,PBC_dataset_normal_DIB\ig\MMY_135306.jpg,3_metamielosit
MMY_135318_ccrop.jpg,MMY_135318,MMY,PBC_dataset_normal_DIB\ig\MMY_135318.jpg,3_metamielosit
MMY_135484_ccrop.jpg,MMY_135484,MMY,PBC_dataset_normal_DIB\ig\MMY_135484.jpg,3_metamielosit
MMY_136680_ccrop.jpg,MMY_136680,MMY,PBC_dataset_normal_DIB\ig\MMY_136680.jpg,3_metamielosit
MMY_137621_ccrop.jpg,MMY_137621,MMY,PBC_dataset_normal_DIB\ig\MMY_137621.jpg,3_metamielosit
MMY_139399_ccrop.jpg,MMY_139399,MMY,PBC_dataset_normal_DIB\ig\MMY_139399.jpg,3_metamielosit
MMY_139679_ccrop.jpg,MMY_139679,MMY,PBC_dataset_normal_DIB\ig\MMY_139679.jpg,3_metamielosit
MMY_139829_ccrop.jpg,MMY_139829,MMY,PBC_dataset_normal_DIB\ig\MMY_139829.jpg,3_metamielosit
MMY_140045_ccrop.jpg,MMY_140045,MMY,PBC_dataset_normal_DIB\ig\MMY_140045.jpg,3_metamielosit
MMY_14092_ccrop.jpg,MMY_14092,MMY,PBC_dataset_normal_DIB\ig\MMY_14092.jpg,3_metamielosit
MMY_141697_ccrop.jpg,MMY_141697,MMY,PBC_dataset_normal_DIB\ig\MMY_141697.jpg,3_metamielosit
MMY_142249_ccrop.jpg,MMY_142249,MMY,PBC_dataset_normal_DIB\ig\MMY_142249.jpg,3_metamielosit
MMY_143275_ccrop.jpg,MMY_143275,MMY,PBC_dataset_normal_DIB\ig\MMY_143275.jpg,3_metamielosit
MMY_143892_ccrop.jpg,MMY_143892,MMY,PBC_dataset_normal_DIB\ig\MMY_143892.jpg,3_metamielosit
MMY_144883_ccrop.jpg,MMY_144883,MMY,PBC_dataset_normal_DIB\ig\MMY_144883.jpg,3_metamielosit
MMY_145204_ccrop.jpg,MMY_145204,MMY,PBC_dataset_normal_DIB\ig\MMY_145204.jpg,3_metamielosit
MMY_146142_ccrop.jpg,MMY_146142,MMY,PBC_dataset_normal_DIB\ig\MMY_146142.jpg,3_metamielosit
MMY_147081_ccrop.jpg,MMY_147081,MMY,PBC_dataset_normal_DIB\ig\MMY_147081.jpg,3_metamielosit
MMY_148039_ccrop.jpg,MMY_148039,MMY,PBC_dataset_normal_DIB\ig\MMY_148039.jpg,3_metamielosit
MMY_152680_ccrop.jpg,MMY_152680,MMY,PBC_dataset_normal_DIB\ig\MMY_152680.jpg,3_metamielosit
MMY_154081_ccrop.jpg,MMY_154081,MMY,PBC_dataset_normal_DIB\ig\MMY_154081.jpg,3_metamielosit
MMY_154649_ccrop.jpg,MMY_154649,MMY,PBC_dataset_normal_DIB\ig\MMY_154649.jpg,3_metamielosit
MMY_154872_ccrop.jpg,MMY_154872,MMY,PBC_dataset_normal_DIB\ig\MMY_154872.jpg,3_metamielosit
