img_name,sumber,kelompok,split,status_topologi,bridge_ratio,f_badan,terdeteksi,kor_br,kor_status,luas_nukleus,kor_luas_nukleus,keputusan_manusia
SNE_922719_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.017997385418903535,False,,,8509,,
SNE_994402_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,val,terpisah_di_nol,0.0,0.007407015521817387,False,,,8417,,
SNE_880246_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,val,terpisah_di_nol,0.0,0.0,False,,,8172,,
SNE_401211_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,7565,,
SNE_905668_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,7517,,
SNE_946101_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,7492,,
SNE_606289_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,7028,,
SNE_870354_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,6948,,
SNE_582848_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,6660,,
SNE_472376_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,6611,,
SNE_508478_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,6569,,
SNE_73281_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,6528,,
SNE_944463_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,6502,,
SNE_226132_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,6376,,
NEUTROPHIL_369264_ccrop.jpg,F2_terpisah0_lolos,F_tak_bersubtipe,test,terpisah_di_nol,0.0,0.0,False,,,6346,,
SNE_934730_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,6319,,
SNE_818497_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,6318,,
SNE_886868_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,6310,,
SNE_457299_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,6246,,
SNE_923091_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,val,terpisah_di_nol,0.0,0.0,False,,,6240,,
SNE_123419_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,6214,,
SNE_508294_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,6163,,
SNE_301003_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,6125,,
SNE_959482_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,6020,,
SNE_975635_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,5996,,
SNE_305469_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5958,,
SNE_402317_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5875,,
SNE_723100_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5871,,
SNE_891096_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,val,terpisah_di_nol,0.0,0.0,False,,,5862,,
SNE_613918_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5820,,
SNE_126871_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,5818,,
SNE_810873_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,5805,,
SNE_462447_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5756,,
SNE_42657_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,5627,,
SNE_965430_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5621,,
SNE_109436_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5616,,
SNE_303827_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,5607,,
SNE_849046_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5587,,
SNE_130010_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,5571,,
SNE_902849_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,5546,,
SNE_543818_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5534,,
SNE_176357_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5520,,
SNE_624758_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5506,,
NEUTROPHIL_322012_ccrop.jpg,F2_terpisah0_lolos,F_tak_bersubtipe,train,terpisah_di_nol,0.0,0.0,False,,,5495,,
SNE_133532_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,5480,,
SNE_497960_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,val,terpisah_di_nol,0.0,0.0,False,,,5383,,
SNE_770745_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5354,,
SNE_19025_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5189,,
SNE_725375_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,5087,,
SNE_788902_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,5031,,
SNE_406702_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,5025,,
SNE_184155_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,4819,,
SNE_360421_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,4778,,
SNE_629685_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,4744,,
SNE_181877_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,val,terpisah_di_nol,0.0,0.0,False,,,4618,,
SNE_257590_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,val,terpisah_di_nol,0.0,0.0,False,,,4440,,
SNE_96718_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,train,terpisah_di_nol,0.0,0.0,False,,,4301,,
SNE_276067_ccrop.jpg,F2_terpisah0_lolos,B_sepakat_segmented,test,terpisah_di_nol,0.0,0.0,False,,,4216,,
SNE_775468_ccrop.jpg,F3_dekat_ambang,B_sepakat_segmented,train,normal,0.1315587028960544,0.033031783778611906,False,,,5577,,
SNE_274866_ccrop.jpg,F3_dekat_ambang,C_konflik_SNE_band,train,tak_pernah_pecah,1.0,0.03339389141037351,False,,,6064,,
BNE_472201_ccrop.jpg,F3_dekat_ambang,A_sepakat_band,test,normal,0.4750071220050341,0.03714464883569828,False,,,7416,,
SNE_131610_ccrop.jpg,F3_dekat_ambang,B_sepakat_segmented,test,normal,0.2192645048267573,0.04914994790844581,False,,,5425,,
SNE_972820_ccrop.jpg,F3_dekat_ambang,B_sepakat_segmented,test,normal,0.0579284446363492,0.05388043543218196,False,,,5959,,
SNE_66862_ccrop.jpg,F3_dekat_ambang,B_sepakat_segmented,val,normal,0.075755401907857,0.056810739843944844,False,,,6564,,
BNE_777460_ccrop.jpg,F3_dekat_ambang,A_sepakat_band,train,normal,0.5743927370470162,0.07219594192075063,False,,,6775,,
BNE_196924_ccrop.jpg,F3_dekat_ambang,D_konflik_BNE_segmented,train,normal,0.0324613736580597,0.07484917842068352,False,,,6196,,
