img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,jarak_saddle_ke_lubang,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,aturan_lubang,f_badan,puncak_rel_badan,saddle_rel_badan,r_sel,luas_sel,pusat_fallback,n_komp_inti,frak_komp2,ori_r_lobus,ori_r_pisah,ori_br,ori_status,ori_n_lobus_kal,ori_luas_nukleus,terdeteksi,kor_r_lobus,kor_r_pisah,kor_br,kor_status,kor_n_lobus_kal,kor_luas_nukleus,kor_luas_badan
EO_8741_ccrop.jpg,Eosinophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_8741_ccrop.jpg,train,EO,bukan_neutrofil,25.45584412271571,2.2360680103302,0.0878410474054886,3,normal,8000,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,74.24284477308234,19143,False,1,0.0,25.45584412271571,2.23606797749979,0.08784104611578832,normal,2,8000,False,,,,,,,
EO_9228_ccrop.jpg,Eosinophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_9228_ccrop.jpg,train,EO,bukan_neutrofil,24.596747752497688,3.0,0.1219673442272612,2,normal,7046,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,69.35416353759881,16606,False,1,0.0,24.596747752497688,3.0,0.12196734422726126,normal,2,7046,False,,,,,,,
EO_9265_ccrop.jpg,Eosinophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_9265_ccrop.jpg,train,EO,bukan_neutrofil,28.600699292150185,4.4721360206604,0.1563645690959673,3,normal,6788,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,73.08214556237385,18136,False,1,0.0,28.600699292150182,4.47213595499958,0.15636456680019054,normal,2,6788,False,,,,,,,
EO_10150_ccrop.jpg,Eosinophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_10150_ccrop.jpg,train,EO,bukan_neutrofil,26.627053911388696,2.2360680103302,0.0839772968414582,3,normal,6598,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,67.02984409947557,15262,False,1,0.0,26.627053911388696,2.23606797749979,0.0839772956084863,normal,2,6598,False,,,,,,,
EO_12586_ccrop.jpg,Eosinophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_12586_ccrop.jpg,train,EO,bukan_neutrofil,23.0,2.0,0.0869565217391304,3,normal,6647,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,71.34423592694787,17862,False,1,0.0,23.0,2.0,0.08695652173913043,normal,2,6647,False,,,,,,,
EO_14468_ccrop.jpg,Eosinophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_14468_ccrop.jpg,train,EO,bukan_neutrofil,25.80697580112788,7.810249805450439,0.3026410326276625,2,normal,4744,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,60.00833275470999,12304,False,1,0.0,25.80697580112788,7.810249675906654,0.30264102760794276,normal,2,4744,False,,,,,,,
BA_21413_ccrop.jpg,Basophil,small,round,irregular,high,densely,no,clear,light blue,coarse,purple,yes,BA_21413_ccrop.jpg,train,BA,bukan_neutrofil,27.459060435491963,12.0,0.4370142244375378,3,normal,6725,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,49.040799340956916,9903,False,1,0.0,27.459060435491963,12.0,0.43701422443753785,normal,2,6725,False,,,,,,,
BA_22197_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_22197_ccrop.jpg,train,BA,bukan_neutrofil,26.83281572999748,12.529964447021484,0.4669642043199267,2,normal,6939,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,60.8276253029822,14156,False,1,0.0,26.832815729997478,12.529964086141668,0.46696419087073,normal,2,6939,False,,,,,,,
BA_24720_ccrop.jpg,Basophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_24720_ccrop.jpg,train,BA,bukan_neutrofil,23.08679276123039,0.0,0.0,4,terpisah_di_nol,6232,,4,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,56.88585061331157,11392,False,3,0.3010269576379974,23.08679276123039,0.0,0.0,terpisah_di_nol,4,6232,False,,,,,,,
BA_25245_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_25245_ccrop.jpg,train,BA,bukan_neutrofil,26.248809496813376,12.165525436401367,0.4634696075598503,3,normal,6258,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,53.08483775994799,9927,False,1,0.0,26.248809496813376,12.165525060596439,0.4634695932428228,normal,2,6258,False,,,,,,,
BA_25610_ccrop.jpg,Basophil,small,round,unsegmented-indented,low,densely,no,clear,light blue,coarse,purple,yes,BA_25610_ccrop.jpg,train,BA,bukan_neutrofil,29.42787793912432,,1.0,1,tak_pernah_pecah,6086,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,55.47071299343465,11903,False,1,0.0,29.427877939124322,,1.0,tak_pernah_pecah,1,6086,False,,,,,,,
BA_26315_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_26315_ccrop.jpg,train,BA,bukan_neutrofil,35.608987629529715,,1.0,1,tak_pernah_pecah,6431,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,50.00999900019995,11696,False,1,0.0,35.608987629529715,,1.0,tak_pernah_pecah,1,6431,False,,,,,,,
BA_30267_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_30267_ccrop.jpg,train,BA,bukan_neutrofil,22.47220505424423,7.0,0.3114959116429893,3,normal,6165,999.0,3,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,56.4003546088143,11424,False,1,0.0,22.47220505424423,7.0,0.31149591164298934,normal,3,6165,False,,,,,,,
BA_31317_ccrop.jpg,Basophil,big,irregular,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_31317_ccrop.jpg,train,BA,bukan_neutrofil,27.586228448267445,0.0,0.0,2,terpisah_di_nol,6505,,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,52.20153254455275,14115,False,2,0.2307455803228286,27.586228448267445,0.0,0.0,terpisah_di_nol,2,6505,False,,,,,,,
BA_32490_ccrop.jpg,Basophil,big,irregular,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_32490_ccrop.jpg,train,BA,bukan_neutrofil,22.80350850198276,11.180339813232422,0.4902903345886574,3,normal,6872,999.0,3,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,51.66236541235796,13211,False,1,0.0,22.80350850198276,11.180339887498949,0.4902903378454601,normal,3,6872,False,,,,,,,
BA_32675_ccrop.jpg,Basophil,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes,BA_32675_ccrop.jpg,train,BA,bukan_neutrofil,29.410882339705484,12.083045959472656,0.4108358878835885,3,normal,7319,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,62.625873247404705,13245,False,1,0.0,29.410882339705484,12.083045973594572,0.41083588836374807,normal,2,7319,False,,,,,,,
BA_32996_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_32996_ccrop.jpg,train,BA,bukan_neutrofil,38.8329756778952,,1.0,1,tak_pernah_pecah,7227,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,55.17245689653489,10717,False,1,0.0,38.8329756778952,,1.0,tak_pernah_pecah,1,7227,False,,,,,,,
BA_34424_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_34424_ccrop.jpg,train,BA,bukan_neutrofil,23.345235059857504,16.970561981201172,0.7269390065119677,2,normal,5279,999.0,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,51.0098029794274,9134,False,1,0.0,23.345235059857504,16.97056274847714,0.7269390393784592,normal,1,5279,False,,,,,,,
BA_35708_ccrop.jpg,Basophil,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_35708_ccrop.jpg,train,BA,bukan_neutrofil,30.610455730027933,11.40175437927246,0.3724790796919656,2,normal,8339,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,65.19202405202648,14880,False,1,0.0,30.610455730027933,11.40175425099138,0.37247907550120535,normal,2,8339,False,,,,,,,
LY_47940_ccrop.jpg,Lymphocyte,small,round,unsegmented-indented,high,densely,no,frosted,blue,nil,nil,no,LY_47940_ccrop.jpg,train,LY,bukan_neutrofil,34.713109915419565,,1.0,1,tak_pernah_pecah,5726,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,47.16990566028302,7482,False,1,0.0,34.713109915419565,,1.0,tak_pernah_pecah,1,5726,False,,,,,,,
LY_48852_ccrop.jpg,Lymphocyte,small,round,unsegmented-indented,high,densely,no,frosted,blue,nil,nil,no,LY_48852_ccrop.jpg,train,LY,bukan_neutrofil,39.92492955535426,,1.0,1,tak_pernah_pecah,6977,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,52.0,9422,False,1,0.0,39.92492955535426,,1.0,tak_pernah_pecah,1,6977,False,,,,,,,
LY_51513_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,clear,purple blue,nil,nil,no,LY_51513_ccrop.jpg,train,LY,bukan_neutrofil,39.84971769034255,,1.0,1,tak_pernah_pecah,5970,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,47.16990566028302,7947,False,1,0.0,39.84971769034255,,1.0,tak_pernah_pecah,1,5970,False,,,,,,,
LY_51625_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,clear,light blue,nil,nil,no,LY_51625_ccrop.jpg,train,LY,bukan_neutrofil,38.3275357934736,,1.0,1,tak_pernah_pecah,5442,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,41.0,6263,False,1,0.0,38.3275357934736,,1.0,tak_pernah_pecah,1,5442,False,,,,,,,
LY_51843_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,clear,blue,nil,nil,no,LY_51843_ccrop.jpg,train,LY,bukan_neutrofil,38.01315561749642,,1.0,1,tak_pernah_pecah,5320,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,42.15447781671598,6787,False,1,0.0,38.01315561749642,,1.0,tak_pernah_pecah,1,5320,False,,,,,,,
LY_56612_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_56612_ccrop.jpg,train,LY,bukan_neutrofil,41.77319714841085,,1.0,1,tak_pernah_pecah,6517,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,44.721359549995796,7918,False,1,0.0,41.773197148410844,,1.0,tak_pernah_pecah,1,6517,False,,,,,,,
LY_57780_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_57780_ccrop.jpg,train,LY,bukan_neutrofil,33.015148038438355,,1.0,1,tak_pernah_pecah,4647,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,39.11521443121589,6085,False,1,0.0,33.015148038438355,,1.0,tak_pernah_pecah,1,4647,False,,,,,,,
LY_59662_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_59662_ccrop.jpg,train,LY,bukan_neutrofil,40.85339643163099,,1.0,1,tak_pernah_pecah,5933,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,44.9221548904324,7404,False,1,0.0,40.85339643163099,,1.0,tak_pernah_pecah,1,5933,False,,,,,,,
LY_60053_ccrop.jpg,Lymphocyte,small,round,unsegmented-indented,high,densely,no,frosted,light blue,nil,nil,no,LY_60053_ccrop.jpg,train,LY,bukan_neutrofil,37.36308338453881,,1.0,1,tak_pernah_pecah,7312,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,55.00909015790027,10548,False,1,0.0,37.36308338453881,,1.0,tak_pernah_pecah,1,7312,False,,,,,,,
LY_63391_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_63391_ccrop.jpg,train,LY,bukan_neutrofil,37.73592452822641,,1.0,1,tak_pernah_pecah,5562,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,44.28317965096906,6913,False,1,0.0,37.73592452822641,,1.0,tak_pernah_pecah,1,5562,False,,,,,,,
LY_64218_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_64218_ccrop.jpg,train,LY,bukan_neutrofil,40.79215610874228,,1.0,1,tak_pernah_pecah,6559,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,51.40038910358559,9411,False,1,0.0,40.792156108742276,,1.0,tak_pernah_pecah,1,6559,False,,,,,,,
LY_64434_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,purple blue,nil,nil,no,LY_64434_ccrop.jpg,train,LY,bukan_neutrofil,38.18376618407357,,1.0,1,tak_pernah_pecah,6342,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,50.0,9893,False,1,0.0,38.18376618407357,,1.0,tak_pernah_pecah,1,6342,False,,,,,,,
LY_64544_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,clear,light blue,nil,nil,no,LY_64544_ccrop.jpg,train,LY,bukan_neutrofil,38.01315561749642,,1.0,1,tak_pernah_pecah,5442,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,40.19950248448356,5952,False,1,0.0,38.01315561749642,,1.0,tak_pernah_pecah,1,5442,False,,,,,,,
LY_65073_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,clear,blue,nil,nil,no,LY_65073_ccrop.jpg,train,LY,bukan_neutrofil,42.72001872658765,,1.0,1,tak_pernah_pecah,6567,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,49.39635614091387,8748,False,1,0.0,42.720018726587654,,1.0,tak_pernah_pecah,1,6567,False,,,,,,,
LY_65844_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_65844_ccrop.jpg,train,LY,bukan_neutrofil,43.93176527297759,,1.0,1,tak_pernah_pecah,7496,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,54.589376255824725,10796,False,1,0.0,43.93176527297759,,1.0,tak_pernah_pecah,1,7496,False,,,,,,,
LY_68814_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_68814_ccrop.jpg,train,LY,bukan_neutrofil,34.23448553724738,,1.0,1,tak_pernah_pecah,5186,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,42.579337712087536,6906,False,1,0.0,34.23448553724738,,1.0,tak_pernah_pecah,1,5186,False,,,,,,,
MO_26771_ccrop.jpg,Monocyte,big,irregular,unsegmented-indented,low,loosely,yes,frosted,light blue,nil,nil,no,MO_26771_ccrop.jpg,train,MO,bukan_neutrofil,30.14962686336267,16.155494689941406,0.5358439347577232,3,normal,8437,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,72.18032973047436,22663,False,1,0.0,30.14962686336267,16.15549442140351,0.5358439258508835,normal,2,8437,False,,,,,,,
MO_27445_ccrop.jpg,Monocyte,small,round,unsegmented-indented,low,densely,no,frosted,blue,nil,nil,no,MO_27445_ccrop.jpg,train,MO,bukan_neutrofil,39.319206502675,,1.0,1,tak_pernah_pecah,8004,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,60.53924347066124,14334,False,1,0.0,39.319206502675,,1.0,tak_pernah_pecah,1,8004,False,,,,,,,
MO_28078_ccrop.jpg,Monocyte,small,round,unsegmented-indented,high,loosely,no,frosted,blue,nil,nil,no,MO_28078_ccrop.jpg,train,MO,bukan_neutrofil,45.5411901469428,,1.0,1,tak_pernah_pecah,9529,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,59.43904440685432,13462,False,1,0.0,45.5411901469428,,1.0,tak_pernah_pecah,1,9529,False,,,,,,,
MO_29936_ccrop.jpg,Monocyte,big,irregular,unsegmented-indented,low,loosely,no,clear,light blue,nil,nil,no,MO_29936_ccrop.jpg,train,MO,bukan_neutrofil,36.23534186398688,23.853721618652344,0.6582998915310299,2,normal,11983,999.0,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,76.05918747922567,21292,False,1,0.0,36.235341863986875,23.853720883753127,0.658299871249747,normal,1,11983,False,,,,,,,
MO_30883_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,no,frosted,blue,nil,nil,no,MO_30883_ccrop.jpg,train,MO,bukan_neutrofil,42.72001872658765,,1.0,1,tak_pernah_pecah,9637,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,65.30696746902278,17471,False,1,0.0,42.720018726587654,,1.0,tak_pernah_pecah,1,9637,False,,,,,,,
MO_33803_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,no,clear,blue,nil,nil,no,MO_33803_ccrop.jpg,train,MO,bukan_neutrofil,37.0,31.14482307434082,0.8417519749821843,2,normal,10699,999.0,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,69.81403870282824,18148,False,1,0.0,37.0,31.144823004794873,0.8417519731025641,normal,1,10699,False,,,,,,,
MO_35781_ccrop.jpg,Monocyte,small,round,unsegmented-indented,low,densely,no,frosted,blue,nil,nil,no,MO_35781_ccrop.jpg,train,MO,bukan_neutrofil,34.9857113690718,17.464248657226562,0.4991823225485525,3,normal,8949,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,63.34824385884742,13809,False,1,0.0,34.9857113690718,17.46424919657298,0.4991823379647438,normal,2,8949,False,,,,,,,
MO_36319_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,no,frosted,purple blue,nil,nil,no,MO_36319_ccrop.jpg,train,MO,bukan_neutrofil,28.861739379323623,19.79899024963379,0.6859943536118848,2,normal,9331,999.0,2,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,68.60029154456998,15780,False,1,0.0,28.861739379323623,19.79898987322333,0.6859943405700354,normal,2,9331,False,,,,,,,
MO_36866_ccrop.jpg,Monocyte,small,irregular,unsegmented-indented,high,loosely,no,frosted,blue,nil,nil,no,MO_36866_ccrop.jpg,train,MO,bukan_neutrofil,44.04543109109048,,1.0,1,tak_pernah_pecah,8809,,1,1.25,0.2,4.0,0.4,tidak,0.0,0.0,0.0,59.93329625508679,13237,False,1,0.0,44.04543109109048,,1.0,tak_pernah_pecah,1,8809,False,,,,,,,
