i,fr,sudut,p1,p2,galat,nyambung,f_badan,puncak_rel_badan,saddle_rel_badan,r_sel,luas_sel,st_gabung,br_gabung
22,0.81067357762643,4.047421473948118,pbcseg_final_v1\LY_730192_ccrop_mask.png,pbcseg_final_v1\LY_926291_ccrop_mask.png,,True,0.13152229192595621,0.6864128850510555,0.5548905931250993,57.245087125446844,16214,normal,0.04925152335778521
23,0.7103039495730282,5.66947668938591,pbcseg_final_v1\LY_370728_ccrop_mask.png,pbcseg_final_v1\LY_275148_ccrop_mask.png,,True,0.1834318805409329,0.9182578833604285,0.7348260028194955,51.0098029794274,15757,terpisah_di_nol,0.0
40,0.8580693413174364,1.3274302808119296,pbcseg_final_v1\LY_222797_ccrop_mask.png,pbcseg_final_v1\MO_634829_ccrop_mask.png,,True,0.12058827552037574,0.8829597014557937,0.762371425935418,56.0357029044876,23209,terpisah_di_nol,0.0
41,0.8672189378155554,2.0675713412552867,pbcseg_final_v1\MO_888999_ccrop_mask.png,pbcseg_final_v1\MO_807614_ccrop_mask.png,,True,0.26223060240633045,0.9472695432815655,0.6850389408752351,69.6419413859206,33950,terpisah_di_nol,0.0
42,0.8822525275491386,4.129658221402831,pbcseg_final_v1\LY_26778_ccrop_mask.png,pbcseg_final_v1\LY_878313_ccrop_mask.png,,True,0.4430275426669407,0.9411033702772618,0.49807582761032104,47.042533945356304,14331,terpisah_di_nol,0.0
43,0.8199923466701563,3.15770819629163,pbcseg_final_v1\LY_9109_ccrop_mask.png,pbcseg_final_v1\MO_468147_ccrop_mask.png,,True,0.07693401507125092,0.6340634959165624,0.5571294808453116,75.47184905645283,28026,terpisah_di_nol,0.0
44,0.8964729619821116,4.893310294515966,pbcseg_final_v1\MO_207195_ccrop_mask.png,pbcseg_final_v1\LY_925672_ccrop_mask.png,,True,0.23382264434638333,0.6364720424405427,0.4026493980941593,67.468511173732,22553,terpisah_di_nol,0.0
45,0.7090879076707327,1.5455000579882234,pbcseg_final_v1\MO_688574_ccrop_mask.png,pbcseg_final_v1\LY_828552_ccrop_mask.png,,True,0.0,0.0,0.0,86.76981041814025,35816,terpisah_di_nol,0.0
46,0.7169201056949132,2.7315158647348907,pbcseg_final_v1\MO_302771_ccrop_mask.png,pbcseg_final_v1\LY_360951_ccrop_mask.png,,True,0.007394000625497945,0.5266542166265654,0.5192602160010675,82.0,30545,terpisah_di_nol,0.0
47,0.8901885580465562,1.108026316206169,pbcseg_final_v1\MO_192510_ccrop_mask.png,pbcseg_final_v1\LY_113005_ccrop_mask.png,,False,0.024442532398990854,0.6169899699191216,0.5925474375201307,57.28001396647874,19067,normal,0.4162325686043391
32,0.905257600819401,6.139488232638748,pbcseg_final_v1\MO_455421_ccrop_mask.png,pbcseg_final_v1\MO_173558_ccrop_mask.png,,True,0.47946832681108403,0.6538461538461539,0.1743778270350698,78.0,47420,terpisah_di_nol,0.0
33,0.9647881007819833,6.262423395147091,pbcseg_final_v1\MO_752387_ccrop_mask.png,pbcseg_final_v1\MO_898257_ccrop_mask.png,,False,0.0,0.0,0.0,62.0966987850401,24545,tak_pernah_pecah,1.0
34,0.9046002703146906,3.8771949899387876,pbcseg_final_v1\LY_912598_ccrop_mask.png,pbcseg_final_v1\MO_372222_ccrop_mask.png,,True,0.1587547370269576,0.5985038818184257,0.4397491447914681,85.14693182963201,38256,terpisah_di_nol,0.0
35,0.7675140063233915,0.94622584985038,pbcseg_final_v1\LY_752671_ccrop_mask.png,pbcseg_final_v1\MO_385446_ccrop_mask.png,,True,0.14942700370008866,0.710019345992505,0.5605923422924164,72.17340230306452,25666,terpisah_di_nol,0.0
36,0.8119398905666054,2.2018839830425425,pbcseg_final_v1\LY_755515_ccrop_mask.png,pbcseg_final_v1\LY_554741_ccrop_mask.png,,True,0.4320031346688403,0.983286852929383,0.5512837182605427,50.039984012787215,18850,terpisah_di_nol,0.0
37,0.9770018221326162,4.0395269533615386,pbcseg_final_v1\MO_197366_ccrop_mask.png,pbcseg_final_v1\LY_511879_ccrop_mask.png,,True,0.36407119838915897,0.5929438367987915,0.22887263840963248,74.14849964766651,26599,terpisah_di_nol,0.0
38,0.74952806061381,4.676547977768315,pbcseg_final_v1\LY_881002_ccrop_mask.png,pbcseg_final_v1\MO_935222_ccrop_mask.png,,True,0.07188290812375982,0.6630187845223102,0.5911358763985504,70.178344238091,26012,normal,0.04657464328326223
39,0.8730045047842935,3.06818585103576,pbcseg_final_v1\LY_333022_ccrop_mask.png,pbcseg_final_v1\MO_217315_ccrop_mask.png,,True,0.240420725597899,0.6512221884813116,0.41080146288341257,56.462376853972415,16661,normal,0.04872255371340959
8,0.8284925436319706,0.6900243412903908,pbcseg_final_v1\MO_248587_ccrop_mask.png,pbcseg_final_v1\MO_809234_ccrop_mask.png,,True,0.3675392025013493,0.997136242605614,0.6295970401042646,67.42403132415029,31043,terpisah_di_nol,0.0
9,0.7905428651836225,5.067331219892447,pbcseg_final_v1\MO_18963_ccrop_mask.png,pbcseg_final_v1\LY_115727_ccrop_mask.png,,True,0.06460018235059485,0.6439915138396497,0.5793913314890548,73.24616030891995,31304,terpisah_di_nol,0.0
10,0.9346721704104806,2.44943282580552,pbcseg_final_v1\MO_812031_ccrop_mask.png,pbcseg_final_v1\LY_651718_ccrop_mask.png,,True,0.3231304914483135,0.4425029775758051,0.1193724861274916,77.23341245859851,31033,terpisah_di_nol,0.0
11,0.8984894537375774,3.506406260990497,pbcseg_final_v1\MO_2893_ccrop_mask.png,pbcseg_final_v1\MO_498472_ccrop_mask.png,,True,0.2982486397192886,0.8562767644422467,0.558028124722958,77.07788269017254,40809,terpisah_di_nol,0.0
12,0.8154589873778981,3.7908330984842986,pbcseg_final_v1\LY_695283_ccrop_mask.png,pbcseg_final_v1\LY_813628_ccrop_mask.png,,True,0.3869286797448337,1.0,0.6130713202551663,55.362442142665635,19693,normal,0.02242242646654375
13,0.823456054365974,6.114540356373115,pbcseg_final_v1\LY_874823_ccrop_mask.png,pbcseg_final_v1\MO_557970_ccrop_mask.png,,True,0.1543881380839479,0.6732170330391727,0.5188288949552248,69.81403870282824,23911,normal,0.12184254470714483
14,0.8884922908737795,5.84071362333929,pbcseg_final_v1\LY_254678_ccrop_mask.png,pbcseg_final_v1\LY_996704_ccrop_mask.png,,True,0.4380641876466233,0.8747154919739529,0.43665130432732957,63.631753079732135,23942,terpisah_di_nol,0.0
15,0.7598499777310724,2.035380913697532,pbcseg_final_v1\MO_19376_ccrop_mask.png,pbcseg_final_v1\MO_254452_ccrop_mask.png,,True,0.15661300378372037,0.8229857973042326,0.6663727935205122,73.40980860893181,33190,terpisah_di_nol,0.0
48,0.7230978281679306,4.834099953081798,pbcseg_final_v1\LY_10361_ccrop_mask.png,pbcseg_final_v1\LY_544639_ccrop_mask.png,,True,0.12138245225258476,0.7167192307599968,0.595336778507412,53.03772242470448,13716,terpisah_di_nol,0.0
49,0.7461476687634407,5.007884166272394,pbcseg_final_v1\LY_404117_ccrop_mask.png,pbcseg_final_v1\LY_472472_ccrop_mask.png,,True,0.22450574836118078,0.8860059847539491,0.6615002363927682,55.02726596879042,17635,terpisah_di_nol,0.0
50,0.8897388864207147,0.6699452648013139,pbcseg_final_v1\MO_355224_ccrop_mask.png,pbcseg_final_v1\MO_96778_ccrop_mask.png,,True,0.4946676805850828,0.8308850088665602,0.3362173282814773,79.19595949289332,50379,terpisah_di_nol,0.0
51,0.749278057803181,0.5361914122876957,pbcseg_final_v1\MO_649556_ccrop_mask.png,pbcseg_final_v1\MO_935222_ccrop_mask.png,,True,0.28681476591752747,0.9420150347863394,0.6552002688688119,79.90619500389191,40689,terpisah_di_nol,0.0
52,0.9431882407727167,3.999869419467098,pbcseg_final_v1\MO_849561_ccrop_mask.png,pbcseg_final_v1\LY_164687_ccrop_mask.png,,True,0.16939684096943589,0.4378038082152469,0.26840696724581103,86.97700845625813,32667,terpisah_di_nol,0.0
53,0.94086688865756,3.297644909579463,pbcseg_final_v1\LY_726808_ccrop_mask.png,pbcseg_final_v1\LY_260801_ccrop_mask.png,,True,0.4620984123290542,0.7511070827192237,0.28900867039016953,58.82176467941097,18977,terpisah_di_nol,0.0
54,0.8954668326440821,5.699724782795941,pbcseg_final_v1\MO_499693_ccrop_mask.png,pbcseg_final_v1\LY_953443_ccrop_mask.png,,True,0.20730357328305024,0.7200768902055957,0.5127733169225455,68.9492567037528,28396,terpisah_di_nol,0.0
55,0.7115459466003832,4.50943049146531,pbcseg_final_v1\LY_105283_ccrop_mask.png,pbcseg_final_v1\MO_332386_ccrop_mask.png,,True,0.0,0.0,0.0,56.0,21287,terpisah_di_nol,0.0
0,0.8987448607631291,6.029583326166828,pbcseg_final_v1\MO_821957_ccrop_mask.png,pbcseg_final_v1\LY_894111_ccrop_mask.png,,True,0.35424011635797076,0.7404569920972702,0.3862168757392994,70.43436661176133,31783,terpisah_di_nol,0.0
1,0.9542644463224335,2.244216470137637,pbcseg_final_v1\LY_881717_ccrop_mask.png,pbcseg_final_v1\LY_114808_ccrop_mask.png,,True,0.5430101442462559,0.8770580193070292,0.3340478750607733,55.036351623268054,19270,terpisah_di_nol,0.0
2,0.8689631246873049,2.088597608938164,pbcseg_final_v1\MO_675551_ccrop_mask.png,pbcseg_final_v1\MO_503237_ccrop_mask.png,,True,0.29333035073236374,0.8054778704639476,0.5121475197315839,72.00694410957877,35738,terpisah_di_nol,0.0
3,0.9448115518276103,3.3797972761809705,pbcseg_final_v1\MO_148895_ccrop_mask.png,pbcseg_final_v1\MO_7195_ccrop_mask.png,,True,0.444186047392591,0.8770870925716562,0.4329010451790652,67.26812023536856,34605,terpisah_di_nol,0.0
4,0.9472481770591611,6.026070179874705,pbcseg_final_v1\MO_898984_ccrop_mask.png,pbcseg_final_v1\LY_741548_ccrop_mask.png,,True,0.4066372228131016,0.6978065431576637,0.2911693203445621,70.80254232723568,25326,terpisah_di_nol,0.0
5,0.883486143119986,2.1215054941714167,pbcseg_final_v1\MO_189829_ccrop_mask.png,pbcseg_final_v1\LY_85450_ccrop_mask.png,,True,0.21839168101385867,0.7578418860978353,0.5394502050839767,65.5133574166368,29211,terpisah_di_nol,0.0
6,0.8760076793904726,0.8113379183490164,pbcseg_final_v1\LY_319013_ccrop_mask.png,pbcseg_final_v1\MO_238900_ccrop_mask.png,,True,0.2707348931866536,0.5360216552304888,0.2652867620438353,88.0,36761,terpisah_di_nol,0.0
7,0.7764900012545751,6.130053495185402,pbcseg_final_v1\MO_181748_ccrop_mask.png,pbcseg_final_v1\MO_458271_ccrop_mask.png,,True,0.335104822192572,0.9392050182930642,0.6041001961004923,72.40165743959182,38321,normal,0.047619047619047616
56,0.7272133619107296,4.821968473037505,pbcseg_final_v1\MO_560988_ccrop_mask.png,pbcseg_final_v1\MO_314702_ccrop_mask.png,,True,0.20497847073575737,0.87979344800708,0.6748149772713227,70.21395872616783,30675,terpisah_di_nol,0.0
57,0.9072361589780105,0.49490416128623227,pbcseg_final_v1\MO_881516_ccrop_mask.png,pbcseg_final_v1\MO_70803_ccrop_mask.png,,False,0.0,0.0,0.0,80.95677859203639,32917,normal,0.3580811016334048
58,0.8768584294518654,4.8087943703593945,pbcseg_final_v1\MO_727663_ccrop_mask.png,pbcseg_final_v1\LY_567757_ccrop_mask.png,,True,0.4623039763646633,0.9090909090909091,0.4467869327262458,56.089214649520635,25589,terpisah_di_nol,0.0
59,0.7399391044063326,3.4941135055969825,pbcseg_final_v1\MO_618817_ccrop_mask.png,pbcseg_final_v1\MO_112202_ccrop_mask.png,,True,0.10484307308195574,0.8462161759715343,0.7413731028895786,73.0,32078,normal,0.030192333931958422
60,0.9071964449742381,5.341819552564284,pbcseg_final_v1\LY_314311_ccrop_mask.png,pbcseg_final_v1\MO_2893_ccrop_mask.png,,True,0.4778281449935122,0.5793970985442146,0.10156895355070242,76.89603370785778,30479,normal,0.022162110358896814
61,0.8733912094509388,0.5122444529221718,pbcseg_final_v1\LY_745253_ccrop_mask.png,pbcseg_final_v1\LY_480700_ccrop_mask.png,,True,0.3540793461671333,0.8731282501307986,0.5190489039636653,41.23105625617661,10566,normal,0.027929038673897278
62,0.8003946958255743,1.1356574594239222,pbcseg_final_v1\LY_60053_ccrop_mask.png,pbcseg_final_v1\MO_557970_ccrop_mask.png,,True,0.22567345648655734,0.7890955204768375,0.5634220639902803,70.66116330771806,26873,normal,0.02676438637860946
63,0.7577589623309089,0.9401705858928362,pbcseg_final_v1\MO_993578_ccrop_mask.png,pbcseg_final_v1\LY_33119_ccrop_mask.png,,True,0.1280784264985509,0.7014925373134329,0.5734141108148819,67.0,22031,terpisah_di_nol,0.0
64,0.7510969524111965,3.9124526418303534,pbcseg_final_v1\LY_448631_ccrop_mask.png,pbcseg_final_v1\MO_407150_ccrop_mask.png,,True,0.09882594483460128,0.6988533283406171,0.6000273835060158,69.77822009767804,23882,terpisah_di_nol,0.0
65,0.7949301192926359,3.3069390446226468,pbcseg_final_v1\MO_817666_ccrop_mask.png,pbcseg_final_v1\MO_771921_ccrop_mask.png,,True,0.2438630082877091,0.9256766840641901,0.681813675776481,73.348483283569,35154,terpisah_di_nol,0.0
66,0.8697671374573541,2.7158361655647463,pbcseg_final_v1\MO_746516_ccrop_mask.png,pbcseg_final_v1\LY_305468_ccrop_mask.png,,True,0.2279701307492734,0.5979335788615814,0.369963448112308,76.16429609731846,28943,normal,0.05322462954123495
67,0.7498148263667569,0.5114471222212073,pbcseg_final_v1\LY_687027_ccrop_mask.png,pbcseg_final_v1\MO_887275_ccrop_mask.png,,True,0.03248723710941383,0.5906094287550351,0.5581221916456213,81.02468759581859,32851,terpisah_di_nol,0.0
68,0.8612722050813786,2.8342937689898258,pbcseg_final_v1\MO_450401_ccrop_mask.png,pbcseg_final_v1\LY_560142_ccrop_mask.png,,True,0.1902387093224597,0.5887263423153849,0.39848763299292517,71.42128534267638,23683,terpisah_di_nol,0.0
69,0.9555930973773719,4.643163569099823,pbcseg_final_v1\MO_93573_ccrop_mask.png,pbcseg_final_v1\MO_95719_ccrop_mask.png,,True,0.35553870509909047,0.7965486776828943,0.44100997258380376,70.0,36239,terpisah_di_nol,0.0
70,0.7915569264316218,3.470840620255617,pbcseg_final_v1\MO_952246_ccrop_mask.png,pbcseg_final_v1\LY_40134_ccrop_mask.png,,True,0.13077003649304847,0.6109470332208473,0.4801769967277988,70.83784299369935,22747,terpisah_di_nol,0.0
71,0.8714900500284062,4.023242634451339,pbcseg_final_v1\MO_198926_ccrop_mask.png,pbcseg_final_v1\LY_532750_ccrop_mask.png,,True,0.29059543052929493,0.77520929784115,0.484613867311855,59.841457201508724,21031,terpisah_di_nol,0.0
72,0.7229569079212166,3.336817883825548,pbcseg_final_v1\MO_5979_ccrop_mask.png,pbcseg_final_v1\MO_674929_ccrop_mask.png,,True,0.14672415826278926,0.8959945738692496,0.7492704156064603,81.41252974819048,44187,terpisah_di_nol,0.0
73,0.8858817681276537,1.8794310315467972,pbcseg_final_v1\LY_762788_ccrop_mask.png,pbcseg_final_v1\MO_275459_ccrop_mask.png,,True,0.15413552723726892,0.5415480923086942,0.3874125650714252,75.16648189186454,24752,normal,0.023485569615051043
74,0.7386250647319063,5.243556257852447,pbcseg_final_v1\LY_288132_ccrop_mask.png,pbcseg_final_v1\MO_121190_ccrop_mask.png,,True,0.1478230845814414,0.7759431750256574,0.6281200904442159,57.0701322935211,20152,terpisah_di_nol,0.0
75,0.9718844637915467,1.2262520280814577,pbcseg_final_v1\LY_820246_ccrop_mask.png,pbcseg_final_v1\MO_717500_ccrop_mask.png,,True,0.57694643186292,0.8203720988812561,0.243425667018336,68.0,30387,terpisah_di_nol,0.0
76,0.8334277733487996,1.1272500585954022,pbcseg_final_v1\LY_700199_ccrop_mask.png,pbcseg_final_v1\LY_791031_ccrop_mask.png,,True,0.3826382678304931,0.9346079994248534,0.5519697315943602,56.859475903318,20585,terpisah_di_nol,0.0
77,0.8888464074509483,1.715198816605868,pbcseg_final_v1\MO_262163_ccrop_mask.png,pbcseg_final_v1\MO_51985_ccrop_mask.png,,True,0.13223714165545133,0.8515451405719013,0.7193079989164499,66.73080248281148,28964,terpisah_di_nol,0.0
78,0.9393615948449747,4.772165513408414,pbcseg_final_v1\MO_928617_ccrop_mask.png,pbcseg_final_v1\LY_79706_ccrop_mask.png,,True,0.15189362183761637,0.5725221130802464,0.42062849124262996,85.58621384311844,40580,terpisah_di_nol,0.0
79,0.9140155859649784,6.207708551183433,pbcseg_final_v1\MO_991797_ccrop_mask.png,pbcseg_final_v1\MO_245125_ccrop_mask.png,,False,0.0,0.0,0.0,69.18092222571191,16161,normal,0.816308945263769
88,0.894997192234191,1.6121475309561168,pbcseg_final_v1\MO_70970_ccrop_mask.png,pbcseg_final_v1\LY_744710_ccrop_mask.png,,True,0.43153336934154957,0.8237998523852448,0.39226648304369527,53.53503525729669,16840,terpisah_di_nol,0.0
89,0.8587332952202062,6.04914424007285,pbcseg_final_v1\LY_393379_ccrop_mask.png,pbcseg_final_v1\LY_787227_ccrop_mask.png,,True,0.33912495855070574,0.7631999913549028,0.4240750328041971,41.78516483155236,12800,terpisah_di_nol,0.0
90,0.9148157808236753,3.860569066383282,pbcseg_final_v1\MO_553342_ccrop_mask.png,pbcseg_final_v1\MO_778543_ccrop_mask.png,,True,0.5310055081765548,0.8555106893458051,0.32450518116925026,80.65358020571685,43467,terpisah_di_nol,0.0
91,0.978418277269851,4.215671538415468,pbcseg_final_v1\LY_714463_ccrop_mask.png,pbcseg_final_v1\MO_225218_ccrop_mask.png,,True,0.6198332793633744,0.788342603870222,0.16850932450684766,61.09828148156051,23265,terpisah_di_nol,0.0
92,0.9453564002377882,1.1935576045123604,pbcseg_final_v1\MO_214064_ccrop_mask.png,pbcseg_final_v1\MO_92432_ccrop_mask.png,,True,0.36511732559840815,0.5607158928832696,0.1955985672848615,76.68767828015137,43041,terpisah_di_nol,0.0
93,0.9538984972250356,0.7973978072672555,pbcseg_final_v1\LY_832225_ccrop_mask.png,pbcseg_final_v1\LY_26778_ccrop_mask.png,,True,0.7709346024389431,0.9669177624447823,0.1959831600058392,47.042533945356304,15823,terpisah_di_nol,0.0
94,0.8724986866283128,5.1445885501772395,pbcseg_final_v1\MO_260942_ccrop_mask.png,pbcseg_final_v1\LY_869750_ccrop_mask.png,,True,0.23723782857106074,0.7164738674460386,0.4792360388749778,67.35725647619564,24994,terpisah_di_nol,0.0
95,0.9055636888947514,4.274570850190311,pbcseg_final_v1\MO_149761_ccrop_mask.png,pbcseg_final_v1\LY_570413_ccrop_mask.png,,True,0.39136034439547446,0.7366138744281158,0.34525353003264136,70.71067811865476,32130,terpisah_di_nol,0.0
96,0.763628183464947,2.504727635321409,pbcseg_final_v1\MO_943806_ccrop_mask.png,pbcseg_final_v1\MO_52244_ccrop_mask.png,,True,0.18056339235394164,0.8235947028364202,0.6430313104824786,79.00632886041473,36497,terpisah_di_nol,0.0
97,0.8279690040415766,4.330469990816352,pbcseg_final_v1\MO_896208_ccrop_mask.png,pbcseg_final_v1\LY_139845_ccrop_mask.png,,True,0.06410349450281891,0.6615278894237872,0.5974243949209683,68.70953354520753,30391,terpisah_di_nol,0.0
98,0.7586559552837078,0.8595225941656858,pbcseg_final_v1\MO_939651_ccrop_mask.png,pbcseg_final_v1\MO_755262_ccrop_mask.png,,True,0.13872707623281955,0.798211482211816,0.6594844059789966,81.61494961096282,40645,terpisah_di_nol,0.0
99,0.7462704900793964,4.415381519879664,pbcseg_final_v1\MO_701572_ccrop_mask.png,pbcseg_final_v1\MO_512783_ccrop_mask.png,,True,0.06614004760677383,0.9958640886279955,0.9297240410212216,65.11528238439882,36603,terpisah_di_nol,0.0
100,0.8101327870206753,0.5049605279042407,pbcseg_final_v1\LY_930985_ccrop_mask.png,pbcseg_final_v1\MO_607749_ccrop_mask.png,,True,0.09071466447536786,0.611438652867628,0.5207239883922601,71.7007670809734,26247,terpisah_di_nol,0.0
101,0.7648403458130137,2.189207926159835,pbcseg_final_v1\LY_823713_ccrop_mask.png,pbcseg_final_v1\LY_456457_ccrop_mask.png,,True,0.10223234347077972,0.8294960280058329,0.7272636845350532,61.40032573203501,21145,terpisah_di_nol,0.0
102,0.7582442980819174,5.954479970477698,pbcseg_final_v1\MO_267447_ccrop_mask.png,pbcseg_final_v1\MO_821957_ccrop_mask.png,,True,0.21180835792462108,0.9713430175525721,0.7595346596279511,71.40028011149536,36407,terpisah_di_nol,0.0
103,0.8141852968055943,0.7638319964882616,pbcseg_final_v1\MO_903914_ccrop_mask.png,pbcseg_final_v1\LY_918465_ccrop_mask.png,,True,0.18955936029974468,0.7196308823908605,0.5300715220911157,68.3593446428504,24335,terpisah_di_nol,0.0
80,0.7720448306394351,1.865767002744793,pbcseg_final_v1\MO_100695_ccrop_mask.png,pbcseg_final_v1\MO_543694_ccrop_mask.png,,True,0.1168281734115991,0.5843663061504423,0.46753813273884315,68.87670143089025,29788,terpisah_di_nol,0.0
81,0.9153448165162985,4.038093996806727,pbcseg_final_v1\MO_377470_ccrop_mask.png,pbcseg_final_v1\MO_96000_ccrop_mask.png,,True,0.6442159944470669,0.973165979225223,0.3289499847781561,65.76473218982953,32502,terpisah_di_nol,0.0
82,0.8304426635323849,3.820958148223301,pbcseg_final_v1\LY_431600_ccrop_mask.png,pbcseg_final_v1\MO_455421_ccrop_mask.png,,True,0.12136775229134882,0.6252868194335917,0.5039190671422429,78.10249675906654,36398,terpisah_di_nol,0.0
83,0.9039524021036744,3.4382319523238976,pbcseg_final_v1\LY_800603_ccrop_mask.png,pbcseg_final_v1\MO_888484_ccrop_mask.png,,True,0.21095090463773533,0.6463156754450788,0.4353647708073435,72.12489168102785,28980,terpisah_di_nol,0.0
84,0.9436626082647352,4.419335053246531,pbcseg_final_v1\LY_187288_ccrop_mask.png,pbcseg_final_v1\LY_82338_ccrop_mask.png,,True,0.6348941785693655,0.9307672332929108,0.29587305472354536,52.46903848937962,19553,terpisah_di_nol,0.0
85,0.7040537693334336,2.3077745617569856,pbcseg_final_v1\MO_326206_ccrop_mask.png,pbcseg_final_v1\LY_18213_ccrop_mask.png,,True,0.10272524034313384,0.8297138901628924,0.7269886498197586,64.19501538281614,23425,terpisah_di_nol,0.0
86,0.9715642416215193,0.9253097094308531,pbcseg_final_v1\MO_308226_ccrop_mask.png,pbcseg_final_v1\MO_693501_ccrop_mask.png,,True,0.5759863383484677,0.9761583500664464,0.4001720117179786,61.465437442517235,34850,terpisah_di_nol,0.0
87,0.7293581117798178,0.1905323865325467,pbcseg_final_v1\LY_870847_ccrop_mask.png,pbcseg_final_v1\MO_88257_ccrop_mask.png,,True,0.3506296125392997,0.7179581586177382,0.3673285460784384,57.42821606144492,31678,terpisah_di_nol,0.0
104,0.8410697442007598,1.4679895409272326,pbcseg_final_v1\MO_372222_ccrop_mask.png,pbcseg_final_v1\LY_442263_ccrop_mask.png,,True,0.10612038569509769,0.612598946684009,0.5064785609889114,84.8999411071645,38406,terpisah_di_nol,0.0
105,0.7545646599795469,1.8328158300596238,pbcseg_final_v1\MO_896245_ccrop_mask.png,pbcseg_final_v1\LY_618428_ccrop_mask.png,,True,0.10221258084028184,0.6521739130434783,0.5499613322031964,69.0,22398,terpisah_di_nol,0.0
106,0.8260986158949974,6.279923545819441,pbcseg_final_v1\MO_629706_ccrop_mask.png,pbcseg_final_v1\LY_832225_ccrop_mask.png,,True,0.10185260316825089,0.5304368100404239,0.42858420687217297,86.33075929238663,31641,terpisah_di_nol,0.0
107,0.8648532791190826,5.619864148421659,pbcseg_final_v1\MO_787343_ccrop_mask.png,pbcseg_final_v1\MO_311939_ccrop_mask.png,,True,0.4101690890331762,0.864231186774026,0.45406209774084977,74.0,35145,terpisah_di_nol,0.0
108,0.7530093505936657,6.094430176635108,pbcseg_final_v1\MO_625714_ccrop_mask.png,pbcseg_final_v1\LY_791031_ccrop_mask.png,,True,0.10919816065896537,0.6922399515921076,0.5830417909331422,84.05950273467003,40250,terpisah_di_nol,0.0
