img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,jarak_saddle_ke_lubang,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,aturan_lubang,kunci,f_badan,puncak_rel_badan,saddle_rel_badan,r_sel,luas_sel,pusat_fallback,n_komp_inti,frak_komp2,ori_r_lobus,ori_r_pisah,ori_br,ori_status,ori_n_lobus_kal,ori_luas_nukleus,terdeteksi,kor_r_lobus,kor_r_pisah,kor_br,kor_status,kor_n_lobus_kal,kor_luas_nukleus,kor_luas_badan,kel,br_S3a,st_S3a,br_S3b,st_S3b
BNE_27915_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_27915_ccrop.jpg,train,BNE,A_sepakat_band,23.323807579381203,5.0,0.214373231428136,3,normal,5050,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_27915,0.0,0.0,0.0,62.48199740725323,13968,False,1,0.0,23.323807579381203,5.0,0.21437323142813602,normal,2,5050,False,,,,,,,,A,0.214373231428136,normal,0.21437323142813602,normal
BNE_100878_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_100878_ccrop.jpg,train,BNE,A_sepakat_band,30.083217912982647,19.646883010864254,0.6530844894217747,2,normal,5582,999.0,1,1.25,0.2,4.0,0.4,tidak,BNE_100878,0.0,0.0,0.0,60.21627686929839,12070,False,1,0.0,30.083217912982647,19.6468827043885,0.6530844792341758,normal,1,5582,False,,,,,,,,A,0.6530844894217747,normal,0.6530844792341758,normal
BNE_101082_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_101082_ccrop.jpg,train,BNE,A_sepakat_band,19.72308292331602,12.04159450531006,0.6105330770107373,3,normal,5645,999.0,3,1.25,0.2,4.0,0.4,tidak,BNE_101082,0.0,0.0,0.0,46.87216658103186,15094,False,1,0.0,19.72308292331602,12.041594578792296,0.6105330807364346,normal,3,5645,False,,,,,,,,A,0.6105330770107373,normal,0.6105330807364346,normal
BNE_101234_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_101234_ccrop.jpg,train,BNE,A_sepakat_band,19.4164878389476,12.04159450531006,0.6201736691615145,3,normal,5383,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_101234,0.0,0.0,0.0,64.28063471995279,13926,False,1,0.0,19.4164878389476,12.041594578792296,0.6201736729460423,normal,2,5383,False,,,,,,,,A,0.6201736691615145,normal,0.6201736729460423,normal
BNE_102129_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_102129_ccrop.jpg,train,BNE,A_sepakat_band,25.238858928247925,14.317821502685549,0.5672927426469627,3,normal,7579,999.0,3,1.25,0.2,4.0,0.4,tidak,BNE_102129,0.0,0.0,0.0,68.87670143089025,15831,False,1,0.0,25.238858928247925,14.317821063276353,0.5672927252369365,normal,3,7579,False,,,,,,,,A,0.5672927426469627,normal,0.5672927252369365,normal
BNE_102779_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_102779_ccrop.jpg,train,BNE,A_sepakat_band,29.0,10.0,0.3448275862068966,2,normal,6820,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_102779,0.0,0.0,0.0,71.84010022264724,17289,False,1,0.0,29.0,10.0,0.3448275862068966,normal,2,6820,False,,,,,,,,A,0.3448275862068966,normal,0.3448275862068966,normal
BNE_102912_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes,BNE_102912_ccrop.jpg,train,BNE,A_sepakat_band,25.495097567963924,9.219544410705566,0.3616202835124844,3,normal,6558,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_102912,0.0,0.0,0.0,60.29925372672534,15133,False,1,0.0,25.495097567963924,9.219544457292887,0.36162028533978946,normal,2,6558,False,,,,,,,,A,0.3616202835124844,normal,0.36162028533978946,normal
BNE_103440_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes,BNE_103440_ccrop.jpg,train,BNE,A_sepakat_band,27.586228448267445,14.422204971313477,0.5228045217692404,2,normal,6326,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_103440,0.0,0.0,0.0,68.5054742338158,15387,False,1,0.0,27.586228448267445,14.422205101855956,0.5228045265014016,normal,2,6326,False,,,,,,,,A,0.5228045217692404,normal,0.5228045265014016,normal
BNE_104344_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_104344_ccrop.jpg,train,BNE,A_sepakat_band,20.591260281974,18.027755737304688,0.875505213883705,2,normal,5401,999.0,1,1.25,0.2,4.0,0.4,tidak,BNE_104344,0.0,0.0,0.0,65.0,16096,False,1,0.0,20.591260281974,18.027756377319946,0.8755052449655936,normal,1,5401,False,,,,,,,,A,0.875505213883705,normal,0.8755052449655936,normal
BNE_105060_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_105060_ccrop.jpg,train,BNE,A_sepakat_band,26.40075756488817,17.464248657226562,0.6615055880234753,2,normal,5271,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_105060,0.0,0.0,0.0,60.21627686929839,13207,False,1,0.0,26.40075756488817,17.46424919657298,0.6615056084526776,normal,2,5271,False,,,,,,,,A,0.6615055880234753,normal,0.6615056084526776,normal
BNE_105090_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_105090_ccrop.jpg,train,BNE,A_sepakat_band,20.8806130178211,12.0,0.5746957711326908,3,normal,5098,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_105090,0.0,0.0,0.0,61.39218191268331,15846,False,1,0.0,20.8806130178211,12.0,0.5746957711326908,normal,2,5098,False,,,,,,,,A,0.5746957711326908,normal,0.5746957711326908,normal
BNE_105145_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_105145_ccrop.jpg,train,BNE,A_sepakat_band,22.20360331117452,15.81138801574707,0.7121091020298311,2,normal,4637,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_105145,0.0,0.0,0.0,56.0357029044876,10810,False,1,0.0,22.20360331117452,15.811388300841896,0.7121091148698563,normal,2,4637,False,,,,,,,,A,0.7121091020298311,normal,0.7121091148698563,normal
BNE_106934_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_106934_ccrop.jpg,train,BNE,A_sepakat_band,19.313207915827967,8.0,0.4142242984627982,4,normal,4824,999.0,3,1.25,0.2,4.0,0.4,tidak,BNE_106934,0.0,0.0,0.0,58.69412236331676,11999,False,1,0.0,19.313207915827967,8.0,0.4142242984627982,normal,3,4824,False,,,,,,,,A,0.4142242984627982,normal,0.4142242984627982,normal
BNE_108207_ccrop.jpg,Neutrophil,big,round,unsegmented-indented,low,densely,no,clear,light blue,small,pink,yes,BNE_108207_ccrop.jpg,train,BNE,E_lainnya,34.0,,1.0,1,tak_pernah_pecah,6207,,1,1.25,0.2,4.0,0.4,tidak,BNE_108207,0.0,0.0,0.0,77.62087348130012,19798,False,1,0.0,34.0,,1.0,tak_pernah_pecah,1,6207,False,,,,,,,,E,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
BNE_109895_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes,BNE_109895_ccrop.jpg,train,BNE,A_sepakat_band,27.73084924772409,12.649110794067385,0.4561386014929027,3,normal,6612,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_109895,0.0,0.0,0.0,68.59300255857006,15478,False,1,0.0,27.730849247724095,12.649110640673518,0.4561385959613785,normal,2,6612,False,,,,,,,,A,0.4561386014929027,normal,0.4561385959613785,normal
BNE_111339_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_111339_ccrop.jpg,train,BNE,A_sepakat_band,19.92485884517128,13.03840446472168,0.6543787620297995,3,normal,6383,999.0,1,1.25,0.2,4.0,0.4,tidak,BNE_111339,0.0,0.0,0.0,71.449282711585,17389,False,1,0.0,19.924858845171276,13.038404810405298,0.654378779379163,normal,1,6383,False,,,,,,,,A,0.6543787620297995,normal,0.654378779379163,normal
BNE_111504_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes,BNE_111504_ccrop.jpg,train,BNE,A_sepakat_band,18.68154169226941,11.313708305358888,0.6056089209190162,3,normal,5438,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_111504,0.0,0.0,0.0,66.64082832618455,14637,False,1,0.0,18.681541692269406,11.313708498984761,0.6056089312835716,normal,2,5438,False,,,,,,,,A,0.6056089209190162,normal,0.6056089312835716,normal
BNE_112944_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_112944_ccrop.jpg,train,BNE,A_sepakat_band,20.8806130178211,13.416407585144045,0.6425293919145698,3,normal,5915,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_112944,0.0,0.0,0.0,67.62396025078685,16413,False,1,0.0,20.8806130178211,13.416407864998739,0.6425294053171791,normal,2,5915,False,,,,,,,,A,0.6425293919145698,normal,0.6425294053171791,normal
BNE_112967_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,yes,clear,light blue,small,pink,yes,BNE_112967_ccrop.jpg,train,BNE,A_sepakat_band,23.769728648009423,13.892443656921388,0.5844594973146569,2,normal,5349,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_112967,0.0,0.0,0.0,60.00833275470999,14379,False,1,0.0,23.769728648009426,13.892443989449804,0.5844595113042325,normal,2,5349,False,,,,,,,,A,0.5844594973146569,normal,0.5844595113042325,normal
BNE_113656_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_113656_ccrop.jpg,train,BNE,A_sepakat_band,19.79898987322333,11.0,0.5555838995037159,3,normal,3904,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_113656,0.0,0.0,0.0,58.59180830116101,11636,False,1,0.0,19.79898987322333,11.0,0.5555838995037159,normal,2,3904,False,,,,,,,,A,0.5555838995037159,normal,0.5555838995037159,normal
BNE_114654_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_114654_ccrop.jpg,train,BNE,A_sepakat_band,28.600699292150185,12.727922439575195,0.4450213720147931,2,normal,6665,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_114654,0.0,0.0,0.0,80.11242100947892,23342,False,1,0.0,28.600699292150182,12.727922061357855,0.4450213587907339,normal,2,6665,False,,,,,,,,A,0.4450213720147931,normal,0.4450213587907339,normal
BNE_115189_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_115189_ccrop.jpg,train,BNE,A_sepakat_band,22.13594362117865,14.03566837310791,0.6340668648830143,3,normal,5310,999.0,3,1.25,0.2,4.0,0.4,tidak,BNE_115189,0.0,0.0,0.0,64.47480127925948,14163,False,1,0.0,22.135943621178654,14.035668847618199,0.6340668863192042,normal,3,5310,False,,,,,,,,A,0.6340668648830143,normal,0.6340668863192042,normal
BNE_115257_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_115257_ccrop.jpg,train,BNE,A_sepakat_band,21.02379604162864,11.40175437927246,0.5423261506483492,3,normal,4362,999.0,3,1.25,0.2,4.0,0.4,tidak,BNE_115257,0.0,0.0,0.0,59.135437767890075,12070,False,1,0.0,21.02379604162864,11.40175425099138,0.5423261445466404,normal,3,4362,False,,,,,,,,A,0.5423261506483492,normal,0.5423261445466404,normal
BNE_118878_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_118878_ccrop.jpg,train,BNE,A_sepakat_band,20.808652046684813,13.0,0.6247401307318765,3,normal,4948,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_118878,0.0,0.0,0.0,58.82176467941097,12209,False,1,0.0,20.808652046684813,13.0,0.6247401307318765,normal,2,4948,False,,,,,,,,A,0.6247401307318765,normal,0.6247401307318765,normal
BNE_121986_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_121986_ccrop.jpg,train,BNE,A_sepakat_band,23.600847442411894,16.124515533447266,0.6832176502471988,3,normal,5963,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_121986,0.0,0.0,0.0,70.11419257183242,16693,False,1,0.0,23.600847442411894,16.1245154965971,0.6832176486858071,normal,2,5963,False,,,,,,,,A,0.6832176502471988,normal,0.6832176486858071,normal
BNE_124082_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_124082_ccrop.jpg,train,BNE,A_sepakat_band,19.235384061671343,8.485280990600586,0.4411287533118955,3,normal,5581,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_124082,0.0,0.0,0.0,68.6804193347711,15812,False,1,0.0,19.235384061671343,8.48528137423857,0.44112877325628463,normal,2,5581,False,,,,,,,,A,0.4411287533118955,normal,0.44112877325628463,normal
BNE_124086_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_124086_ccrop.jpg,train,BNE,A_sepakat_band,24.04163056034261,10.770329475402832,0.4479866475100408,2,normal,5016,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_124086,0.0,0.0,0.0,69.07966415668217,16248,False,1,0.0,24.041630560342615,10.770329614269007,0.44798665328611226,normal,2,5016,False,,,,,,,,A,0.4479866475100408,normal,0.44798665328611226,normal
BNE_125415_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,nil,yes,BNE_125415_ccrop.jpg,train,BNE,A_sepakat_band,27.202941017470888,11.313708305358888,0.4159001888102003,2,normal,5973,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_125415,0.0,0.0,0.0,68.30812543175226,16390,False,1,0.0,27.202941017470888,11.313708498984761,0.41590019592802907,normal,2,5973,False,,,,,,,,A,0.4159001888102003,normal,0.41590019592802907,normal
BNE_125604_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_125604_ccrop.jpg,train,BNE,A_sepakat_band,23.706539182259394,14.317821502685549,0.6039608477900552,3,normal,5497,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_125604,0.0,0.0,0.0,61.0,12821,False,1,0.0,23.706539182259394,14.317821063276353,0.6039608292546971,normal,2,5497,False,,,,,,,,A,0.6039608477900552,normal,0.6039608292546971,normal
BNE_125774_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_125774_ccrop.jpg,train,BNE,A_sepakat_band,18.43908891458577,9.43398094177246,0.5116294511877942,3,normal,5281,999.0,3,1.25,0.2,4.0,0.4,tidak,BNE_125774,0.0,0.0,0.0,61.98386886924694,12668,False,1,0.0,18.439088914585774,9.433981132056603,0.5116294615074009,normal,3,5281,False,,,,,,,,A,0.5116294511877942,normal,0.5116294615074009,normal
BNE_125889_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_125889_ccrop.jpg,train,BNE,A_sepakat_band,29.68164415931166,19.646883010864254,0.6619203068877396,2,normal,5681,999.0,1,1.25,0.2,4.0,0.4,tidak,BNE_125889,0.0,0.0,0.0,70.60453243241541,16465,False,1,0.0,29.68164415931166,19.6468827043885,0.661920296562309,normal,1,5681,False,,,,,,,,A,0.6619203068877396,normal,0.661920296562309,normal
BNE_126596_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_126596_ccrop.jpg,train,BNE,A_sepakat_band,18.35755975068582,10.0,0.5447347107028433,2,normal,5026,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_126596,0.0,0.0,0.0,57.697486947006624,12057,False,1,0.0,18.35755975068582,10.0,0.5447347107028433,normal,2,5026,False,,,,,,,,A,0.5447347107028433,normal,0.5447347107028433,normal
BNE_127951_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_127951_ccrop.jpg,train,BNE,A_sepakat_band,28.0,14.0,0.5,2,normal,5115,999.0,1,1.25,0.2,4.0,0.4,tidak,BNE_127951,0.0,0.0,0.0,58.83026432033091,11573,False,1,0.0,28.0,14.0,0.5,normal,1,5115,False,,,,,,,,A,0.5,normal,0.5,normal
BNE_128335_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_128335_ccrop.jpg,train,BNE,A_sepakat_band,21.095023109728988,16.0,0.7584727410239636,3,normal,5576,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_128335,0.0,0.0,0.0,72.34638899074369,17699,False,1,0.0,21.095023109728988,16.0,0.7584727410239636,normal,2,5576,False,,,,,,,,A,0.7584727410239636,normal,0.7584727410239636,normal
BNE_128511_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_128511_ccrop.jpg,train,BNE,A_sepakat_band,19.72308292331602,14.422204971313477,0.7312348189878566,2,normal,6088,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_128511,0.0,0.0,0.0,70.83078426785913,16561,False,1,0.0,19.72308292331602,14.422205101855956,0.7312348256066231,normal,2,6088,False,,,,,,,,A,0.7312348189878566,normal,0.7312348256066231,normal
BNE_128562_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_128562_ccrop.jpg,train,BNE,A_sepakat_band,20.615528128088304,12.04159450531006,0.5841031299558895,2,normal,4979,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_128562,0.0,0.0,0.0,65.0,14480,False,1,0.0,20.615528128088304,12.041594578792296,0.5841031335203016,normal,2,4979,False,,,,,,,,A,0.5841031299558895,normal,0.5841031335203016,normal
BNE_129177_ccrop.jpg,Neutrophil,small,round,irregular,low,densely,no,clear,light blue,small,pink,yes,BNE_129177_ccrop.jpg,train,BNE,E_lainnya,29.410882339705484,,1.0,1,tak_pernah_pecah,5018,,1,1.25,0.2,4.0,0.4,tidak,BNE_129177,0.0,0.0,0.0,62.64982043070834,14741,False,1,0.0,29.410882339705484,,1.0,tak_pernah_pecah,1,5018,False,,,,,,,,E,1.0,tak_pernah_pecah,1.0,tak_pernah_pecah
BNE_129649_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_129649_ccrop.jpg,train,BNE,A_sepakat_band,22.0,13.416407585144045,0.6098367084156383,3,normal,4587,999.0,2,1.25,0.2,4.0,0.4,tidak,BNE_129649,0.0,0.0,0.0,62.24146527838174,13484,False,1,0.0,22.0,13.416407864998739,0.6098367211363063,normal,2,4587,False,,,,,,,,A,0.6098367084156383,normal,0.6098367211363063,normal
