img_name,saddle,persistence
BNE_21130_ccrop.jpg,17.888544,0.469016
BNE_21130_ccrop.jpg,17.691806,0.747283
BNE_21130_ccrop.jpg,15.556349,0.255039
BNE_21130_ccrop.jpg,15.264338,0.388138
BNE_21130_ccrop.jpg,15.231546,0.420930
BNE_21130_ccrop.jpg,15.231546,0.768454
BNE_21130_ccrop.jpg,8.944272,0.275273
BNE_21130_ccrop.jpg,8.944272,11.155479
BNE_24354_ccrop.jpg,24.698178,0.361750
BNE_24354_ccrop.jpg,21.213203,0.373830
BNE_24354_ccrop.jpg,13.928388,0.389433
BNE_24354_ccrop.jpg,13.892444,11.167484
BNE_25765_ccrop.jpg,14.142136,9.627593
BNE_27915_ccrop.jpg,14.142136,0.418084
BNE_27915_ccrop.jpg,13.601471,1.398529
BNE_27915_ccrop.jpg,13.038405,0.303259
BNE_27915_ccrop.jpg,5.000000,9.866069
EO_7922_ccrop.jpg,20.248457,0.342804
EO_7922_ccrop.jpg,12.041595,6.559481
EO_7922_ccrop.jpg,9.000000,11.591260
EO_8539_ccrop.jpg,8.246211,0.297792
EO_8539_ccrop.jpg,8.246211,0.297792
EO_8539_ccrop.jpg,7.615773,0.446485
EO_8539_ccrop.jpg,7.071068,0.739182
EO_8539_ccrop.jpg,6.324555,0.383649
EO_8539_ccrop.jpg,5.830952,3.224433
EO_8539_ccrop.jpg,5.830952,12.169048
EO_8635_ccrop.jpg,18.973666,0.442822
EO_8635_ccrop.jpg,5.385165,8.650504
EO_8635_ccrop.jpg,2.236068,17.180420
EO_8741_ccrop.jpg,21.213203,0.420104
EO_8741_ccrop.jpg,19.416488,0.281228
EO_8741_ccrop.jpg,19.235384,0.411499
EO_8741_ccrop.jpg,19.000000,1.591260
EO_8741_ccrop.jpg,2.236068,22.360680
EO_9228_ccrop.jpg,24.166092,0.430656
EO_9228_ccrop.jpg,22.627417,0.394312
EO_9228_ccrop.jpg,22.472205,0.353219
EO_9228_ccrop.jpg,21.000000,3.698178
EO_9265_ccrop.jpg,16.000000,3.798990
EO_9265_ccrop.jpg,4.472136,16.741067
EO_9265_ccrop.jpg,2.000000,0.828427
EO_10150_ccrop.jpg,18.681542,0.292124
EO_10150_ccrop.jpg,17.720045,0.279955
EO_10150_ccrop.jpg,17.492856,0.311638
EO_10150_ccrop.jpg,17.492856,0.534901
EO_10150_ccrop.jpg,13.038405,0.303259
EO_10150_ccrop.jpg,13.000000,2.811388
EO_10150_ccrop.jpg,2.236068,17.410815
EO_12586_ccrop.jpg,19.104973,0.311515
EO_12586_ccrop.jpg,14.866069,0.365477
EO_12586_ccrop.jpg,14.764823,2.205740
EO_12586_ccrop.jpg,8.602325,0.341947
EO_12586_ccrop.jpg,2.236068,0.592359
EO_12586_ccrop.jpg,2.000000,20.472205
EO_14468_ccrop.jpg,7.810250,12.998402
BA_21413_ccrop.jpg,26.248809,0.321851
BA_21413_ccrop.jpg,16.278821,3.845791
BA_21413_ccrop.jpg,12.000000,6.384776
BA_21413_ccrop.jpg,10.816654,0.363686
BA_21413_ccrop.jpg,10.770330,1.229670
BA_22197_ccrop.jpg,31.256999,0.570662
BA_22197_ccrop.jpg,29.154759,0.256123
BA_22197_ccrop.jpg,29.154759,0.256123
BA_22197_ccrop.jpg,29.068884,2.553893
BA_24720_ccrop.jpg,5.000000,4.486833
BA_25245_ccrop.jpg,17.804494,0.553066
BA_25245_ccrop.jpg,16.492423,2.189119
BA_25245_ccrop.jpg,12.165525,8.352759
BA_25610_ccrop.jpg,27.294688,0.597963
BA_25610_ccrop.jpg,26.419690,0.413126
BA_25610_ccrop.jpg,26.400758,0.432058
BA_30267_ccrop.jpg,21.540659,0.391053
BA_30267_ccrop.jpg,20.099751,0.995272
BA_30267_ccrop.jpg,13.928388,0.389433
BA_30267_ccrop.jpg,13.341664,0.259806
BA_30267_ccrop.jpg,13.341664,1.423159
BA_30267_ccrop.jpg,12.000000,10.472205
BA_31317_ccrop.jpg,22.627417,0.459376
BA_31317_ccrop.jpg,21.931712,0.540493
BA_31317_ccrop.jpg,6.708204,0.362864
BA_31317_ccrop.jpg,6.403124,0.305080
BA_32675_ccrop.jpg,22.627417,0.717818
BA_32675_ccrop.jpg,19.313208,5.425426
BA_32675_ccrop.jpg,12.083046,0.286271
BA_32675_ccrop.jpg,12.083046,2.681777
BA_32996_ccrop.jpg,17.088007,0.376242
BA_34424_ccrop.jpg,16.970563,2.134410
BA_34424_ccrop.jpg,16.278821,0.691742
BA_35708_ccrop.jpg,29.698485,0.781016
BA_35708_ccrop.jpg,14.560220,0.305849
BA_35708_ccrop.jpg,14.560220,0.572526
BA_35708_ccrop.jpg,11.704700,0.336895
BA_35708_ccrop.jpg,11.401754,4.122420
LY_51513_ccrop.jpg,39.560081,0.251978
LY_57780_ccrop.jpg,32.756679,0.258469
LY_60053_ccrop.jpg,31.953091,0.295940
MO_26771_ccrop.jpg,32.000000,1.955854
MO_27445_ccrop.jpg,38.832976,0.384367
MO_27445_ccrop.jpg,30.083218,0.330595
MO_27445_ccrop.jpg,30.083218,0.330595
MO_27445_ccrop.jpg,29.966648,0.562027
MO_29936_ccrop.jpg,35.805028,0.250485
MO_29936_ccrop.jpg,35.805028,0.250485
MO_29936_ccrop.jpg,26.925824,1.092027
MO_29936_ccrop.jpg,26.000000,0.683328
MO_29936_ccrop.jpg,25.000000,0.298221
MO_29936_ccrop.jpg,23.853721,2.107789
MO_30883_ccrop.jpg,40.249224,0.555188
MO_33803_ccrop.jpg,35.227830,0.282732
MO_33803_ccrop.jpg,31.256999,0.318308
MO_33803_ccrop.jpg,31.144823,1.412818
MO_35781_ccrop.jpg,22.203603,0.268602
MO_35781_ccrop.jpg,20.248457,0.367071
MO_35781_ccrop.jpg,20.248457,2.423111
MO_35781_ccrop.jpg,20.248457,0.342804
MO_35781_ccrop.jpg,20.248457,0.342804
MO_35781_ccrop.jpg,20.124612,0.875388
MO_35781_ccrop.jpg,17.464249,4.896431
MO_36319_ccrop.jpg,27.018512,0.276176
MO_36319_ccrop.jpg,26.570661,0.262155
MO_36319_ccrop.jpg,25.961510,0.514895
MO_36319_ccrop.jpg,25.942244,0.983580
MO_36319_ccrop.jpg,19.798990,8.218862
MO_36866_ccrop.jpg,42.720019,0.291608
MO_37056_ccrop.jpg,37.735925,0.277231
MO_37313_ccrop.jpg,38.600518,0.296783
MO_37313_ccrop.jpg,38.052595,0.274941
MO_37313_ccrop.jpg,38.052595,0.857558
MO_37313_ccrop.jpg,38.013156,0.262163
MO_37313_ccrop.jpg,27.892651,0.391620
MO_37784_ccrop.jpg,40.521599,0.282812
MO_38254_ccrop.jpg,34.885527,2.757533
MO_38756_ccrop.jpg,29.154759,0.928458
MO_38756_ccrop.jpg,24.698178,0.381694
MO_38756_ccrop.jpg,24.698178,0.381694
MO_38756_ccrop.jpg,21.587033,0.253297
MO_38756_ccrop.jpg,21.587033,9.218810
BA_100102_ccrop.jpg,11.401754,1.128210
BA_100102_ccrop.jpg,9.055385,2.986209
BA_100102_ccrop.jpg,5.000000,12.029386
BA_101381_ccrop.jpg,2.236068,0.592359
BA_101381_ccrop.jpg,2.000000,15.720045
BA_101381_ccrop.jpg,1.000000,17.681542
BA_101611_ccrop.jpg,20.248457,0.367071
BA_101611_ccrop.jpg,18.027756,0.357020
BA_101611_ccrop.jpg,18.027756,1.285452
BA_10387_ccrop.jpg,10.630146,0.369854
BA_10387_ccrop.jpg,5.000000,14.235384
BA_10622_ccrop.jpg,16.763055,0.324953
BA_10622_ccrop.jpg,16.155494,0.336928
BA_10622_ccrop.jpg,16.124515,0.367907
BA_10622_ccrop.jpg,15.297059,3.938326
BA_10622_ccrop.jpg,13.601471,0.290973
BA_10622_ccrop.jpg,13.601471,3.661206
BA_10622_ccrop.jpg,10.440307,0.330023
BA_10622_ccrop.jpg,10.440307,0.873402
BA_10622_ccrop.jpg,9.848858,9.798025
BA_107595_ccrop.jpg,14.866069,3.382219
BA_107595_ccrop.jpg,11.313708,6.179147
BA_107876_ccrop.jpg,18.027756,0.411333
BA_107876_ccrop.jpg,16.155494,0.336928
BA_107876_ccrop.jpg,14.560220,2.469167
BA_107876_ccrop.jpg,11.000000,10.023796
BA_107876_ccrop.jpg,6.324555,1.485694
BA_107876_ccrop.jpg,3.000000,18.095023
BA_111710_ccrop.jpg,29.410882,0.321255
BA_111710_ccrop.jpg,24.413111,0.285067
BA_111710_ccrop.jpg,24.186773,0.409975
BA_111710_ccrop.jpg,24.166092,0.430656
BA_111710_ccrop.jpg,24.166092,1.329006
BA_111710_ccrop.jpg,17.029386,0.662420
BA_111710_ccrop.jpg,10.295630,0.474699
BA_111710_ccrop.jpg,10.000000,4.317821
BA_111710_ccrop.jpg,5.830952,2.713052
BA_112418_ccrop.jpg,12.649111,0.350889
BA_112418_ccrop.jpg,12.649111,0.350889
BA_112418_ccrop.jpg,12.369317,0.630683
BA_112418_ccrop.jpg,5.099020,0.286145
BA_112418_ccrop.jpg,5.000000,0.385165
BA_112418_ccrop.jpg,5.000000,8.000000
BA_114542_ccrop.jpg,25.961510,0.287300
BA_114542_ccrop.jpg,25.942244,2.342028
BA_114899_ccrop.jpg,14.142136,0.857864
BA_114899_ccrop.jpg,7.810250,1.623731
BA_114899_ccrop.jpg,1.000000,19.099751
BA_115323_ccrop.jpg,18.384776,0.296765
BA_115323_ccrop.jpg,18.357560,0.430734
BA_115777_ccrop.jpg,2.236068,16.999316
BA_116477_ccrop.jpg,21.931712,1.838016
BA_116477_ccrop.jpg,4.123106,0.349030
BA_116477_ccrop.jpg,4.000000,12.278821
BA_119131_ccrop.jpg,25.079872,0.415225
BA_119131_ccrop.jpg,23.600847,0.482342
BA_119131_ccrop.jpg,22.472205,0.375114
BA_119131_ccrop.jpg,22.472205,3.776604
BA_119131_ccrop.jpg,6.708204,0.502899
BA_119883_ccrop.jpg,11.180340,6.024311
BA_119883_ccrop.jpg,4.123106,14.261671
BA_120278_ccrop.jpg,21.000000,3.186773
BA_121453_ccrop.jpg,20.615528,0.265085
BA_121453_ccrop.jpg,14.560220,0.305849
BA_121453_ccrop.jpg,14.560220,6.055308
BA_121453_ccrop.jpg,13.416408,0.725728
BA_121453_ccrop.jpg,2.236068,12.995478
BA_124389_ccrop.jpg,19.416488,0.281228
BA_124389_ccrop.jpg,19.104973,1.990050
BA_124389_ccrop.jpg,2.236068,4.835000
BA_124389_ccrop.jpg,1.000000,0.414214
BA_124389_ccrop.jpg,1.000000,16.804494
BA_126424_ccrop.jpg,21.587033,0.412967
BA_126424_ccrop.jpg,17.492856,0.395688
BA_126424_ccrop.jpg,17.029386,0.434863
BA_126424_ccrop.jpg,16.492423,3.632189
BA_126424_ccrop.jpg,16.000000,3.026298
BA_126839_ccrop.jpg,20.615528,0.265085
BA_126839_ccrop.jpg,19.697716,0.302284
BA_126839_ccrop.jpg,1.000000,21.360680
BA_127306_ccrop.jpg,19.723083,8.348255
BA_127671_ccrop.jpg,25.632011,0.329499
BA_127671_ccrop.jpg,18.439089,0.534577
BA_127671_ccrop.jpg,11.401754,0.260150
BA_127671_ccrop.jpg,11.401754,0.260150
BA_127671_ccrop.jpg,11.180340,12.985752
BA_127868_ccrop.jpg,17.088007,0.376242
BA_127868_ccrop.jpg,10.049876,9.874983
BA_127868_ccrop.jpg,9.486833,8.233212
BA_128084_ccrop.jpg,21.587033,0.773647
BA_128084_ccrop.jpg,11.000000,11.472205
BA_129641_ccrop.jpg,20.248457,0.367071
BA_129641_ccrop.jpg,18.027756,0.329803
BA_129641_ccrop.jpg,15.811388,0.313127
BA_129641_ccrop.jpg,15.620499,4.995029
BA_129960_ccrop.jpg,21.931712,0.871796
BA_129960_ccrop.jpg,19.697716,0.426896
BA_129960_ccrop.jpg,19.416488,0.281228
BA_129960_ccrop.jpg,16.643317,3.481295
BA_129960_ccrop.jpg,16.000000,3.697716
BA_129960_ccrop.jpg,14.142136,0.723933
BA_131174_ccrop.jpg,6.324555,16.697174
BA_136209_ccrop.jpg,35.510562,0.294466
BA_139275_ccrop.jpg,14.142136,1.414214
BA_139275_ccrop.jpg,2.000000,24.076810
BA_141630_ccrop.jpg,30.083218,0.281235
BA_141630_ccrop.jpg,21.377558,3.622442
BA_14309_ccrop.jpg,28.284271,0.316428
BA_14309_ccrop.jpg,27.513633,0.343144
BA_14309_ccrop.jpg,27.166155,0.292905
BA_14309_ccrop.jpg,27.166155,1.011850
BA_154572_ccrop.jpg,22.203603,0.268602
BA_154572_ccrop.jpg,15.524175,0.287214
BA_154572_ccrop.jpg,15.524175,6.948030
BA_154572_ccrop.jpg,8.246211,12.753789
BA_155216_ccrop.jpg,9.433981,0.414877
BA_155216_ccrop.jpg,4.123106,11.401069
BA_155216_ccrop.jpg,3.605551,7.708157
BA_15551_ccrop.jpg,25.806976,0.593782
BA_15551_ccrop.jpg,21.954498,0.406181
BA_157951_ccrop.jpg,21.213203,0.786797
BA_157951_ccrop.jpg,20.248457,0.342804
BA_157951_ccrop.jpg,16.155494,0.397451
BA_157951_ccrop.jpg,15.811388,0.313127
BA_157951_ccrop.jpg,15.811388,0.313127
BA_157951_ccrop.jpg,15.524175,0.507045
BA_157951_ccrop.jpg,15.524175,0.600341
BA_157951_ccrop.jpg,13.601471,0.540665
BA_157951_ccrop.jpg,13.416408,4.611349
BA_1581_ccrop.jpg,29.427878,0.304260
BA_1581_ccrop.jpg,29.410882,0.672336
BA_1581_ccrop.jpg,1.000000,11.369317
BA_158249_ccrop.jpg,12.369317,0.630683
BA_158249_ccrop.jpg,10.000000,1.180340
BA_158249_ccrop.jpg,9.899495,3.554129
BA_158249_ccrop.jpg,9.899495,3.992949
BA_158249_ccrop.jpg,3.605551,12.549943
BA_161101_ccrop.jpg,20.000000,2.135944
BA_161101_ccrop.jpg,10.440307,0.330023
BA_162861_ccrop.jpg,25.059928,0.435169
BA_162861_ccrop.jpg,12.727922,0.310483
BA_162861_ccrop.jpg,12.649111,0.767297
BA_164170_ccrop.jpg,19.104973,0.311515
BA_164170_ccrop.jpg,19.104973,2.735356
BA_164170_ccrop.jpg,18.384776,0.403518
BA_164170_ccrop.jpg,18.384776,0.483186
BA_164170_ccrop.jpg,11.045361,5.984025
BA_164170_ccrop.jpg,4.472136,0.527864
BA_164170_ccrop.jpg,2.000000,10.000000
BA_166254_ccrop.jpg,23.021729,2.920515
BA_166254_ccrop.jpg,15.231546,0.292628
BA_166254_ccrop.jpg,11.000000,4.000000
BA_166905_ccrop.jpg,40.804412,0.426645
BA_168566_ccrop.jpg,23.345235,0.841538
BA_172469_ccrop.jpg,36.055513,0.345037
BA_173620_ccrop.jpg,15.556349,0.844870
BA_173620_ccrop.jpg,14.422205,0.443864
BA_173620_ccrop.jpg,13.601471,0.290973
BA_173620_ccrop.jpg,13.453624,6.244092
BA_173620_ccrop.jpg,13.000000,3.763055
BA_174705_ccrop.jpg,18.973666,0.261718
BA_174705_ccrop.jpg,18.788294,0.447090
BA_174705_ccrop.jpg,13.601471,0.290973
BA_174705_ccrop.jpg,11.401754,0.598246
BA_174705_ccrop.jpg,10.770330,0.410010
BA_174705_ccrop.jpg,10.440307,0.330023
BA_174705_ccrop.jpg,9.219544,4.234080
BA_174705_ccrop.jpg,6.708204,8.523342
BA_174705_ccrop.jpg,4.123106,15.293382
BA_174731_ccrop.jpg,17.117243,1.564299
BA_174731_ccrop.jpg,11.704700,8.886560
BA_178358_ccrop.jpg,33.286634,0.254386
BA_178358_ccrop.jpg,33.241540,0.359055
BA_178853_ccrop.jpg,25.455844,0.351132
BA_178853_ccrop.jpg,18.000000,7.455844
BA_178853_ccrop.jpg,12.649111,13.770579
BA_180745_ccrop.jpg,20.615528,0.265085
BA_180745_ccrop.jpg,20.591260,0.949399
BA_180745_ccrop.jpg,20.396078,0.484535
BA_180745_ccrop.jpg,16.278821,9.797989
BA_183362_ccrop.jpg,20.248457,0.269828
BA_183362_ccrop.jpg,7.071068,13.544460
BA_184105_ccrop.jpg,29.120440,0.307438
BA_184682_ccrop.jpg,8.062258,8.062258
BA_184682_ccrop.jpg,6.403124,9.596876
BA_189696_ccrop.jpg,19.235384,6.259714
BA_190505_ccrop.jpg,24.413111,0.285067
BA_190505_ccrop.jpg,24.351591,0.346587
BA_190505_ccrop.jpg,24.083189,0.329922
BA_190505_ccrop.jpg,21.633308,0.298405
BA_190505_ccrop.jpg,20.615528,0.408268
BA_190505_ccrop.jpg,20.591260,0.503763
BA_190505_ccrop.jpg,20.518285,0.290368
BA_190505_ccrop.jpg,7.615773,9.848476
BA_191120_ccrop.jpg,16.278821,0.364496
BA_191120_ccrop.jpg,11.401754,0.260150
BA_191120_ccrop.jpg,11.401754,0.260150
BA_191120_ccrop.jpg,11.180340,0.819660
BA_191120_ccrop.jpg,10.000000,0.295630
BA_191120_ccrop.jpg,8.000000,6.866069
BA_191120_ccrop.jpg,2.236068,15.228181
BA_193863_ccrop.jpg,19.104973,5.410328
BA_196745_ccrop.jpg,31.622777,0.283336
BA_196745_ccrop.jpg,14.866069,0.365477
BA_196745_ccrop.jpg,14.764823,0.466723
BA_196745_ccrop.jpg,13.601471,0.290973
BA_196745_ccrop.jpg,7.615773,1.384227
BA_197357_ccrop.jpg,14.422205,0.342618
BA_197357_ccrop.jpg,13.038405,0.378003
BA_197357_ccrop.jpg,6.403124,8.861213
BA_197357_ccrop.jpg,5.830952,13.037010
BA_198105_ccrop.jpg,25.238859,0.256239
BA_198105_ccrop.jpg,25.238859,0.256239
BA_198105_ccrop.jpg,25.059928,0.493937
BA_198105_ccrop.jpg,15.524175,0.287214
BA_198105_ccrop.jpg,15.524175,0.600341
BA_198105_ccrop.jpg,11.661904,0.421142
BA_198105_ccrop.jpg,11.401754,0.302946
BA_198105_ccrop.jpg,11.045361,0.659339
BA_198105_ccrop.jpg,8.602325,0.831656
BA_198105_ccrop.jpg,2.000000,14.124515
BA_198565_ccrop.jpg,11.180340,1.819660
BA_200989_ccrop.jpg,23.000000,1.166092
BA_200989_ccrop.jpg,3.605551,16.642905
BA_200989_ccrop.jpg,2.000000,18.591260
BA_201200_ccrop.jpg,34.205263,0.276617
BA_201200_ccrop.jpg,33.615473,0.384527
BA_201200_ccrop.jpg,33.615473,0.384527
BA_20201_ccrop.jpg,24.083189,0.329922
BA_20201_ccrop.jpg,24.041631,0.958369
BA_202924_ccrop.jpg,20.880613,0.309007
BA_202924_ccrop.jpg,12.000000,10.022716
BA_204774_ccrop.jpg,14.764823,1.513998
BA_204774_ccrop.jpg,12.000000,9.931712
BA_206130_ccrop.jpg,20.248457,0.269828
BA_206130_ccrop.jpg,9.848858,0.349181
BA_206130_ccrop.jpg,8.602325,0.341947
BA_206130_ccrop.jpg,8.544004,13.478712
BA_209608_ccrop.jpg,24.698178,0.757666
BA_209608_ccrop.jpg,12.083046,12.675791
BA_210917_ccrop.jpg,15.524175,0.287214
BA_210917_ccrop.jpg,15.264338,0.388138
BA_210917_ccrop.jpg,15.264338,2.735662
BA_210917_ccrop.jpg,14.866069,1.626354
BA_210917_ccrop.jpg,3.605551,16.419433
BA_210917_ccrop.jpg,2.236068,14.316877
BA_212748_ccrop.jpg,34.205263,0.320090
BA_212748_ccrop.jpg,18.027756,0.329803
BA_212748_ccrop.jpg,18.027756,0.329803
BA_212748_ccrop.jpg,17.888544,1.910446
BA_214521_ccrop.jpg,23.345235,0.508486
BA_214521_ccrop.jpg,15.000000,8.000000
BA_214889_ccrop.jpg,20.615528,0.408268
BA_214889_ccrop.jpg,17.691806,0.692970
BA_214889_ccrop.jpg,8.602325,0.341947
BA_214889_ccrop.jpg,8.602325,0.617219
BA_214889_ccrop.jpg,4.000000,18.000000
BA_215988_ccrop.jpg,27.658633,0.977009
BA_218293_ccrop.jpg,7.000000,4.661904
BA_218293_ccrop.jpg,2.236068,19.763932
BA_219183_ccrop.jpg,26.248809,0.621248
BA_219183_ccrop.jpg,21.000000,2.086793
BA_221009_ccrop.jpg,22.803509,3.196491
BA_221009_ccrop.jpg,6.708204,13.391547
BA_221057_ccrop.jpg,25.000000,0.961510
BA_223010_ccrop.jpg,26.000000,3.529646
BA_223705_ccrop.jpg,30.870698,0.514012
BA_225229_ccrop.jpg,28.653098,1.760715
BA_225540_ccrop.jpg,29.410882,0.270762
BA_225540_ccrop.jpg,9.000000,1.000000
BA_225540_ccrop.jpg,8.944272,0.489709
BA_229550_ccrop.jpg,24.000000,1.019992
BA_229550_ccrop.jpg,21.587033,0.253297
BA_229550_ccrop.jpg,21.095023,1.108580
BA_229550_ccrop.jpg,18.384776,1.262106
BA_229550_ccrop.jpg,18.027756,0.357020
BA_229550_ccrop.jpg,18.027756,4.332923
BA_236096_ccrop.jpg,14.866069,2.338582
BA_236096_ccrop.jpg,12.083046,10.120557
BA_236251_ccrop.jpg,22.627417,1.538675
BA_236251_ccrop.jpg,20.000000,0.396078
BA_236251_ccrop.jpg,9.000000,11.880613
BA_237069_ccrop.jpg,23.769729,0.271902
BA_237069_ccrop.jpg,14.000000,1.033296
BA_237069_ccrop.jpg,12.083046,7.640037
BA_238012_ccrop.jpg,16.155494,0.336928
BA_238012_ccrop.jpg,16.124515,0.367907
BA_238012_ccrop.jpg,11.401754,0.260150
BA_238012_ccrop.jpg,11.401754,6.062495
BA_238012_ccrop.jpg,10.049876,2.756373
BA_238012_ccrop.jpg,2.236068,14.316877
BA_240301_ccrop.jpg,18.867962,0.367422
BA_240301_ccrop.jpg,18.384776,0.296765
BA_240301_ccrop.jpg,18.384776,0.403518
BA_240301_ccrop.jpg,17.088007,0.376242
BA_240301_ccrop.jpg,17.000000,0.464249
BA_240301_ccrop.jpg,14.422205,0.342618
BA_240301_ccrop.jpg,14.422205,0.809341
BA_240301_ccrop.jpg,11.000000,1.206556
BA_240301_ccrop.jpg,10.770330,5.992725
BA_240301_ccrop.jpg,10.198039,3.255585
BA_240301_ccrop.jpg,7.280110,0.335663
BA_240301_ccrop.jpg,7.280110,0.719890
BA_240301_ccrop.jpg,7.071068,10.016940
BA_240301_ccrop.jpg,7.000000,13.000000
BA_240977_ccrop.jpg,18.867962,0.367422
BA_240977_ccrop.jpg,16.000000,0.278821
BA_240977_ccrop.jpg,15.620499,0.504016
BA_240977_ccrop.jpg,15.620499,0.504016
BA_240977_ccrop.jpg,15.297059,0.355417
BA_240977_ccrop.jpg,15.264338,0.388138
BA_240977_ccrop.jpg,15.231546,4.992202
BA_240977_ccrop.jpg,11.661904,0.379691
BA_240977_ccrop.jpg,10.630146,8.605238
BA_241069_ccrop.jpg,25.495098,0.466412
BA_241069_ccrop.jpg,25.179357,0.315741
BA_241069_ccrop.jpg,25.179357,1.126536
BA_241069_ccrop.jpg,18.357560,1.667425
BA_241108_ccrop.jpg,13.928388,0.389433
BA_241392_ccrop.jpg,26.570661,0.724028
BA_241392_ccrop.jpg,9.055385,19.806354
BA_24200302_ccrop.jpg,27.313001,0.417849
BA_24200302_ccrop.jpg,27.313001,0.417849
BA_24200302_ccrop.jpg,27.294688,0.363945
BA_24200302_ccrop.jpg,26.925824,0.277117
BA_24200302_ccrop.jpg,4.242641,17.228270
BA_24200302_ccrop.jpg,2.828427,0.333851
BA_24200302_ccrop.jpg,2.828427,1.171573
BA_250000_ccrop.jpg,17.888544,7.918432
BA_250396_ccrop.jpg,15.556349,0.568166
BA_250396_ccrop.jpg,10.770330,0.410010
BA_250396_ccrop.jpg,10.630146,2.408259
BA_251042_ccrop.jpg,27.658633,0.501622
BA_251042_ccrop.jpg,25.495098,2.665158
BA_254820_ccrop.jpg,18.027756,0.329803
BA_254820_ccrop.jpg,15.524175,0.287214
BA_254820_ccrop.jpg,15.297059,1.465996
BA_254820_ccrop.jpg,12.529964,6.575009
BA_254820_ccrop.jpg,5.830952,4.985702
BA_254820_ccrop.jpg,2.236068,0.592359
BA_254820_ccrop.jpg,2.236068,17.487015
BA_255467_ccrop.jpg,4.000000,20.515301
BA_258997_ccrop.jpg,24.698178,0.301822
BA_258997_ccrop.jpg,18.681542,0.553842
BA_258997_ccrop.jpg,15.811388,8.947449
BA_258997_ccrop.jpg,9.433981,0.414877
BA_258997_ccrop.jpg,9.219544,3.780456
BA_263028_ccrop.jpg,11.313708,1.335402
BA_263028_ccrop.jpg,9.486833,10.160050
BA_264833_ccrop.jpg,22.472205,0.331303
BA_264833_ccrop.jpg,9.486833,0.362025
BA_264833_ccrop.jpg,9.486833,13.360486
BA_266945_ccrop.jpg,25.455844,0.620965
BA_266945_ccrop.jpg,22.825424,4.633636
BA_268064_ccrop.jpg,31.016125,0.288827
BA_268064_ccrop.jpg,28.284271,0.368826
BA_268064_ccrop.jpg,28.231188,0.404454
BA_268064_ccrop.jpg,15.000000,1.278821
BA_270382_ccrop.jpg,31.780497,0.421987
BA_270382_ccrop.jpg,27.018512,0.276176
BA_270382_ccrop.jpg,27.018512,0.495121
BA_270382_ccrop.jpg,26.925824,0.277117
BA_270382_ccrop.jpg,26.570661,0.355164
BA_270647_ccrop.jpg,31.384710,0.395788
BA_271501_ccrop.jpg,17.000000,5.022716
BA_271614_ccrop.jpg,29.120440,1.293373
BA_273793_ccrop.jpg,16.124515,0.638539
BA_273793_ccrop.jpg,5.099020,0.286145
BA_274684_ccrop.jpg,17.720045,0.307711
BA_274684_ccrop.jpg,17.492856,2.631756
BA_274684_ccrop.jpg,6.000000,12.248288
BA_276179_ccrop.jpg,21.189620,0.281290
BA_276179_ccrop.jpg,21.189620,0.281290
BA_276179_ccrop.jpg,21.023796,5.976204
BA_278185_ccrop.jpg,31.064449,0.256470
