img_name,br_semua,st_semua,rp_semua,lob_semua,br_tidak,st_tidak,rp_tidak,lob_tidak,br_selektif,st_selektif,rp_selektif,lob_selektif,kelompok,benar_semua,benar_tidak,benar_selektif,arah,dibanding
SNE_334919_ccrop.jpg,0.7281999926928029,normal,17.0,3,0.2998470558146835,normal,7.0,3,0.7281999926928029,normal,17.0,3,B_sepakat_segmented,False,True,False,pulih,semua
SNE_339572_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.2432769449479957,normal,5.385164737701416,3,0.2432769449479957,normal,5.385164737701416,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_363446_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.15,normal,3.0,4,0.15,normal,3.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_399998_ccrop.jpg,0.3434014098717226,normal,10.0,2,0.22238970027756033,normal,6.4031243324279785,2,0.3434014098717226,normal,10.0,2,B_sepakat_segmented,False,True,False,pulih,semua
SNE_413625_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.2808279781508652,normal,5.0,3,0.2808279781508652,normal,5.0,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_426696_ccrop.jpg,0.5469141104851726,normal,13.0,3,0.14269544824634822,normal,3.0,3,0.14269544824634822,normal,3.0,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_444255_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.2141150910288757,normal,4.0,4,0.2141150910288757,normal,4.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_467255_ccrop.jpg,0.4842742744244469,normal,11.180339813232422,4,0.2773501022273104,normal,6.4031243324279785,4,0.4842742744244469,normal,11.180339813232422,4,B_sepakat_segmented,False,True,False,pulih,semua
SNE_472584_ccrop.jpg,0.33575600419266083,normal,9.219544410705566,2,0.05590169943749474,normal,1.0,3,0.05590169943749474,normal,1.0,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_485945_ccrop.jpg,0.5638838742905107,normal,14.142135620117188,3,0.13453455649680157,normal,2.8284270763397217,4,0.13453455649680157,normal,2.8284270763397217,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_525189_ccrop.jpg,0.4816209743009517,normal,15.0,2,0.32743929651833525,normal,7.211102485656738,5,0.32743929651833525,normal,7.211102485656738,5,B_sepakat_segmented,False,True,True,pulih,semua
SNE_533630_ccrop.jpg,0.47140453535317683,normal,12.165525436401367,2,0.17888543819998318,normal,4.0,4,0.17888543819998318,normal,4.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_534184_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.29476303319162395,normal,7.280109882354736,3,0.29476303319162395,normal,7.280109882354736,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_548602_ccrop.jpg,0.48672095102408264,normal,10.630146026611328,3,0.19425716368866452,normal,4.242640495300293,3,0.19425716368866452,normal,4.242640495300293,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_551569_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.09245003270420485,normal,2.0,3,0.09245003270420485,normal,2.0,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_570447_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.11056644714507094,normal,2.2360680103302,6,0.11056644714507094,normal,2.2360680103302,6,B_sepakat_segmented,False,True,True,pulih,semua
SNE_59745_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.2773500988655483,normal,5.099019527435303,4,0.2773500988655483,normal,5.099019527435303,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_609892_ccrop.jpg,0.541182610745141,normal,17.0880069732666,2,0.12116885875830291,normal,3.0,4,0.12116885875830291,normal,3.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_65616_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.28261670947211076,normal,5.0,5,0.28261670947211076,normal,5.0,5,B_sepakat_segmented,False,True,True,pulih,semua
SNE_671189_ccrop.jpg,0.39616215210420364,normal,10.630146026611328,2,0.17374889413164205,normal,2.8284270763397217,4,0.35819251500756044,normal,5.830951690673828,4,B_sepakat_segmented,False,True,False,pulih,semua
SNE_675028_ccrop.jpg,0.653505634926217,normal,18.027755737304688,2,0.32602250298283564,normal,7.0,4,0.32602250298283564,normal,7.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_698912_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.2171861213815347,normal,5.0,4,0.2171861213815347,normal,5.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_737275_ccrop.jpg,0.9137157864040799,normal,32.893768310546875,2,0.2607680870772801,normal,5.830951690673828,4,0.2607680870772801,normal,5.830951690673828,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_798289_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.10878565864408424,normal,2.0,7,0.10878565864408424,normal,2.0,7,B_sepakat_segmented,False,True,True,pulih,semua
SNE_805400_ccrop.jpg,0.5388945721021847,normal,21.02379608154297,2,0.07362101612326098,normal,1.4142135381698608,4,0.07362101612326098,normal,1.4142135381698608,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_815209_ccrop.jpg,0.5454655573778971,normal,14.317821502685547,3,0.10070743829245243,normal,2.2360680103302,4,0.10070743829245243,normal,2.2360680103302,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_840546_ccrop.jpg,0.3868955106391102,normal,8.485280990600586,3,0.23249527811880305,normal,5.099019527435303,3,0.3868955106391102,normal,8.485280990600586,3,B_sepakat_segmented,False,True,False,pulih,semua
SNE_866490_ccrop.jpg,0.5147815065596233,normal,14.560219764709473,2,0.15041421122309723,normal,3.1622776985168457,4,0.15041421122309723,normal,3.1622776985168457,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_871314_ccrop.jpg,0.5034286147345085,normal,14.866068840026855,2,0.12738594887957871,normal,2.8284270763397217,3,0.19107891795045168,normal,4.242640495300293,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_887894_ccrop.jpg,0.49549697333661524,normal,13.34166431427002,2,0.15811388492584227,normal,3.1622776985168457,4,0.15811388492584227,normal,3.1622776985168457,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_901811_ccrop.jpg,0.5719794517329148,normal,14.560219764709473,2,0.166666659131305,normal,4.242640495300293,2,0.5719794517329148,normal,14.560219764709473,2,B_sepakat_segmented,False,True,False,pulih,semua
SNE_943120_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.23942606534028665,normal,6.0,3,0.23942606534028665,normal,6.0,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_943223_ccrop.jpg,0.5495574676221888,normal,13.416407585144043,2,0.23570226385614496,normal,4.4721360206604,5,0.23570226385614496,normal,4.4721360206604,5,B_sepakat_segmented,False,True,True,pulih,semua
SNE_94795_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.3234430046996604,normal,5.830951690673828,3,0.3234430046996604,normal,5.830951690673828,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_948647_ccrop.jpg,0.4346134914840292,normal,9.219544410705566,3,0.26666666210286105,normal,5.656854152679443,3,0.4346134914840292,normal,9.219544410705566,3,B_sepakat_segmented,False,True,False,pulih,semua
SNE_951733_ccrop.jpg,0.8193195896830824,normal,23.0867919921875,2,0.06421612880778131,normal,1.4142135381698608,3,0.06421612880778131,normal,1.4142135381698608,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_981806_ccrop.jpg,0.3922322702763681,normal,10.0,3,0.22249707974499242,normal,5.0,4,0.22249707974499242,normal,5.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_988236_ccrop.jpg,0.8071259627115711,normal,25.05992889404297,2,0.15015464697550887,normal,4.123105525970459,2,0.15015464697550887,normal,4.123105525970459,2,B_sepakat_segmented,False,True,True,pulih,semua
SNE_995695_ccrop.jpg,0.781556896604228,normal,22.022714614868164,2,0.12422600057390001,normal,2.2360680103302,3,0.12422600057390001,normal,2.2360680103302,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_56069_ccrop.jpg,0.3979717228848564,normal,11.704699516296387,2,0.25894405727186465,normal,7.6157732009887695,2,0.3979717228848564,normal,11.704699516296387,2,B_sepakat_segmented,False,True,False,pulih,semua
SNE_79214_ccrop.jpg,0.5612880362177506,normal,13.34166431427002,2,0.17556172079419585,normal,3.0,3,0.17556172079419585,normal,3.0,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_325145_ccrop.jpg,0.338788461631733,normal,8.9442720413208,2,0.15277210920608786,normal,3.605551242828369,3,0.15277210920608786,normal,3.605551242828369,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_633335_ccrop.jpg,0.4117647058823529,normal,7.0,4,0.08318903165705063,normal,1.4142135381698608,4,0.08318903165705063,normal,1.4142135381698608,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_605370_ccrop.jpg,0.8170927924078863,normal,30.232433319091797,2,0.21293202266918357,normal,4.242640495300293,3,0.21293202266918357,normal,4.242640495300293,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_775439_ccrop.jpg,0.7673909856211768,normal,20.59126091003418,2,0.18428853505018536,normal,3.0,5,0.18428853505018536,normal,3.0,5,B_sepakat_segmented,False,True,True,pulih,semua
SNE_310178_ccrop.jpg,0.6609539078176221,normal,16.0,3,0.19759946764773414,normal,4.242640495300293,3,0.19759946764773414,normal,4.242640495300293,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_533941_ccrop.jpg,0.8196005707531244,normal,22.022714614868164,2,0.1111111111111111,normal,2.0,4,0.1111111111111111,normal,2.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_333218_ccrop.jpg,0.3406550238470091,normal,9.0,3,0.11969397639465193,normal,2.2360680103302,4,0.11969397639465193,normal,2.2360680103302,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_843242_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.2300894862513657,normal,4.242640495300293,5,0.21538743784718756,normal,4.242640495300293,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_621008_ccrop.jpg,0.9120565678026958,normal,25.553865432739258,2,0.18173475162799194,normal,4.242640495300293,3,0.18173475162799194,normal,4.242640495300293,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_602361_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.1694585932556665,normal,4.123105525970459,4,0.1694585932556665,normal,4.123105525970459,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_602927_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.10540925533894598,normal,2.0,4,0.10540925533894598,normal,2.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_899001_ccrop.jpg,0.3945149273685851,normal,8.9442720413208,3,0.22054054569561543,normal,5.0,3,0.3945149273685851,normal,8.9442720413208,3,B_sepakat_segmented,False,True,False,pulih,semua
SNE_537361_ccrop.jpg,0.8440460492388997,normal,32.140316009521484,2,0.12933918406776806,normal,3.0,5,0.12933918406776806,normal,3.0,5,B_sepakat_segmented,False,True,True,pulih,semua
SNE_689137_ccrop.jpg,0.3713906715656149,normal,10.770329475402832,2,0.15791661237874735,normal,3.1622776985168457,3,0.15791661237874735,normal,3.1622776985168457,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_621549_ccrop.jpg,0.8155531992367018,normal,24.0,2,0.29116161578269606,normal,7.0,4,0.29116161578269606,normal,7.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_753316_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.14071950653774656,normal,2.8284270763397217,3,0.14071950653774656,normal,2.8284270763397217,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_663742_ccrop.jpg,0.5487397010708306,normal,12.727922439575195,3,0.16439898581730109,normal,3.605551242828369,3,0.5487397010708306,normal,12.727922439575195,3,B_sepakat_segmented,False,True,False,pulih,semua
SNE_847185_ccrop.jpg,0.357917001600014,normal,9.899495124816895,3,0.17647058823529413,normal,3.0,4,0.17647058823529413,normal,3.0,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_235627_ccrop.jpg,0.6945163438187912,normal,20.248456954956055,2,0.10647942906334287,normal,2.2360680103302,5,0.10647942906334287,normal,2.2360680103302,5,B_sepakat_segmented,False,True,True,pulih,semua
SNE_114388_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.2171861213815347,normal,5.0,3,0.2171861213815347,normal,5.0,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_209297_ccrop.jpg,0.8603939379488174,normal,23.0867919921875,2,0.2640172233249996,normal,5.099019527435303,4,0.2640172233249996,normal,5.099019527435303,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_541286_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.14269544824634822,normal,3.0,2,0.21199957911389342,normal,4.4721360206604,2,B_sepakat_segmented,False,True,True,pulih,semua
SNE_126017_ccrop.jpg,0.749358705374819,normal,25.63201141357422,2,0.2559124542390941,normal,5.099019527435303,3,0.2559124542390941,normal,5.099019527435303,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_461516_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.24806947282062394,normal,4.4721360206604,5,0.24806947282062394,normal,4.4721360206604,5,B_sepakat_segmented,False,True,True,pulih,semua
SNE_576696_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.21781931900558252,normal,5.099019527435303,2,0.21781931900558252,normal,5.099019527435303,2,B_sepakat_segmented,False,True,True,pulih,semua
SNE_374420_ccrop.jpg,0.4120816918460671,normal,9.0,4,0.18314741859825204,normal,4.0,3,0.4120816918460671,normal,9.0,4,B_sepakat_segmented,False,True,False,pulih,semua
SNE_111720_ccrop.jpg,0.7511157661886797,normal,20.0,2,0.16609095970747995,normal,4.0,3,0.16609095970747995,normal,4.0,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_563198_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.26032402319439857,normal,6.4031243324279785,3,0.26032402319439857,normal,6.4031243324279785,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_165041_ccrop.jpg,0.6054527610757726,normal,16.155494689941406,3,0.16044492448004802,normal,3.605551242828369,3,0.18879502412243268,normal,4.242640495300293,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_214327_ccrop.jpg,0.42432935994773535,normal,11.401754379272461,3,0.11516336161707184,normal,2.2360680103302,4,0.11516336161707184,normal,2.2360680103302,4,B_sepakat_segmented,False,True,True,pulih,semua
SNE_843468_ccrop.jpg,0.5336607705135108,normal,14.866068840026855,2,0.17177950029416048,normal,3.0,5,0.17177950029416048,normal,3.0,5,B_sepakat_segmented,False,True,True,pulih,semua
SNE_653262_ccrop.jpg,0.4027681869253275,normal,8.5440034866333,3,0.14907120030775,normal,3.1622776985168457,3,0.4027681869253275,normal,8.5440034866333,3,B_sepakat_segmented,False,True,False,pulih,semua
SNE_444266_ccrop.jpg,0.8486362752811352,normal,25.05992889404297,2,0.1999999965771458,normal,5.656854152679443,2,0.1999999965771458,normal,5.656854152679443,2,B_sepakat_segmented,False,True,True,pulih,semua
SNE_722650_ccrop.jpg,0.42734019835061066,normal,12.041594505310059,3,0.11080752827296766,normal,3.0,3,0.11080752827296766,normal,3.0,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_316972_ccrop.jpg,0.8162413586759532,normal,23.0867919921875,2,0.25521382499491857,normal,4.123105525970459,3,0.25521382499491857,normal,4.123105525970459,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_149300_ccrop.jpg,0.5064292495004925,normal,14.764822959899902,3,0.19402850002906638,normal,4.0,3,0.19402850002906638,normal,4.0,3,B_sepakat_segmented,False,True,True,pulih,semua
SNE_341145_ccrop.jpg,0.4873701788285793,normal,10.0,3,0.0689245504999643,normal,1.4142135381698608,3,0.0689245504999643,normal,1.4142135381698608,3,B_sepakat_segmented,False,True,True,pulih,semua
BNE_196260_ccrop.jpg,0.33515484549122965,normal,6.4031243324279785,3,0.2617119612951069,normal,5.0,3,0.33515484549122965,normal,6.4031243324279785,3,A_sepakat_band,True,False,True,rusak,semua
BNE_313131_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.3176321782341463,normal,5.830951690673828,4,0.3176321782341463,normal,5.830951690673828,4,A_sepakat_band,True,False,False,rusak,semua
BNE_396853_ccrop.jpg,0.6577164207431663,normal,19.209373474121094,3,0.25906388000922087,normal,7.071067810058594,3,0.25906388000922087,normal,7.071067810058594,3,A_sepakat_band,True,False,False,rusak,semua
BNE_411518_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.3253956799405109,normal,6.7082037925720215,3,0.4462230709642943,normal,9.486832618713379,3,A_sepakat_band,True,False,True,rusak,semua
BNE_544250_ccrop.jpg,0.5603051429068605,normal,17.69180679321289,2,0.30541522414595995,normal,8.246211051940918,2,0.30541522414595995,normal,8.246211051940918,2,A_sepakat_band,True,False,False,rusak,semua
BNE_598279_ccrop.jpg,0.39891798646014265,normal,9.0,2,0.3134195703235227,normal,7.071067810058594,2,0.39891798646014265,normal,9.0,2,A_sepakat_band,True,False,True,rusak,semua
BNE_741104_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.30759119560374354,normal,8.485280990600586,2,1.0,tak_pernah_pecah,,1,A_sepakat_band,True,False,True,rusak,semua
BNE_792019_ccrop.jpg,0.6919391886927683,normal,19.0,2,0.3186887167149405,normal,7.211102485656738,3,0.3186887167149405,normal,7.211102485656738,3,A_sepakat_band,True,False,False,rusak,semua
BNE_815174_ccrop.jpg,0.4743416490252569,normal,9.0,3,0.26352313834736496,normal,5.0,3,0.4743416490252569,normal,9.0,3,A_sepakat_band,True,False,True,rusak,semua
BNE_866984_ccrop.jpg,0.6608757260761714,normal,20.099750518798828,2,0.3194382824183434,normal,7.071067810058594,3,0.3194382824183434,normal,7.071067810058594,3,A_sepakat_band,True,False,False,rusak,semua
SNE_206630_ccrop.jpg,0.3164231492705835,normal,9.0,2,0.4817589548149703,normal,9.0,5,0.4545686450484948,normal,9.0,3,B_sepakat_segmented,True,False,False,rusak,semua
SNE_916750_ccrop.jpg,0.3299831645537222,normal,7.0,4,0.35131992925994693,normal,7.0,4,0.35131992925994693,normal,7.0,4,B_sepakat_segmented,True,False,False,rusak,semua
BNE_379425_ccrop.jpg,0.4919349550499537,normal,11.0,2,0.08944271909999159,normal,2.0,2,0.14142135795230504,normal,3.1622776985168457,2,A_sepakat_band,True,False,False,rusak,semua
BNE_848315_ccrop.jpg,0.4700159919404217,normal,13.0,3,0.20194809793050483,normal,5.0,3,0.20194809793050483,normal,5.0,3,A_sepakat_band,True,False,False,rusak,semua
SNE_868570_ccrop.jpg,0.29166103445965313,normal,6.7082037925720215,3,0.37210419600585265,normal,6.7082037925720215,5,0.37210419600585265,normal,6.7082037925720215,5,B_sepakat_segmented,True,False,False,rusak,semua
SNE_234830_ccrop.jpg,0.28774000050624254,normal,8.0,2,0.46499055497527714,normal,8.0,5,0.46499055497527714,normal,8.0,5,B_sepakat_segmented,True,False,False,rusak,semua
BNE_723408_ccrop.jpg,0.41665675722319506,normal,12.083045959472656,2,0.25997347344787264,normal,7.0,2,0.25997347344787264,normal,7.0,2,A_sepakat_band,True,False,False,rusak,semua
BNE_482975_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.141421358313687,normal,2.2360680103302,4,0.141421358313687,normal,2.2360680103302,4,A_sepakat_band,True,False,False,rusak,semua
SNE_115658_ccrop.jpg,0.4074074074074074,normal,11.0,2,0.28601636614899467,normal,7.6157732009887695,2,0.4074074074074074,normal,11.0,2,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_334919_ccrop.jpg,0.7281999926928029,normal,17.0,3,0.2998470558146835,normal,7.0,3,0.7281999926928029,normal,17.0,3,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_399998_ccrop.jpg,0.3434014098717226,normal,10.0,2,0.22238970027756033,normal,6.4031243324279785,2,0.3434014098717226,normal,10.0,2,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_467255_ccrop.jpg,0.4842742744244469,normal,11.180339813232422,4,0.2773501022273104,normal,6.4031243324279785,4,0.4842742744244469,normal,11.180339813232422,4,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_671189_ccrop.jpg,0.39616215210420364,normal,10.630146026611328,2,0.17374889413164205,normal,2.8284270763397217,4,0.35819251500756044,normal,5.830951690673828,4,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_840546_ccrop.jpg,0.3868955106391102,normal,8.485280990600586,3,0.23249527811880305,normal,5.099019527435303,3,0.3868955106391102,normal,8.485280990600586,3,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_901811_ccrop.jpg,0.5719794517329148,normal,14.560219764709473,2,0.166666659131305,normal,4.242640495300293,2,0.5719794517329148,normal,14.560219764709473,2,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_948647_ccrop.jpg,0.4346134914840292,normal,9.219544410705566,3,0.26666666210286105,normal,5.656854152679443,3,0.4346134914840292,normal,9.219544410705566,3,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_56069_ccrop.jpg,0.3979717228848564,normal,11.704699516296387,2,0.25894405727186465,normal,7.6157732009887695,2,0.3979717228848564,normal,11.704699516296387,2,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_848740_ccrop.jpg,0.3123475209500009,normal,7.211102485656738,3,0.11293848952134254,normal,2.2360680103302,4,0.3642156762456463,normal,7.211102485656738,4,B_sepakat_segmented,True,True,False,pulih,selektif
SNE_899001_ccrop.jpg,0.3945149273685851,normal,8.9442720413208,3,0.22054054569561543,normal,5.0,3,0.3945149273685851,normal,8.9442720413208,3,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_663742_ccrop.jpg,0.5487397010708306,normal,12.727922439575195,3,0.16439898581730109,normal,3.605551242828369,3,0.5487397010708306,normal,12.727922439575195,3,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_374420_ccrop.jpg,0.4120816918460671,normal,9.0,4,0.18314741859825204,normal,4.0,3,0.4120816918460671,normal,9.0,4,B_sepakat_segmented,False,True,False,pulih,selektif
SNE_653262_ccrop.jpg,0.4027681869253275,normal,8.5440034866333,3,0.14907120030775,normal,3.1622776985168457,3,0.4027681869253275,normal,8.5440034866333,3,B_sepakat_segmented,False,True,False,pulih,selektif
BNE_196260_ccrop.jpg,0.33515484549122965,normal,6.4031243324279785,3,0.2617119612951069,normal,5.0,3,0.33515484549122965,normal,6.4031243324279785,3,A_sepakat_band,True,False,True,rusak,selektif
BNE_411518_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.3253956799405109,normal,6.7082037925720215,3,0.4462230709642943,normal,9.486832618713379,3,A_sepakat_band,True,False,True,rusak,selektif
BNE_598279_ccrop.jpg,0.39891798646014265,normal,9.0,2,0.3134195703235227,normal,7.071067810058594,2,0.39891798646014265,normal,9.0,2,A_sepakat_band,True,False,True,rusak,selektif
BNE_741104_ccrop.jpg,1.0,tak_pernah_pecah,,1,0.30759119560374354,normal,8.485280990600586,2,1.0,tak_pernah_pecah,,1,A_sepakat_band,True,False,True,rusak,selektif
BNE_815174_ccrop.jpg,0.4743416490252569,normal,9.0,3,0.26352313834736496,normal,5.0,3,0.4743416490252569,normal,9.0,3,A_sepakat_band,True,False,True,rusak,selektif
