img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,jarak_saddle_ke_lubang,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,aturan_lubang
BA_22197_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_22197_ccrop.jpg,train,BA,bukan_neutrofil,26.832815729997478,12.529964447021484,0.4669642043199267,2,normal,6939,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_24720_ccrop.jpg,Basophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_24720_ccrop.jpg,train,BA,bukan_neutrofil,23.08679276123039,0.0,0.0,4,terpisah_di_nol,6232,,4,1.25,0.2,4.0,0.4,tidak
BA_25245_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_25245_ccrop.jpg,train,BA,bukan_neutrofil,26.248809496813376,12.165525436401367,0.4634696075598503,3,normal,6258,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_25610_ccrop.jpg,Basophil,small,round,unsegmented-indented,low,densely,no,clear,light blue,coarse,purple,yes,BA_25610_ccrop.jpg,train,BA,bukan_neutrofil,29.427877939124322,,1.0,1,tak_pernah_pecah,6086,,1,1.25,0.2,4.0,0.4,tidak
BA_26315_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_26315_ccrop.jpg,train,BA,bukan_neutrofil,35.608987629529715,,1.0,1,tak_pernah_pecah,6431,,1,1.25,0.2,4.0,0.4,tidak
BA_30267_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_30267_ccrop.jpg,train,BA,bukan_neutrofil,22.47220505424423,7.0,0.31149591164298934,3,normal,6165,999.0,3,1.25,0.2,4.0,0.4,tidak
BA_31317_ccrop.jpg,Basophil,big,irregular,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_31317_ccrop.jpg,train,BA,bukan_neutrofil,27.586228448267445,0.0,0.0,2,terpisah_di_nol,6505,,2,1.25,0.2,4.0,0.4,tidak
BA_32490_ccrop.jpg,Basophil,big,irregular,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_32490_ccrop.jpg,train,BA,bukan_neutrofil,22.80350850198276,11.180339813232422,0.49029033458865745,3,normal,6872,999.0,3,1.25,0.2,4.0,0.4,tidak
BA_32675_ccrop.jpg,Basophil,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes,BA_32675_ccrop.jpg,train,BA,bukan_neutrofil,29.410882339705484,12.083045959472656,0.41083588788358855,3,normal,7319,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_32996_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_32996_ccrop.jpg,train,BA,bukan_neutrofil,38.8329756778952,,1.0,1,tak_pernah_pecah,7227,,1,1.25,0.2,4.0,0.4,tidak
BA_34424_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_34424_ccrop.jpg,train,BA,bukan_neutrofil,23.345235059857504,16.970561981201172,0.7269390065119677,2,normal,5279,999.0,1,1.25,0.2,4.0,0.4,tidak
BA_35708_ccrop.jpg,Basophil,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_35708_ccrop.jpg,train,BA,bukan_neutrofil,30.610455730027933,11.401754379272461,0.37247907969196564,2,normal,8339,999.0,2,1.25,0.2,4.0,0.4,tidak
LY_47940_ccrop.jpg,Lymphocyte,small,round,unsegmented-indented,high,densely,no,frosted,blue,nil,nil,no,LY_47940_ccrop.jpg,train,LY,bukan_neutrofil,34.713109915419565,,1.0,1,tak_pernah_pecah,5726,,1,1.25,0.2,4.0,0.4,tidak
LY_48852_ccrop.jpg,Lymphocyte,small,round,unsegmented-indented,high,densely,no,frosted,blue,nil,nil,no,LY_48852_ccrop.jpg,train,LY,bukan_neutrofil,39.92492955535426,,1.0,1,tak_pernah_pecah,6977,,1,1.25,0.2,4.0,0.4,tidak
LY_51513_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,clear,purple blue,nil,nil,no,LY_51513_ccrop.jpg,train,LY,bukan_neutrofil,39.84971769034255,,1.0,1,tak_pernah_pecah,5970,,1,1.25,0.2,4.0,0.4,tidak
LY_51625_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,clear,light blue,nil,nil,no,LY_51625_ccrop.jpg,train,LY,bukan_neutrofil,38.3275357934736,,1.0,1,tak_pernah_pecah,5442,,1,1.25,0.2,4.0,0.4,tidak
LY_51843_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,clear,blue,nil,nil,no,LY_51843_ccrop.jpg,train,LY,bukan_neutrofil,38.01315561749642,,1.0,1,tak_pernah_pecah,5320,,1,1.25,0.2,4.0,0.4,tidak
LY_56612_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_56612_ccrop.jpg,train,LY,bukan_neutrofil,41.773197148410844,,1.0,1,tak_pernah_pecah,6517,,1,1.25,0.2,4.0,0.4,tidak
LY_57780_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_57780_ccrop.jpg,train,LY,bukan_neutrofil,33.015148038438355,,1.0,1,tak_pernah_pecah,4647,,1,1.25,0.2,4.0,0.4,tidak
LY_59662_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_59662_ccrop.jpg,train,LY,bukan_neutrofil,40.85339643163099,,1.0,1,tak_pernah_pecah,5933,,1,1.25,0.2,4.0,0.4,tidak
LY_60053_ccrop.jpg,Lymphocyte,small,round,unsegmented-indented,high,densely,no,frosted,light blue,nil,nil,no,LY_60053_ccrop.jpg,train,LY,bukan_neutrofil,37.36308338453881,,1.0,1,tak_pernah_pecah,7312,,1,1.25,0.2,4.0,0.4,tidak
LY_63391_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_63391_ccrop.jpg,train,LY,bukan_neutrofil,37.73592452822641,,1.0,1,tak_pernah_pecah,5562,,1,1.25,0.2,4.0,0.4,tidak
LY_64218_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_64218_ccrop.jpg,train,LY,bukan_neutrofil,40.792156108742276,,1.0,1,tak_pernah_pecah,6559,,1,1.25,0.2,4.0,0.4,tidak
LY_64434_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,purple blue,nil,nil,no,LY_64434_ccrop.jpg,train,LY,bukan_neutrofil,38.18376618407357,,1.0,1,tak_pernah_pecah,6342,,1,1.25,0.2,4.0,0.4,tidak
LY_64544_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,clear,light blue,nil,nil,no,LY_64544_ccrop.jpg,train,LY,bukan_neutrofil,38.01315561749642,,1.0,1,tak_pernah_pecah,5442,,1,1.25,0.2,4.0,0.4,tidak
LY_65073_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,clear,blue,nil,nil,no,LY_65073_ccrop.jpg,train,LY,bukan_neutrofil,42.720018726587654,,1.0,1,tak_pernah_pecah,6567,,1,1.25,0.2,4.0,0.4,tidak
LY_65844_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_65844_ccrop.jpg,train,LY,bukan_neutrofil,43.93176527297759,,1.0,1,tak_pernah_pecah,7496,,1,1.25,0.2,4.0,0.4,tidak
LY_68814_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_68814_ccrop.jpg,train,LY,bukan_neutrofil,34.23448553724738,,1.0,1,tak_pernah_pecah,5186,,1,1.25,0.2,4.0,0.4,tidak
MO_26771_ccrop.jpg,Monocyte,big,irregular,unsegmented-indented,low,loosely,yes,frosted,light blue,nil,nil,no,MO_26771_ccrop.jpg,train,MO,bukan_neutrofil,30.14962686336267,16.155494689941406,0.5358439347577232,3,normal,8437,999.0,2,1.25,0.2,4.0,0.4,tidak
MO_27445_ccrop.jpg,Monocyte,small,round,unsegmented-indented,low,densely,no,frosted,blue,nil,nil,no,MO_27445_ccrop.jpg,train,MO,bukan_neutrofil,39.319206502675,,1.0,1,tak_pernah_pecah,8004,,1,1.25,0.2,4.0,0.4,tidak
MO_28078_ccrop.jpg,Monocyte,small,round,unsegmented-indented,high,loosely,no,frosted,blue,nil,nil,no,MO_28078_ccrop.jpg,train,MO,bukan_neutrofil,45.5411901469428,,1.0,1,tak_pernah_pecah,9529,,1,1.25,0.2,4.0,0.4,tidak
MO_29936_ccrop.jpg,Monocyte,big,irregular,unsegmented-indented,low,loosely,no,clear,light blue,nil,nil,no,MO_29936_ccrop.jpg,train,MO,bukan_neutrofil,36.235341863986875,23.853721618652344,0.6582998915310299,2,normal,11983,999.0,1,1.25,0.2,4.0,0.4,tidak
MO_30883_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,no,frosted,blue,nil,nil,no,MO_30883_ccrop.jpg,train,MO,bukan_neutrofil,42.720018726587654,,1.0,1,tak_pernah_pecah,9637,,1,1.25,0.2,4.0,0.4,tidak
MO_33803_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,no,clear,blue,nil,nil,no,MO_33803_ccrop.jpg,train,MO,bukan_neutrofil,37.0,31.14482307434082,0.8417519749821843,2,normal,10699,999.0,1,1.25,0.2,4.0,0.4,tidak
MO_35781_ccrop.jpg,Monocyte,small,round,unsegmented-indented,low,densely,no,frosted,blue,nil,nil,no,MO_35781_ccrop.jpg,train,MO,bukan_neutrofil,34.9857113690718,17.464248657226562,0.49918232254855255,3,normal,8949,999.0,2,1.25,0.2,4.0,0.4,tidak
MO_36319_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,no,frosted,purple blue,nil,nil,no,MO_36319_ccrop.jpg,train,MO,bukan_neutrofil,28.861739379323623,19.79899024963379,0.6859943536118848,2,normal,9331,999.0,2,1.25,0.2,4.0,0.4,tidak
MO_36866_ccrop.jpg,Monocyte,small,irregular,unsegmented-indented,high,loosely,no,frosted,blue,nil,nil,no,MO_36866_ccrop.jpg,train,MO,bukan_neutrofil,44.04543109109048,,1.0,1,tak_pernah_pecah,8809,,1,1.25,0.2,4.0,0.4,tidak
MO_37056_ccrop.jpg,Monocyte,big,irregular,irregular,low,densely,yes,frosted,blue,nil,nil,no,MO_37056_ccrop.jpg,train,MO,bukan_neutrofil,43.0,,1.0,1,tak_pernah_pecah,9563,,1,1.25,0.2,4.0,0.4,tidak
MO_37313_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,no,frosted,blue,nil,nil,no,MO_37313_ccrop.jpg,train,MO,bukan_neutrofil,42.37924020083418,,1.0,1,tak_pernah_pecah,12941,,1,1.25,0.2,4.0,0.4,tidak
MO_37507_ccrop.jpg,Monocyte,big,irregular,unsegmented-round,low,loosely,yes,clear,light blue,nil,nil,no,MO_37507_ccrop.jpg,train,MO,bukan_neutrofil,46.61544808322666,,1.0,1,tak_pernah_pecah,9983,,1,1.25,0.2,4.0,0.4,tidak
MO_37784_ccrop.jpg,Monocyte,small,round,unsegmented-indented,low,densely,no,frosted,blue,nil,nil,no,MO_37784_ccrop.jpg,train,MO,bukan_neutrofil,41.10960958218893,,1.0,1,tak_pernah_pecah,8403,,1,1.25,0.2,4.0,0.4,tidak
MO_38254_ccrop.jpg,Monocyte,small,irregular,unsegmented-indented,low,loosely,no,frosted,blue,nil,nil,no,MO_38254_ccrop.jpg,train,MO,bukan_neutrofil,40.0,34.885528564453125,0.8721382141113281,2,normal,9298,999.0,1,1.25,0.2,4.0,0.4,tidak
MO_38756_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,yes,frosted,blue,nil,nil,no,MO_38756_ccrop.jpg,train,MO,bukan_neutrofil,35.05709628591621,21.587032318115234,0.6157678360482919,2,normal,11080,999.0,2,1.25,0.2,4.0,0.4,tidak
MO_41924_ccrop.jpg,Monocyte,small,round,unsegmented-indented,high,loosely,no,frosted,purple blue,nil,nil,no,MO_41924_ccrop.jpg,train,MO,bukan_neutrofil,44.77722635447622,,1.0,1,tak_pernah_pecah,7633,,1,1.25,0.2,4.0,0.4,tidak
BA_100102_ccrop.jpg,Basophil,small,round,irregular,high,densely,no,clear,light blue,coarse,purple,yes,BA_100102_ccrop.jpg,train,BA,bukan_neutrofil,25.0,5.0,0.2,3,normal,6008,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_101381_ccrop.jpg,Basophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_101381_ccrop.jpg,train,BA,bukan_neutrofil,23.769728648009426,1.0,0.04207031619116713,3,normal,5465,999.0,3,1.25,0.2,4.0,0.4,tidak
BA_101611_ccrop.jpg,Basophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_101611_ccrop.jpg,train,BA,bukan_neutrofil,29.154759474226502,0.0,0.0,3,terpisah_di_nol,7437,,2,1.25,0.2,4.0,0.4,tidak
BA_102750_ccrop.jpg,Basophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_102750_ccrop.jpg,train,BA,bukan_neutrofil,25.0,17.464248657226562,0.6985699462890625,3,normal,6843,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_10387_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_10387_ccrop.jpg,train,BA,bukan_neutrofil,24.413111231467404,5.0,0.20480798012976012,2,normal,5737,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_10622_ccrop.jpg,Basophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_10622_ccrop.jpg,train,BA,bukan_neutrofil,22.80350850198276,9.848857879638672,0.4319009892176161,4,normal,6568,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_107595_ccrop.jpg,Basophil,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes,BA_107595_ccrop.jpg,train,BA,bukan_neutrofil,26.476404589747453,11.313708305358887,0.4273128651969585,3,normal,5918,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_107876_ccrop.jpg,Basophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_107876_ccrop.jpg,train,BA,bukan_neutrofil,24.758836806279895,3.0,0.12116885875830291,5,normal,8737,999.0,3,1.25,0.2,4.0,0.4,tidak
BA_111710_ccrop.jpg,Basophil,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_111710_ccrop.jpg,train,BA,bukan_neutrofil,29.966648127543394,5.830951690673828,0.19458137813265797,4,normal,7629,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_112418_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_112418_ccrop.jpg,train,BA,bukan_neutrofil,21.633307652783937,0.0,0.0,3,terpisah_di_nol,4761,,3,1.25,0.2,4.0,0.4,tidak
BA_114542_ccrop.jpg,Basophil,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_114542_ccrop.jpg,train,BA,bukan_neutrofil,23.08679276123039,6.324555397033691,0.2739469038616098,2,normal,5892,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_114899_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_114899_ccrop.jpg,train,BA,bukan_neutrofil,23.021728866442675,1.0,0.04343722427630694,3,normal,5407,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_115323_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_115323_ccrop.jpg,train,BA,bukan_neutrofil,29.068883707497267,,1.0,1,tak_pernah_pecah,4733,,1,1.25,0.2,4.0,0.4,tidak
BA_115777_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_115777_ccrop.jpg,train,BA,bukan_neutrofil,23.08679276123039,0.0,0.0,3,terpisah_di_nol,5828,,3,1.25,0.2,4.0,0.4,tidak
BA_116477_ccrop.jpg,Basophil,small,irregular,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_116477_ccrop.jpg,train,BA,bukan_neutrofil,24.596747752497688,4.0,0.16262312563634834,3,normal,5395,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_119131_ccrop.jpg,Basophil,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_119131_ccrop.jpg,train,BA,bukan_neutrofil,24.08318915758459,7.211102485656738,0.29942473309793044,2,normal,6883,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_119883_ccrop.jpg,Basophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_119883_ccrop.jpg,train,BA,bukan_neutrofil,21.095023109728988,4.123105525970459,0.19545394686336656,3,normal,4999,999.0,3,1.25,0.2,4.0,0.4,tidak
BA_120278_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_120278_ccrop.jpg,train,BA,bukan_neutrofil,24.186773244895647,17.464248657226562,0.7220578156663456,2,normal,5859,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_121453_ccrop.jpg,Basophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_121453_ccrop.jpg,train,BA,bukan_neutrofil,21.02379604162864,2.2360680103302,0.10635890901446264,3,normal,5392,999.0,3,1.25,0.2,4.0,0.4,tidak
BA_124389_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_124389_ccrop.jpg,train,BA,bukan_neutrofil,24.0,1.0,0.041666666666666664,4,normal,5478,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_126424_ccrop.jpg,Basophil,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_126424_ccrop.jpg,train,BA,bukan_neutrofil,22.135943621178654,16.0,0.7228063223242011,3,normal,6143,999.0,1,1.25,0.2,4.0,0.4,tidak
BA_126839_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_126839_ccrop.jpg,train,BA,bukan_neutrofil,27.730849247724095,1.0,0.036060922298730945,2,normal,7322,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_127306_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_127306_ccrop.jpg,train,BA,bukan_neutrofil,28.635642126552707,19.72308349609375,0.6887599519832422,2,normal,6372,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_127671_ccrop.jpg,Basophil,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_127671_ccrop.jpg,train,BA,bukan_neutrofil,29.068883707497267,11.180339813232422,0.3846153820605384,2,normal,8323,999.0,2,1.25,0.2,4.0,0.4,tidak
BA_127868_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_127868_ccrop.jpg,train,BA,bukan_neutrofil,28.861739379323623,9.486832618713379,0.32869926839924585,3,normal,6829,999.0,3,1.25,0.2,4.0,0.4,tidak
BA_128084_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_128084_ccrop.jpg,train,BA,bukan_neutrofil,22.825424421026653,11.0,0.4819187497721559,2,normal,5944,999.0,2,1.25,0.2,4.0,0.4,tidak
