img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,jarak_saddle_ke_lubang,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,aturan_lubang,pred_band
SNE_22896_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_22896_ccrop.jpg,train,SNE,B_sepakat_segmented,29.154759474226502,12.041594505310059,0.4130232841040967,2,normal,6541,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_235653_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_235653_ccrop.jpg,train,SNE,B_sepakat_segmented,21.0,7.8102498054504395,0.3719166574024019,4,normal,6044,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_238919_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_238919_ccrop.jpg,train,SNE,B_sepakat_segmented,19.313207915827967,9.219544410705566,0.47736991445889065,4,normal,5237,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_248746_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_248746_ccrop.jpg,train,SNE,B_sepakat_segmented,19.924858845171276,7.0,0.35131992925994693,4,normal,5451,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_319081_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_319081_ccrop.jpg,train,SNE,B_sepakat_segmented,18.0,7.071067810058594,0.39283710055881077,4,normal,5041,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_329838_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_329838_ccrop.jpg,train,SNE,B_sepakat_segmented,21.470910553583888,10.0,0.4657464328326223,4,normal,5206,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_339035_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_339035_ccrop.jpg,train,SNE,B_sepakat_segmented,16.97056274847714,6.0,0.3535533905932738,5,normal,6538,999.0,4,1.25,0.2,4.0,0.4,tidak,True
SNE_345629_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_345629_ccrop.jpg,train,SNE,B_sepakat_segmented,19.4164878389476,7.0,0.3605183418372233,5,normal,5425,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_364743_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_364743_ccrop.jpg,train,SNE,B_sepakat_segmented,25.80697580112788,9.219544410705566,0.35725008934609964,2,normal,5116,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_383824_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_383824_ccrop.jpg,train,SNE,B_sepakat_segmented,21.095023109728988,7.8102498054504395,0.37024134862636704,3,normal,5807,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_395253_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_395253_ccrop.jpg,train,SNE,B_sepakat_segmented,22.360679774997898,11.0,0.4919349550499537,4,normal,5975,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_404595_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_404595_ccrop.jpg,train,SNE,B_sepakat_segmented,17.46424919657298,6.0,0.34355900058832095,5,normal,5486,999.0,5,1.25,0.2,4.0,0.4,tidak,True
SNE_424615_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_424615_ccrop.jpg,train,SNE,B_sepakat_segmented,21.02379604162864,7.6157732009887695,0.3622453902192062,4,normal,6113,999.0,4,1.25,0.2,4.0,0.4,tidak,True
SNE_432053_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_432053_ccrop.jpg,train,SNE,B_sepakat_segmented,21.0,12.165525436401367,0.5793107350667318,4,normal,5302,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_449792_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_449792_ccrop.jpg,train,SNE,B_sepakat_segmented,25.80697580112788,21.3775577545166,0.8283635370240595,2,normal,4815,999.0,1,1.25,0.2,4.0,0.4,tidak,True
SNE_468966_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_468966_ccrop.jpg,train,SNE,B_sepakat_segmented,22.825424421026653,13.45362377166748,0.5894139589042681,3,normal,5788,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_4845_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_4845_ccrop.jpg,train,SNE,B_sepakat_segmented,25.0,8.485280990600586,0.3394112396240234,2,normal,5919,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_490067_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,yes,clear,light blue,small,pink,yes,SNE_490067_ccrop.jpg,train,SNE,B_sepakat_segmented,23.259406699226016,11.313708305358887,0.4864143119237587,3,normal,5358,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_493458_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_493458_ccrop.jpg,train,SNE,B_sepakat_segmented,16.97056274847714,7.8102498054504395,0.46022338334957663,4,normal,4971,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_509393_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_509393_ccrop.jpg,train,SNE,B_sepakat_segmented,24.351591323771842,10.770329475402832,0.4422844212603435,4,normal,5918,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_526872_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_526872_ccrop.jpg,train,SNE,B_sepakat_segmented,19.313207915827967,9.0,0.4660023357706479,4,normal,5352,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_607695_ccrop.jpg,Neutrophil,small,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_607695_ccrop.jpg,train,SNE,B_sepakat_segmented,19.209372712298546,9.899495124816895,0.5153471314801901,3,normal,5598,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_649885_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_649885_ccrop.jpg,train,SNE,B_sepakat_segmented,19.6468827043885,7.0,0.35629061899150133,4,normal,5576,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_674280_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_674280_ccrop.jpg,train,SNE,B_sepakat_segmented,21.93171219946131,12.0,0.5471529031050638,2,normal,5288,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_688575_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_688575_ccrop.jpg,train,SNE,B_sepakat_segmented,25.45584412271571,12.083045959472656,0.4746668741851016,2,normal,5362,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_691541_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_691541_ccrop.jpg,train,SNE,B_sepakat_segmented,21.470910553583888,7.6157732009887695,0.3547019201622801,3,normal,4885,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_703464_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_703464_ccrop.jpg,train,SNE,B_sepakat_segmented,22.0,15.524174690246582,0.7056443041021173,2,normal,5304,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_703601_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_703601_ccrop.jpg,train,SNE,B_sepakat_segmented,19.209372712298546,9.0,0.4685212856658182,4,normal,5544,999.0,4,1.25,0.2,4.0,0.4,tidak,True
SNE_714010_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_714010_ccrop.jpg,train,SNE,B_sepakat_segmented,16.97056274847714,5.830951690673828,0.343592123437219,5,normal,4621,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_7466_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_7466_ccrop.jpg,train,SNE,B_sepakat_segmented,26.40075756488817,9.219544410705566,0.3492151461201685,2,normal,5795,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_768088_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_768088_ccrop.jpg,train,SNE,B_sepakat_segmented,21.93171219946131,12.165525436401367,0.5547002133604589,4,normal,6311,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_774800_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_774800_ccrop.jpg,train,SNE,B_sepakat_segmented,17.08800749063506,7.0,0.409644015186457,3,normal,5472,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_790833_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_790833_ccrop.jpg,train,SNE,B_sepakat_segmented,17.204650534085253,9.219544410705566,0.5358751340191494,5,normal,5700,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_81065_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_81065_ccrop.jpg,train,SNE,B_sepakat_segmented,18.027756377319946,7.0,0.3882901373576604,2,normal,4332,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_811554_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_811554_ccrop.jpg,train,SNE,B_sepakat_segmented,20.518284528683193,8.9442720413208,0.4359171464269981,4,normal,5576,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_815898_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_815898_ccrop.jpg,train,SNE,B_sepakat_segmented,23.345235059857504,8.0,0.3426823495024955,3,normal,5618,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_816195_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_816195_ccrop.jpg,train,SNE,B_sepakat_segmented,19.72308292331602,7.0,0.3549140885943757,3,normal,5300,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_818014_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_818014_ccrop.jpg,train,SNE,B_sepakat_segmented,21.470910553583888,7.211102485656738,0.3358545259485082,5,normal,7634,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_821872_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_821872_ccrop.jpg,train,SNE,B_sepakat_segmented,20.8806130178211,7.8102498054504395,0.37404312789019073,2,normal,4854,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_825561_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_825561_ccrop.jpg,train,SNE,B_sepakat_segmented,29.068883707497267,17.464248657226562,0.6007884180541233,2,normal,5851,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_831020_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_831020_ccrop.jpg,train,SNE,B_sepakat_segmented,20.518284528683193,7.6157732009887695,0.37117007468837987,3,normal,5865,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_831814_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_831814_ccrop.jpg,train,SNE,B_sepakat_segmented,22.80350850198276,7.6157732009887695,0.3339737479575382,4,normal,7291,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_838616_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_838616_ccrop.jpg,train,SNE,B_sepakat_segmented,24.73863375370596,11.313708305358887,0.45732955255316154,3,normal,7395,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_846771_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_846771_ccrop.jpg,train,SNE,B_sepakat_segmented,23.430749027719962,9.899495124816895,0.42250015623082326,4,normal,6735,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_881639_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_881639_ccrop.jpg,train,SNE,B_sepakat_segmented,17.88854381999832,6.7082037925720215,0.3749999921778234,4,normal,5393,999.0,4,1.25,0.2,4.0,0.4,tidak,True
SNE_882917_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_882917_ccrop.jpg,train,SNE,B_sepakat_segmented,17.204650534085253,7.071067810058594,0.41099746815837035,4,normal,5879,999.0,4,1.25,0.2,4.0,0.4,tidak,True
SNE_884479_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_884479_ccrop.jpg,train,SNE,B_sepakat_segmented,23.345235059857504,9.848857879638672,0.4218787197638432,5,normal,9144,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_89120_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_89120_ccrop.jpg,train,SNE,B_sepakat_segmented,18.973665961010276,8.0,0.4216370213557839,5,normal,5203,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_902453_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_902453_ccrop.jpg,train,SNE,B_sepakat_segmented,17.4928556845359,6.4031243324279785,0.3660422545009899,5,normal,5839,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_909393_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_909393_ccrop.jpg,train,SNE,B_sepakat_segmented,19.72308292331602,7.071067810058594,0.3585173695994248,4,normal,5790,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_916750_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_916750_ccrop.jpg,train,SNE,B_sepakat_segmented,19.924858845171276,7.0,0.35131992925994693,4,normal,5560,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_924048_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_924048_ccrop.jpg,train,SNE,B_sepakat_segmented,27.202941017470888,13.0,0.477889504360975,2,normal,6280,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_942061_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_942061_ccrop.jpg,train,SNE,B_sepakat_segmented,19.1049731745428,9.219544410705566,0.48257300999461883,4,normal,5326,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_958281_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_958281_ccrop.jpg,train,SNE,B_sepakat_segmented,23.0,7.8102498054504395,0.3395760784978452,4,normal,7581,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_973516_ccrop.jpg,Neutrophil,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_973516_ccrop.jpg,train,SNE,B_sepakat_segmented,21.02379604162864,11.180339813232422,0.5317945337318979,2,normal,5555,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_491948_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_491948_ccrop.jpg,val,SNE,B_sepakat_segmented,19.697715603592208,9.433980941772461,0.47893781855861584,3,normal,5550,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_614953_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_614953_ccrop.jpg,val,SNE,B_sepakat_segmented,18.027756377319946,7.0,0.3882901373576604,4,normal,5340,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_918028_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_918028_ccrop.jpg,val,SNE,B_sepakat_segmented,20.591260281974,11.401754379272461,0.5537181417328683,3,normal,4942,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_504600_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_504600_ccrop.jpg,val,SNE,B_sepakat_segmented,17.88854381999832,6.7082037925720215,0.3749999921778234,4,normal,5491,999.0,4,1.25,0.2,4.0,0.4,tidak,True
SNE_399708_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_399708_ccrop.jpg,val,SNE,B_sepakat_segmented,15.811388300841896,6.324555397033691,0.40000000485073994,5,normal,5063,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_692597_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_692597_ccrop.jpg,val,SNE,B_sepakat_segmented,21.02379604162864,10.29563045501709,0.4897132009191392,3,normal,5913,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_502348_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_502348_ccrop.jpg,val,SNE,B_sepakat_segmented,20.0,8.062257766723633,0.40311288833618164,3,normal,5687,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_374094_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_374094_ccrop.jpg,val,SNE,B_sepakat_segmented,21.95449840010015,9.0,0.40993876680684926,3,normal,5661,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_30327_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_30327_ccrop.jpg,val,SNE,B_sepakat_segmented,17.204650534085253,5.830951690673828,0.33891718283505673,4,normal,4853,999.0,4,1.25,0.2,4.0,0.4,tidak,True
SNE_780200_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_780200_ccrop.jpg,val,SNE,B_sepakat_segmented,18.35755975068582,7.0,0.3813142974919903,3,normal,4705,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_987130_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_987130_ccrop.jpg,test,SNE,B_sepakat_segmented,21.93171219946131,8.485280990600586,0.3868955106391102,3,normal,5576,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_65575_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_65575_ccrop.jpg,test,SNE,B_sepakat_segmented,20.248456731316587,11.180339813232422,0.5521576267064704,3,normal,5437,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_714873_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_714873_ccrop.jpg,test,SNE,B_sepakat_segmented,24.758836806279895,15.81138801574707,0.63861594708426,4,normal,7027,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_389659_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_389659_ccrop.jpg,test,SNE,B_sepakat_segmented,19.235384061671343,10.0,0.5198752449100363,3,normal,6081,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_164455_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_164455_ccrop.jpg,test,SNE,B_sepakat_segmented,18.35755975068582,10.630146026611328,0.57906095205351,3,normal,5259,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_64185_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_64185_ccrop.jpg,test,SNE,B_sepakat_segmented,19.4164878389476,7.211102485656738,0.3713906729924638,5,normal,5657,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_193682_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_193682_ccrop.jpg,test,SNE,B_sepakat_segmented,19.4164878389476,6.7082037925720215,0.345490072572034,2,normal,5220,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_874225_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_874225_ccrop.jpg,test,SNE,B_sepakat_segmented,27.892651361962706,9.486832618713379,0.34011942771602566,2,normal,6797,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_975451_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_975451_ccrop.jpg,test,SNE,B_sepakat_segmented,26.68332812825267,10.198039054870605,0.38218767186214614,2,normal,6889,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_624137_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_624137_ccrop.jpg,test,SNE,B_sepakat_segmented,18.973665961010276,7.0,0.3689323936863109,3,normal,6236,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_868570_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_868570_ccrop.jpg,test,SNE,B_sepakat_segmented,18.027756377319946,6.7082037925720215,0.37210419600585265,5,normal,5525,999.0,4,1.25,0.2,4.0,0.4,tidak,True
SNE_870699_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_870699_ccrop.jpg,test,SNE,B_sepakat_segmented,23.194827009486403,13.0,0.5604697976269949,2,normal,5492,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_175362_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_175362_ccrop.jpg,test,SNE,B_sepakat_segmented,22.360679774997898,12.806248664855957,0.5727128510276768,3,normal,5226,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_682015_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_682015_ccrop.jpg,test,SNE,B_sepakat_segmented,21.840329667841555,7.8102498054504395,0.35760677261893703,3,normal,5199,999.0,2,1.25,0.2,4.0,0.4,tidak,True
