img_name,label,nucleus_shape,kelompok,luas,nilai_dominan,frak_jaringan,diisi
BA_223010_ccrop.jpg,Basophil,irregular,bukan_neutrofil,473,sitoplasma,1.0,0
BA_225229_ccrop.jpg,Basophil,irregular,bukan_neutrofil,13,sitoplasma,1.0,0
BA_225540_ccrop.jpg,Basophil,irregular,bukan_neutrofil,50,sitoplasma,1.0,0
BA_229550_ccrop.jpg,Basophil,irregular,bukan_neutrofil,56,sitoplasma,1.0,0
BA_237069_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_241392_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_241392_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,15,sitoplasma,1.0,0
BA_250000_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,655,sitoplasma,1.0,0
BA_254820_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,5,sitoplasma,1.0,0
BA_254820_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,14,sitoplasma,1.0,0
BA_264833_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,32,sitoplasma,1.0,0
BA_268064_ccrop.jpg,Basophil,irregular,bukan_neutrofil,149,sitoplasma,1.0,0
BA_271501_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,224,sitoplasma,1.0,0
BA_278185_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,22,sitoplasma,1.0,0
BA_278185_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,12,sitoplasma,1.0,0
BA_278185_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,6,sitoplasma,1.0,0
BA_278185_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,5,sitoplasma,1.0,0
BA_278185_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,14,sitoplasma,1.0,0
BA_278185_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,1,sitoplasma,1.0,0
BA_287643_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,32,sitoplasma,1.0,0
BA_297732_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,18,sitoplasma,1.0,0
BA_298364_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,19,sitoplasma,1.0,0
BA_303637_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,83,sitoplasma,1.0,0
BA_305735_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,64,sitoplasma,1.0,0
BA_310106_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,247,sitoplasma,1.0,0
BA_310106_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_319331_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,77,sitoplasma,1.0,0
BA_324268_ccrop.jpg,Basophil,irregular,bukan_neutrofil,123,sitoplasma,1.0,0
BA_324268_ccrop.jpg,Basophil,irregular,bukan_neutrofil,15,sitoplasma,1.0,0
BA_326722_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,378,sitoplasma,1.0,0
BA_335261_ccrop.jpg,Basophil,irregular,bukan_neutrofil,97,sitoplasma,1.0,0
BA_348602_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,54,sitoplasma,1.0,0
BA_348602_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,30,sitoplasma,1.0,0
BA_363018_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,91,sitoplasma,1.0,0
BA_363018_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_374431_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,214,sitoplasma,1.0,0
BA_389328_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,90,sitoplasma,1.0,0
BA_417333_ccrop.jpg,Basophil,irregular,bukan_neutrofil,33,sitoplasma,1.0,0
BA_417333_ccrop.jpg,Basophil,irregular,bukan_neutrofil,20,sitoplasma,1.0,0
BA_417832_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_417832_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_430537_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,974,sitoplasma,1.0,0
BA_430561_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,332,sitoplasma,1.0,0
BA_436500_ccrop.jpg,Basophil,irregular,bukan_neutrofil,116,sitoplasma,1.0,0
BA_438781_ccrop.jpg,Basophil,irregular,bukan_neutrofil,24,sitoplasma,1.0,0
BA_438781_ccrop.jpg,Basophil,irregular,bukan_neutrofil,6,sitoplasma,1.0,0
BA_463171_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_466566_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_466566_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_466566_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_466566_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_466566_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_466566_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_46660_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_46660_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,25,sitoplasma,1.0,0
BA_472351_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,75,sitoplasma,1.0,0
BA_476625_ccrop.jpg,Basophil,irregular,bukan_neutrofil,112,sitoplasma,1.0,0
BA_479247_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,3,sitoplasma,1.0,0
BA_479247_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_482919_ccrop.jpg,Basophil,irregular,bukan_neutrofil,13,sitoplasma,1.0,0
BA_484573_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,19,sitoplasma,1.0,0
BA_486837_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,12,sitoplasma,1.0,0
BA_490656_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,107,sitoplasma,1.0,0
BA_495847_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,67,sitoplasma,1.0,0
BA_499865_ccrop.jpg,Basophil,irregular,bukan_neutrofil,287,sitoplasma,1.0,0
BA_499865_ccrop.jpg,Basophil,irregular,bukan_neutrofil,36,sitoplasma,1.0,0
BA_504098_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,3,sitoplasma,1.0,0
BA_504098_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,186,sitoplasma,1.0,0
BA_505208_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_505208_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_505208_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_505208_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_505208_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_505208_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_505208_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_509224_ccrop.jpg,Basophil,irregular,bukan_neutrofil,50,sitoplasma,1.0,0
BA_515577_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_526172_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,53,sitoplasma,1.0,0
BA_529706_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,2,sitoplasma,1.0,0
BA_530459_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,365,sitoplasma,1.0,0
BA_530459_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,200,sitoplasma,1.0,0
BA_532264_ccrop.jpg,Basophil,irregular,bukan_neutrofil,110,sitoplasma,1.0,0
BA_533987_ccrop.jpg,Basophil,irregular,bukan_neutrofil,9,sitoplasma,1.0,0
BA_533987_ccrop.jpg,Basophil,irregular,bukan_neutrofil,32,sitoplasma,1.0,0
BA_533987_ccrop.jpg,Basophil,irregular,bukan_neutrofil,6,sitoplasma,1.0,0
BA_534912_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,220,sitoplasma,1.0,0
BA_545194_ccrop.jpg,Basophil,irregular,bukan_neutrofil,21,sitoplasma,1.0,0
BA_551430_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,46,sitoplasma,1.0,0
BA_553981_ccrop.jpg,Basophil,irregular,bukan_neutrofil,127,sitoplasma,1.0,0
BA_556627_ccrop.jpg,Basophil,irregular,bukan_neutrofil,147,sitoplasma,1.0,0
BA_556627_ccrop.jpg,Basophil,irregular,bukan_neutrofil,5,sitoplasma,1.0,0
BA_56068_ccrop.jpg,Basophil,irregular,bukan_neutrofil,76,sitoplasma,1.0,0
BA_564059_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,334,sitoplasma,1.0,0
BA_580_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,83,sitoplasma,1.0,0
BA_58432_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,75,sitoplasma,1.0,0
BA_585015_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,36,sitoplasma,1.0,0
BA_589888_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,sitoplasma,1.0,0
BA_589888_ccrop.jpg,Basophil,irregular,bukan_neutrofil,2,sitoplasma,1.0,0
BA_60640_ccrop.jpg,Basophil,irregular,bukan_neutrofil,127,sitoplasma,1.0,0
BA_618288_ccrop.jpg,Basophil,irregular,bukan_neutrofil,309,sitoplasma,1.0,0
BA_625461_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,104,sitoplasma,1.0,0
BA_625461_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,18,sitoplasma,1.0,0
BA_629062_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,223,sitoplasma,1.0,0
BA_633258_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,19,sitoplasma,1.0,0
BA_634320_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,41,sitoplasma,1.0,0
BA_636660_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,450,sitoplasma,1.0,0
BA_636660_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_647570_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,40,sitoplasma,1.0,0
BA_647570_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_65751_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,176,sitoplasma,1.0,0
BA_660263_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,44,sitoplasma,1.0,0
BA_667936_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,17,sitoplasma,1.0,0
BA_667936_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,3,sitoplasma,1.0,0
BA_66887_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,15,sitoplasma,1.0,0
BA_674430_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,sitoplasma,1.0,0
BA_674593_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,127,sitoplasma,1.0,0
BA_676044_ccrop.jpg,Basophil,irregular,bukan_neutrofil,33,sitoplasma,1.0,0
BA_676044_ccrop.jpg,Basophil,irregular,bukan_neutrofil,109,sitoplasma,1.0,0
BA_677937_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,499,sitoplasma,1.0,0
BA_691235_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,42,sitoplasma,1.0,0
BA_708202_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,466,sitoplasma,1.0,0
BA_712840_ccrop.jpg,Basophil,irregular,bukan_neutrofil,8,sitoplasma,1.0,0
BA_717119_ccrop.jpg,Basophil,irregular,bukan_neutrofil,42,sitoplasma,1.0,0
BA_726199_ccrop.jpg,Basophil,irregular,bukan_neutrofil,170,sitoplasma,1.0,0
BA_727435_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,111,sitoplasma,1.0,0
BA_727435_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,1,sitoplasma,1.0,0
BA_73594_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,442,sitoplasma,1.0,0
BA_737054_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_737054_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,3,sitoplasma,1.0,0
BA_738477_ccrop.jpg,Basophil,irregular,bukan_neutrofil,65,sitoplasma,1.0,0
BA_738477_ccrop.jpg,Basophil,irregular,bukan_neutrofil,16,sitoplasma,1.0,0
BA_74973_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_74973_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,6,sitoplasma,1.0,0
BA_74973_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_74973_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_74973_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_74973_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_74973_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_74973_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,17,sitoplasma,1.0,0
BA_74973_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_74973_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_752724_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,37,sitoplasma,1.0,0
BA_756115_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_756115_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,13,sitoplasma,1.0,0
BA_759768_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,236,sitoplasma,1.0,0
BA_77342_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,63,sitoplasma,1.0,0
BA_775053_ccrop.jpg,Basophil,irregular,bukan_neutrofil,43,sitoplasma,1.0,0
BA_779930_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,50,sitoplasma,1.0,0
BA_779930_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,51,sitoplasma,1.0,0
BA_785583_ccrop.jpg,Basophil,irregular,bukan_neutrofil,325,sitoplasma,1.0,0
BA_786828_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,162,sitoplasma,1.0,0
BA_786828_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_786828_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_791032_ccrop.jpg,Basophil,irregular,bukan_neutrofil,194,sitoplasma,1.0,0
BA_801667_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,647,sitoplasma,1.0,0
BA_804739_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,386,sitoplasma,1.0,0
BA_804739_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,3,sitoplasma,1.0,0
BA_809385_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,23,sitoplasma,1.0,0
BA_809385_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,129,sitoplasma,1.0,0
BA_809385_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,14,sitoplasma,1.0,0
BA_809385_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,262,sitoplasma,1.0,0
BA_810083_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,sitoplasma,1.0,0
BA_810083_ccrop.jpg,Basophil,irregular,bukan_neutrofil,13,sitoplasma,1.0,0
BA_810083_ccrop.jpg,Basophil,irregular,bukan_neutrofil,632,sitoplasma,1.0,0
BA_810083_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,sitoplasma,1.0,0
BA_812916_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,sitoplasma,1.0,0
BA_816082_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,322,sitoplasma,1.0,0
BA_816294_ccrop.jpg,Basophil,irregular,bukan_neutrofil,54,sitoplasma,1.0,0
BA_817842_ccrop.jpg,Basophil,irregular,bukan_neutrofil,2,sitoplasma,1.0,0
BA_819177_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,93,sitoplasma,1.0,0
BA_820417_ccrop.jpg,Basophil,irregular,bukan_neutrofil,98,sitoplasma,1.0,0
BA_820417_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,sitoplasma,1.0,0
BA_820417_ccrop.jpg,Basophil,irregular,bukan_neutrofil,165,sitoplasma,1.0,0
BA_821772_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,3,sitoplasma,1.0,0
BA_835645_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,10,sitoplasma,1.0,0
BA_835897_ccrop.jpg,Basophil,irregular,bukan_neutrofil,34,sitoplasma,1.0,0
BA_844617_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,109,sitoplasma,1.0,0
BA_847959_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,351,sitoplasma,1.0,0
BA_849533_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,373,sitoplasma,1.0,0
BA_849723_ccrop.jpg,Basophil,irregular,bukan_neutrofil,86,sitoplasma,1.0,0
BA_858886_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,356,sitoplasma,1.0,0
BA_85940_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,11,sitoplasma,1.0,0
BA_85940_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_864938_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,66,sitoplasma,1.0,0
BA_864938_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,16,sitoplasma,1.0,0
BA_8742_ccrop.jpg,Basophil,irregular,bukan_neutrofil,89,sitoplasma,1.0,0
BA_877555_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,11,sitoplasma,1.0,0
BA_877555_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,91,sitoplasma,1.0,0
BA_877555_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_877555_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,4,sitoplasma,1.0,0
BA_892159_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,4,sitoplasma,1.0,0
BA_893914_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,18,sitoplasma,1.0,0
BA_895163_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,1,sitoplasma,1.0,0
BA_899396_ccrop.jpg,Basophil,irregular,bukan_neutrofil,25,sitoplasma,1.0,0
BA_911932_ccrop.jpg,Basophil,irregular,bukan_neutrofil,15,sitoplasma,1.0,0
BA_913408_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,92,sitoplasma,1.0,0
BA_921895_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,272,sitoplasma,1.0,0
BA_922772_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,122,sitoplasma,1.0,0
BA_925938_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,545,sitoplasma,1.0,0
BA_929127_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,363,sitoplasma,1.0,0
BA_937156_ccrop.jpg,Basophil,irregular,bukan_neutrofil,11,sitoplasma,1.0,0
BA_93822_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,40,sitoplasma,1.0,0
BA_94405_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,2,sitoplasma,1.0,0
BA_946406_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,8,sitoplasma,1.0,0
BA_957241_ccrop.jpg,Basophil,irregular,bukan_neutrofil,94,sitoplasma,1.0,0
BA_957241_ccrop.jpg,Basophil,irregular,bukan_neutrofil,14,sitoplasma,1.0,0
BA_965389_ccrop.jpg,Basophil,irregular,bukan_neutrofil,9,sitoplasma,1.0,0
BA_965389_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,sitoplasma,1.0,0
BA_975585_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,17,sitoplasma,1.0,0
BA_980473_ccrop.jpg,Basophil,irregular,bukan_neutrofil,10,sitoplasma,1.0,0
BA_98051_ccrop.jpg,Basophil,irregular,bukan_neutrofil,4,sitoplasma,1.0,0
BA_98051_ccrop.jpg,Basophil,irregular,bukan_neutrofil,23,sitoplasma,1.0,0
BA_989748_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,32,sitoplasma,1.0,0
