img_name,label,nucleus_shape,kelompok,lub_n,lub_piks,lub_luas_maks,lub_diisi_n,lub_dibiarkan_n,luas_nukleus
MO_28078_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,9529
MO_29936_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,11983
MO_30883_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,9637
MO_33803_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,10699
MO_35781_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,8949
MO_36319_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,9331
MO_36866_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,8809
MO_37056_ccrop.jpg,Monocyte,irregular,bukan_neutrofil,0,0,0,0,0,9563
MO_37313_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,12941
MO_37507_ccrop.jpg,Monocyte,unsegmented-round,bukan_neutrofil,0,0,0,0,0,9983
MO_37784_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,8403
MO_38254_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,9298
MO_38756_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,11080
MO_41924_ccrop.jpg,Monocyte,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,7633
BA_100102_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6008
BA_101381_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,5465
BA_101611_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,7437
BA_102750_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,172,172,0,1,6843
BA_10387_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,5737
BA_10622_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6568
BA_107595_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,0,0,0,0,0,5918
BA_107876_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,8737
BA_111710_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7629
BA_112418_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,4761
BA_114542_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,163,163,0,1,5892
BA_114899_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,5407
BA_115323_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,4733
BA_115777_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5828
BA_116477_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5395
BA_119131_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,280,280,0,1,6883
BA_119883_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,4999
BA_120278_ccrop.jpg,Basophil,irregular,bukan_neutrofil,10,24,14,0,10,5859
BA_121453_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,5392
BA_124389_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,5478
BA_126424_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6143
BA_126839_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7322
BA_127306_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6372
BA_127671_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,8323
BA_127868_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6829
BA_128084_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,5944
BA_129641_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5969
BA_129960_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6508
BA_131174_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,5452
BA_136209_ccrop.jpg,Basophil,unsegmented-round,bukan_neutrofil,0,0,0,0,0,5375
BA_139275_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,7292
BA_141630_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6698
BA_14309_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,8761
BA_152708_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7801
BA_154572_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6048
BA_155216_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,3903
BA_15551_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5747
BA_157951_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6727
BA_1581_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,6745
BA_158249_ccrop.jpg,Basophil,irregular,bukan_neutrofil,2,30,28,0,2,7350
BA_161101_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,1,1,0,1,5551
BA_161905_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,4613
BA_162861_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5192
BA_164170_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,17,17,0,1,6483
BA_166254_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,8251
BA_166905_ccrop.jpg,Basophil,unsegmented-round,bukan_neutrofil,0,0,0,0,0,7215
BA_168028_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,14,73,41,0,14,6629
BA_168566_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7223
BA_172469_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5831
BA_173620_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,0,0,0,0,0,5831
BA_174705_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5957
BA_174731_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6066
BA_178358_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6666
BA_178853_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,2,2,0,1,11867
BA_180745_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7939
BA_183362_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6008
BA_184105_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,7004
BA_184682_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,4027
BA_189696_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6941
BA_190505_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7528
BA_191120_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,5788
BA_193488_ccrop.jpg,Basophil,unsegmented-round,bukan_neutrofil,0,0,0,0,0,4986
BA_193863_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,4,4,0,1,7940
BA_196745_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7008
BA_197357_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6327
BA_198105_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6278
BA_198565_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,4754
BA_200989_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,8477
BA_201200_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6964
BA_20201_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,8067
BA_202924_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6383
BA_204774_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7407
BA_206130_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,2,1,0,2,6731
BA_209608_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,0,0,0,0,0,7839
BA_210917_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7643
BA_212748_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6023
BA_214521_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5192
BA_214889_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6131
BA_215988_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,3,376,372,0,3,7262
BA_218293_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,7054
BA_219183_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,5374
BA_221009_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6643
BA_221057_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7307
BA_223010_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,473,473,0,1,7978
BA_223705_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6692
BA_223799_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6105
BA_225229_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,13,13,0,1,8414
BA_225540_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,50,50,0,1,7850
BA_229550_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,56,56,0,1,7218
BA_232284_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7953
BA_236096_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6913
BA_236251_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6350
BA_237069_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,2,2,0,1,5010
BA_238012_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7296
BA_240301_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,9313
BA_240977_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,0,0,0,0,0,7644
BA_241069_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5543
BA_241108_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6776
BA_241392_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,16,15,0,2,10257
BA_24200302_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6606
BA_250000_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,655,655,0,1,8057
BA_250396_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5890
BA_251042_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,7607
BA_254820_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,2,19,14,0,2,7015
BA_255467_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6026
BA_258997_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,7100
BA_263028_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,4967
BA_264833_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,32,32,0,1,6113
BA_266945_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,6915
BA_268064_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,149,149,0,1,7695
BA_270382_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,7001
BA_270647_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6567
BA_271501_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,224,224,0,1,7140
BA_271614_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,7042
BA_273793_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5037
BA_274684_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,5607
BA_274864_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6498
BA_276179_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,5440
BA_277242_ccrop.jpg,Basophil,unsegmented-round,bukan_neutrofil,0,0,0,0,0,8204
BA_278185_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,6,60,22,0,6,7521
BA_278732_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,7379
BA_279326_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6569
BA_279986_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5012
BA_281849_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,5304
BA_283950_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5272
BA_284260_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6891
BA_287643_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,32,32,0,1,5992
BA_288192_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,8701
BA_289279_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7120
BA_290341_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5976
BA_294650_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6418
BA_296272_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,7133
BA_297732_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,18,18,0,1,6513
BA_298210_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6422
BA_298364_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,1,19,19,0,1,7391
BA_298505_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7697
BA_301562_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,7316
BA_303637_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,83,83,0,1,7972
BA_305180_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5067
BA_305735_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,1,64,64,0,1,6477
BA_305849_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,8178
BA_307542_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,7973
BA_307737_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5510
BA_307830_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7979
BA_308527_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,0,0,0,0,0,7594
BA_309434_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6145
BA_309583_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6999
BA_310106_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,2,248,247,0,2,6537
BA_313484_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,4719
BA_314118_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,8345
BA_314590_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6831
BA_316789_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,0,0,0,0,0,5985
BA_317130_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,4976
BA_317405_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,5578
BA_318538_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6248
BA_319331_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,77,77,0,1,8911
BA_320878_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,8135
BA_322445_ccrop.jpg,Basophil,unsegmented-round,bukan_neutrofil,0,0,0,0,0,5564
BA_324268_ccrop.jpg,Basophil,irregular,bukan_neutrofil,2,138,123,0,2,5340
BA_324965_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,5267
BA_326538_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,0,0,0,0,0,7143
BA_326722_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,378,378,0,1,6835
BA_327727_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,9227
BA_327890_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,4618
BA_328970_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6290
BA_332496_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5328
BA_333456_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6418
BA_335261_ccrop.jpg,Basophil,irregular,bukan_neutrofil,1,97,97,0,1,6708
BA_335749_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7284
BA_337027_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6655
BA_338546_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5920
BA_338836_ccrop.jpg,Basophil,unsegmented-indented,bukan_neutrofil,0,0,0,0,0,6398
BA_339232_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,7751
BA_344479_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6838
BA_347386_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6416
BA_347981_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6676
BA_348602_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,2,84,54,0,2,8171
BA_351114_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,7307
BA_353263_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,5939
BA_353283_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5529
BA_356694_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6687
BA_35932_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6905
BA_360043_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7057
BA_360297_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6116
BA_360335_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7672
BA_362723_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6594
BA_363018_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,2,93,91,0,2,6908
BA_364012_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,4672
BA_365212_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,5072
BA_366588_ccrop.jpg,Basophil,unsegmented-band,bukan_neutrofil,0,0,0,0,0,7305
BA_366598_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6418
BA_368595_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6411
BA_369405_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,9055
BA_372252_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7175
BA_372309_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,8531
BA_372647_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6944
BA_374431_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,1,214,214,0,1,7194
BA_374718_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5125
BA_377664_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,5894
BA_378251_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7610
BA_379184_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,7052
BA_381452_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6858
BA_382161_ccrop.jpg,Basophil,segmented-multilobed,bukan_neutrofil,0,0,0,0,0,6093
BA_38226_ccrop.jpg,Basophil,segmented-bilobed,bukan_neutrofil,0,0,0,0,0,6570
BA_383453_ccrop.jpg,Basophil,irregular,bukan_neutrofil,0,0,0,0,0,6348
