ambang,J
0.148,0.5049595435137841
0.149,0.507008723841653
0.15,0.5111070844973907
0.151,0.514180854989194
0.152,0.5172546254809973
0.153,0.5223775763006695
0.154,0.5234021664646038
0.155,0.5264759369564072
0.156,0.5282635338147699
0.157,0.5292881239787044
0.158,0.5327433978177218
0.159,0.5368417584734595
0.16,0.5388909388013283
0.161,0.5440138896210005
0.162,0.5450384797849349
0.163,0.5522106109324759
0.164,0.5552843814242792
0.165,0.5583581519160825
0.166,0.5614319224078858
0.167,0.564505692899689
0.168,0.57167782404723
0.169,0.57167782404723
0.17,0.5747515945390334
0.171,0.5757761847029677
0.17200000000000001,0.5798745453587054
0.17300000000000001,0.5798745453587054
0.17400000000000002,0.5819237256865744
0.17500000000000002,0.5839729060144432
0.176,0.5880712666701808
0.177,0.5901204469980497
0.178,0.5911450371619842
0.179,0.5952433978177218
0.18,0.5972925781455907
0.181,0.5983171683095251
0.182,0.6024155289652628
0.183,0.6044647092931317
0.184,0.6075384797849349
0.185,0.6075384797849349
0.186,0.6085630699488693
0.187,0.6116368404406727
0.188,0.6126614306046071
0.189,0.6157352010964103
0.19,0.6177843814242792
0.191,0.6188089715882137
0.192,0.619833561752148
0.193,0.6208581519160825
0.194,0.6208581519160825
0.195,0.6212396552632966
0.196,0.6212396552632966
0.197,0.6243134257550998
0.198,0.6263626060829688
0.199,0.6263626060829688
0.2,0.6273871962469031
0.201,0.6294363765747719
0.202,0.6304609667387064
0.203,0.6318670602498551
0.20400000000000001,0.6349408307416584
0.20500000000000002,0.6349408307416584
0.20600000000000002,0.6349408307416584
0.20700000000000002,0.6369900110695272
0.20800000000000002,0.6390391913973961
0.209,0.6390391913973961
0.21,0.6421129618891993
0.211,0.6441621422170682
0.212,0.6451867323810025
0.213,0.6472359127088715
0.214,0.6472359127088715
0.215,0.6506911865478888
0.216,0.6537649570396922
0.217,0.6537649570396922
0.218,0.653121870222972
0.219,0.6541464603869063
0.22,0.658244821042644
0.221,0.6623431816983818
0.222,0.6633677718623161
0.223,0.665416952190185
0.224,0.6664415423541195
0.225,0.6674661325180539
0.226,0.6678476358652681
0.227,0.6698968161931369
0.228,0.6709214063570712
0.229,0.6709214063570712
0.23,0.6709214063570712
0.231,0.6719459965210057
0.232,0.6719459965210057
0.233,0.6770689473406779
0.234,0.6791181276685467
0.23500000000000001,0.6791181276685467
0.23600000000000002,0.6832164883242844
0.23700000000000002,0.6832164883242844
0.23800000000000002,0.6852656686521532
0.23900000000000002,0.6862902588160877
0.24,0.6883394391439566
0.241,0.6903886194718254
0.242,0.6914132096357598
0.243,0.6955115702914976
0.244,0.6985853407833008
0.245,0.6985853407833008
0.246,0.6996099309472352
0.247,0.7006345211111696
0.248,0.701659111275104
0.249,0.7026837014390385
0.25,0.7047328817669074
0.251,0.7078066522587106
0.252,0.7088312424226451
0.253,0.7098558325865795
0.254,0.7108804227505139
0.255,0.7119050129144483
0.256,0.7129296030783827
0.257,0.7149787834062515
0.258,0.7149787834062515
0.259,0.7149787834062515
0.26,0.7160033735701861
0.261,0.7160033735701861
0.262,0.7163848769174003
0.263,0.7174094670813347
0.264,0.7174094670813347
0.265,0.7184340572452691
0.266,0.720483237573138
0.267,0.7235570080649412
0.268,0.7245815982288757
0.269,0.7256061883928101
0.27,0.7256061883928101
0.271,0.7266307785567445
0.272,0.7286799588846133
0.273,0.7297045490485479
0.274,0.7338029097042855
0.275,0.7348274998682199
0.276,0.7368766801960888
0.277,0.7368766801960888
0.278,0.7389258605239576
0.279,0.7389258605239576
0.28,0.739950450687892
0.281,0.7440488113436298
0.28200000000000003,0.7450734015075642
0.28300000000000003,0.7450734015075642
0.28400000000000003,0.7450734015075642
0.28500000000000003,0.7450734015075642
0.28600000000000003,0.7460979916714986
0.28700000000000003,0.7460979916714986
0.28800000000000003,0.7491717621633018
0.289,0.7505778556744505
0.29,0.7499347688577302
0.291,0.74929168204101
0.292,0.7554392230246165
0.293,0.7578699066996996
0.294,0.758894496863634
0.295,0.7609436771915028
0.296,0.7619682673554372
0.297,0.7619682673554372
0.298,0.7640174476833062
0.299,0.766066628011175
0.3,0.7670912181751094
0.301,0.7670912181751094
0.302,0.7681158083390438
0.303,0.7681158083390438
0.304,0.7681158083390438
0.305,0.7701649886669126
0.306,0.7701649886669126
0.307,0.7701649886669126
0.308,0.7701649886669126
0.309,0.771189578830847
0.31,0.7722141689947815
0.311,0.7709279953613409
0.312,0.7709279953613409
0.313,0.7706664118918349
0.314,0.7716910020557692
0.315,0.7716910020557692
0.316,0.7716910020557692
0.317,0.7737401823836382
0.318,0.7747647725475726
0.319,0.7747647725475726
0.32,0.7741216857308524
0.321,0.7741216857308524
0.322,0.7735985187918402
0.323,0.7723123451583996
0.324,0.7726938485056138
0.325,0.7726938485056138
0.326,0.7720507616888935
0.327,0.7701215012387328
0.328,0.7694784144220125
0.329,0.7692168309525065
0.33,0.7702414211164408
0.331,0.7695983342997206
0.332,0.7706229244636551
0.333,0.7706229244636551
0.334,0.7710044278108692
0.335,0.7720290179748036
0.336,0.7734351114859522
0.337,0.7734351114859522
0.338,0.7734351114859522
0.339,0.7754842918138211
0.34,0.7741981181803805
0.341,0.7745796215275949
0.342,0.7739365347108744
0.343,0.7743180380580887
0.34400000000000003,0.777391808549892
0.34500000000000003,0.7767487217331717
0.34600000000000003,0.7777733118971061
0.34700000000000003,0.7781548152443203
0.34800000000000003,0.7775117284276
0.34900000000000003,0.7775117284276
0.35000000000000003,0.7785363185915344
0.35100000000000003,0.7785363185915344
0.352,0.7795609087554688
0.353,0.7795609087554688
0.354,0.7776316483053081
0.355,0.7769885614885879
0.356,0.7769885614885879
0.357,0.777370064835802
0.358,0.7804438353276053
0.359,0.7808253386748195
0.36,0.779539165041379
0.361,0.7786344947551526
0.362,0.7779914079384324
0.363,0.7790159981023668
0.364,0.7783729112856465
0.365,0.7758005640187655
0.366,0.7768251541826999
0.367,0.7782312476938484
0.368,0.779255837857783
0.369,0.7802804280217174
0.37,0.7802804280217174
0.371,0.7800188445522113
0.372,0.7811633545938538
0.373,0.7805202677771335
0.374,0.7805202677771335
0.375,0.7802586843076273
0.376,0.7802586843076273
0.377,0.7796155974909071
0.378,0.7796155974909071
0.379,0.7796155974909071
0.38,0.7789725106741869
0.381,0.7776863370407464
0.382,0.7780678403879606
0.383,0.7790924305518949
0.384,0.7784493437351747
0.385,0.7778062569184545
0.386,0.7756154129987877
0.387,0.776378419693216
0.388,0.7750922460597754
0.389,0.7750922460597754
0.39,0.7750922460597754
0.391,0.7744491592430552
0.392,0.7725198987928944
0.393,0.7729014021401086
0.394,0.7716152285066681
0.395,0.7723782352010964
0.396,0.7723782352010964
0.397,0.7727597385483106
0.398,0.773784328712245
0.399,0.7699258078119235
0.4,0.7692827209952031
0.401,0.7670918770755364
0.402,0.7681164672394708
0.403,0.768497970586685
0.404,0.7692609772811133
0.405,0.7679748036476728
0.406,0.766045543197512
0.40700000000000003,0.7628301091139107
0.40800000000000003,0.7625685256444046
0.40900000000000003,0.7625685256444046
0.41000000000000003,0.7616638553581783
0.41100000000000003,0.7607591850719518
0.41200000000000003,0.7604976016024458
0.41300000000000003,0.7602360181329397
0.41400000000000003,0.7599744346634337
0.41500000000000004,0.7593313478467134
0.41600000000000004,0.7567590005798324
0.417,0.7535435664962311
0.418,0.7503281324126299
0.419,0.748398871962469
0.42,0.7471126983290286
0.421,0.7438972642454272
0.422,0.7440171841231353
0.423,0.745804780981498
0.424,0.7445186073480575
0.425,0.7416846766116705
0.426,0.7410415897949503
0.427,0.7391123293447894
0.428,0.7382076590585631
0.429,0.7362783986084023
0.43,0.7362783986084023
0.431,0.7343491381582414
0.432,0.7328013810552949
0.433,0.7315152074218545
0.434,0.7295859469716937
0.435,0.7286812766854673
0.436,0.7258473459490802
0.437,0.72520425913236
0.438,0.7255857624795741
0.439,0.7240380053766274
0.44,0.7237764219071213
0.441,0.7231333350904011
0.442,0.7205609878235201
0.443,0.7199179010067999
0.444,0.717988640556639
0.445,0.715416293289758
0.446,0.712843946022877
0.447,0.712843946022877
0.448,0.7061514943861683
0.449,0.7055084075694481
0.45,0.7035791471192873
0.451,0.7022929734858467
0.452,0.7016498866691265
0.453,0.6990775394022455
0.454,0.697791365768805
0.455,0.6920035844183227
0.456,0.6875019767012809
0.457,0.6846680459648937
0.458,0.6844064624953876
0.459,0.6831202888619472
0.46,0.6845263823730958
0.461,0.6816924516367087
0.462,0.6791201043698276
0.463,0.6746184966527858
0.464,0.6733323230193453
0.465,0.6720461493859048
0.466,0.6714030625691846
0.467,0.6688307153023035
0.468,0.667544541668863
0.46900000000000003,0.6656152812187023
0.47000000000000003,0.6636860207685414
0.47100000000000003,0.6611136735016604
0.47200000000000003,0.6602090032154341
0.47300000000000003,0.6595659163987139
0.47400000000000003,0.6531350482315113
0.47500000000000003,0.6515872911285646
0.47600000000000003,0.650039534025618
0.47700000000000004,0.6461810131252965
0.47800000000000004,0.6452763428390701
0.47900000000000004,0.6437285857361235
0.48,0.6417993252859628
0.481,0.642180828633177
0.482,0.639608481366296
0.483,0.6403714880607243
0.484,0.637156053977123
0.485,0.6368944705076169
0.486,0.6308451056876285
0.487,0.632251199198777
0.488,0.6313465289125507
0.489,0.6310849454430447
0.49,0.6288941015233779
0.491,0.626964841073217
0.492,0.6254170839702704
0.493,0.6222016498866692
0.494,0.6209154762532286
0.495,0.6196293026197881
0.496,0.619367719150282
0.497,0.616795371883401
0.498,0.6155091982499605
0.499,0.6155091982499605
0.5,0.6103645037161984
0.501,0.6049582257129302
0.502,0.6004566179958885
0.503,0.6008381213431027
0.504,0.5980041906067155
0.505,0.596718016973275
0.506,0.5928594960729534
0.507,0.5925979126034473
0.508,0.5900255653365664
0.509,0.5880963048864055
0.51,0.586810131252965
0.511,0.5855239576195245
0.512,0.5829516103526434
0.513,0.5797361762690422
0.514,0.5778069158188814
0.515,0.5775453323493753
0.516,0.576640662063149
0.517,0.5714959675293869
0.518,0.5663512729956248
0.519,0.5637789257287438
0.52,0.561588081809077
0.521,0.559015734542196
0.522,0.5545141268251542
0.523,0.551298692741553
0.524,0.5487263454746719
0.525,0.5455109113910707
0.526,0.5442247377576301
0.527,0.5377938695904275
0.528,0.5358646091402668
0.529,0.533935348690106
0.53,0.5317445047704391
0.531,0.5272428970533973
0.532,0.526338226767171
0.533,0.5260766432976649
0.534,0.5258150598281588
0.535,0.5225996257445574
0.536,0.5210518686416109
0.537,0.5184795213747299
0.538,0.5169317642717832
0.539,0.5147409203521165
0.54,0.5140978335353961
0.541,0.511525486268515
0.542,0.5106208159822887
0.543,0.5065007116124611
0.544,0.5052145379790206
0.545,0.5030236940593538
0.546,0.5014759369564071
0.547,0.5028820304675558
0.548,0.5017157767118233
0.549,0.5008111064255969
0.55,0.4979771756892098
0.551,0.49540482842232886
0.552,0.493475567972168
0.553,0.4906416372357809
0.554,0.4903800537662749
0.555,0.4888322966633283
0.556,0.4843306889462864
0.557,0.48047216804596493
0.558,0.4785429075958041
0.559,0.4740412998787623
0.56,0.4740412998787623
0.561,0.47082586579516106
0.562,0.47030269885614884
0.5630000000000001,0.46451491750566654
0.5640000000000001,0.4652779242000949
0.5650000000000001,0.46270557693321385
0.5660000000000001,0.4614194032997733
0.5670000000000001,0.4537023614991303
0.5680000000000001,0.45177310104896945
0.5690000000000001,0.4492007537820885
0.5700000000000001,0.447914580148648
0.5710000000000001,0.4434129724316061
0.5720000000000001,0.44455748247324867
0.5730000000000001,0.44327130883980814
0.5740000000000001,0.44327130883980814
0.5750000000000001,0.4400558747562069
0.5760000000000001,0.43748352748932584
0.577,0.4355542670391651
0.578,0.4342680934057246
0.579,0.430409572505403
0.58,0.4301479890358969
0.581,0.42757564176901586
0.582,0.4224309472352538
0.583,0.4166431658847715
0.584,0.4134277318011702
0.585,0.4108553845342892
0.586,0.40828303726740817
0.587,0.4057106900005271
0.588,0.40506760318380686
0.589,0.4005659954667651
0.59,0.39927982183332456
0.591,0.3960643877497233
0.592,0.3941351272995625
0.593,0.3889904327658005
0.594,0.3883473459490802
0.595,0.3851319118654789
0.596,0.3851319118654789
0.597,0.3819164777818776
0.598,0.37998721733171686
0.599,0.37548560961467503
0.6,0.37291326234779404
0.601,0.36879315797796636
0.602,0.36879315797796636
0.603,0.36750698434452583
0.604,0.36493463707764484
0.605,0.36171920299404353
0.606,0.36119603605503137
0.607,0.3579806019714301
0.608,0.35605134152126927
0.609,0.35578975805176316
0.61,0.3512881503347214
0.611,0.3474296294343998
0.612,0.3455003689842391
0.613,0.3439526118812925
0.614,0.3420233514311317
0.615,0.3394510041642507
0.616,0.33880791734753046
0.617,0.3381648305308102
0.618,0.3368786568973697
0.619,0.3346878129777028
0.62,0.33378314269147646
0.621,0.32477992725739285
0.622,0.3222075799905118
0.623,0.31899214590691055
0.624,0.31899214590691055
0.625,0.315133625006589
0.626,0.315133625006589
0.627,0.3106320172895472
0.628,0.3077980865531601
0.629,0.30586882610299926
0.63,0.302653392019398
0.631,0.30008104475251696
0.632,0.2981517843023562
0.633,0.29300708976859413
0.634,0.2917209161351536
0.635,0.28914856886827267
0.636,0.2859331347846713
0.637,0.28336078751779026
0.638,0.28207461388434985
0.639,0.2795022666174688
0.64,0.2782160929840283
0.641,0.27692991935058775
0.642,0.2756437457171472
0.643,0.2698559643666649
0.644,0.2679267039165041
0.645,0.26535435664962315
0.646,0.26471126983290283
0.647,0.2634250961994623
0.648,0.25956657529914084
0.649,0.25763731484898
0.65,0.25840032154340836
0.651,0.25518488745980705
0.652,0.25132636655948554
0.653,0.250040192926045
0.654,0.2497786094565389
0.655,0.2472062621896579
0.656,0.24630159190343157
0.657,0.24437233145327078
0.658,0.24244307100311
0.659,0.24244307100311
0.66,0.23922763691950874
0.661,0.23767987981656213
0.662,0.23317827209952036
0.663,0.23189209846607983
0.664,0.2306059248326393
0.665,0.22943967107690683
0.666,0.22815349744346636
0.667,0.2255811501765853
0.668,0.22300880290970426
0.669,0.219793368826103
0.67,0.21915028200938275
0.671,0.2165779347425017
0.672,0.21400558747562065
0.673,0.21336250065890044
0.674,0.21143324020873966
0.675,0.20950397975857887
0.676,0.20821780612513835
0.677,0.20564545885825736
0.678,0.20435928522481683
0.679,0.20409770175531075
0.68,0.1989530072215487
0.681,0.1976668335881082
0.682,0.19252213905434612
0.683,0.19252213905434612
0.684,0.18930670497074484
0.685,0.18737744452058405
0.686,0.18737744452058405
0.687,0.18480509725370303
0.6880000000000001,0.18223274998682198
0.6890000000000001,0.18158966317010175
0.6900000000000001,0.18030348953666123
0.6910000000000001,0.1790173159032207
0.6920000000000001,0.17708805545305994
0.6930000000000001,0.17644496863633968
0.6940000000000001,0.1732295345527384
0.6950000000000001,0.1729679510832323
0.6960000000000001,0.169752516999631
0.6970000000000001,0.16782325654947025
0.6980000000000001,0.16589399609930947
0.6990000000000001,0.1639647356491487
0.7000000000000001,0.16267856201570818
0.7010000000000001,0.15920154446260082
0.7020000000000001,0.1579153708291603
0.7030000000000001,0.1566291971957198
0.704,0.15598611037899954
0.705,0.15598611037899954
0.706,0.15508144009277317
0.707,0.15443835327605293
0.708,0.1486505719255706
0.709,0.1486505719255706
0.71,0.14800748510885034
0.711,0.14479205102524906
0.712,0.1441489642085288
0.713,0.14350587739180853
0.714,0.1428627905750883
0.715,0.14093353012492751
0.716,0.1383611828580465
0.717,0.13578883559116545
0.718,0.13617033893837965
0.719,0.1355272521216594
0.72,0.13295490485477834
0.721,0.1303825575878973
0.722,0.12909638395445677
0.723,0.12845329713773657
0.724,0.12626245321806967
0.725,0.12369010595118865
0.726,0.12240393231774815
0.727,0.1198315850508671
0.728,0.11661615096726582
0.729,0.11468689051710507
0.73,0.1140438037003848
0.731,0.11340071688366454
0.732,0.11018528280006326
0.733,0.10761293553318221
0.734,0.10568367508302146
0.735,0.10568367508302146
0.736,0.10568367508302146
0.737,0.1050405882663012
0.738,0.10311132781614044
0.739,0.10246824099942017
0.74,0.10246824099942017
0.741,0.10118206736597965
0.742,0.10053898054925939
0.743,0.10053898054925939
0.744,0.0973235464656581
0.745,0.09539428601549735
0.746,0.0928219387486163
0.747,0.09024959148173528
0.748,0.09024959148173528
0.749,0.09063109482894945
0.75,0.09101259817616361
0.751,0.09036951135944335
0.752,0.09010792788993728
0.753,0.08882175425649676
0.754,0.0881786674397765
0.755,0.08560632017289548
0.756,0.08496323335617521
0.757,0.08432014653945495
0.758,0.0823908860892942
0.759,0.07981853882241315
0.76,0.07981853882241315
0.761,0.07891386853618682
0.762,0.07891386853618682
0.763,0.07827078171946655
0.764,0.07827078171946655
0.765,0.0776276949027463
0.766,0.07505534763586527
0.767,0.07441226081914501
0.768,0.07479376416635919
0.769,0.07350759053291867
0.77,0.07222141689947814
0.771,0.07222141689947814
0.772,0.07029215644931738
0.773,0.06964906963259712
0.774,0.0683628959991566
0.775,0.0683628959991566
0.776,0.06810131252965052
0.777,0.06810131252965052
0.778,0.06681513889620999
0.779,0.06681513889620999
0.78,0.0655289652627695
0.781,0.06488587844604923
0.782,0.06591046860998365
0.783,0.06526738179326341
0.784,0.06462429497654315
0.785,0.06333812134310263
0.786,0.06333812134310263
0.787,0.06205194770966211
0.788,0.06205194770966211
0.789,0.06205194770966211
0.79,0.0607657740762216
0.791,0.06012268725950134
0.792,0.06012268725950134
0.793,0.05883651362606083
0.794,0.05755033999262032
0.795,0.05755033999262032
0.796,0.05755033999262032
0.797,0.05755033999262032
0.798,0.056907253175900056
0.799,0.05805176321754257
0.8,0.057408676400822305
0.801,0.057408676400822305
0.802,0.057408676400822305
0.803,0.056122502767381795
0.804,0.057147092931316215
0.805,0.05650400611459595
0.806,0.05650400611459595
0.807,0.05650400611459595
0.808,0.05624242264508987
0.809,0.05624242264508987
0.81,0.05559933582836961
0.811,0.05559933582836961
0.812,0.05559933582836961
0.8130000000000001,0.0543131621949291
0.8140000000000001,0.05367007537820884
0.8150000000000001,0.05302698856148859
0.8160000000000001,0.053408491908702754
0.8170000000000001,0.05443308207263718
0.8180000000000001,0.05545767223657161
0.8190000000000001,0.05352841178641084
0.8200000000000001,0.054553001950345265
0.8210000000000001,0.053909915133625
0.8220000000000001,0.053266828316904755
0.8230000000000001,0.053266828316904755
0.8240000000000001,0.053266828316904755
0.8250000000000001,0.05262374150018449
0.8260000000000001,0.05262374150018449
0.8270000000000001,0.05262374150018449
0.8280000000000001,0.05262374150018449
0.8290000000000001,0.05467292182805334
0.8300000000000001,0.05467292182805334
0.8310000000000001,0.05402983501133309
0.8320000000000001,0.05274366137789257
0.833,0.05274366137789257
0.834,0.05210057456117232
0.835,0.05210057456117232
0.836,0.05145748774445206
0.837,0.0508144009277318
0.838,0.05017131411101155
0.839,0.05017131411101155
0.84,0.04952822729429129
0.841,0.04824205366085078
0.842,0.047598966844130515
0.843,0.047598966844130515
0.844,0.047598966844130515
0.845,0.04733738337462443
0.846,0.04669429655790417
0.847,0.04669429655790417
0.848,0.04605120974118391
0.849,0.04643271308839809
0.85,0.047457303252332515
0.851,0.047457303252332515
0.852,0.047457303252332515
0.853,0.047838806599546674
0.854,0.047838806599546674
0.855,0.047838806599546674
0.856,0.047838806599546674
0.857,0.04719571978282641
0.858,0.046552632966106164
0.859,0.0459095461493859
0.86,0.0459095461493859
0.861,0.04693413631332033
0.862,0.04693413631332033
0.863,0.04693413631332033
0.864,0.04629104949660007
0.865,0.04629104949660007
0.866,0.04629104949660007
0.867,0.04564796267987982
0.868,0.04564796267987982
0.869,0.04500487586315956
0.87,0.04500487586315956
0.871,0.04500487586315956
0.872,0.04500487586315956
0.873,0.044361789046439296
0.874,0.044361789046439296
0.875,0.04371870222971905
0.876,0.042432528596278524
0.877,0.042432528596278524
0.878,0.042432528596278524
0.879,0.042432528596278524
0.88,0.041789441779558276
0.881,0.04050326814611775
0.882,0.03921709451267724
0.883,0.03921709451267724
0.884,0.04024168467661167
0.885,0.04024168467661167
0.886,0.04024168467661167
0.887,0.04024168467661167
0.888,0.04024168467661167
0.889,0.04024168467661167
0.89,0.03959859785989141
0.891,0.03959859785989141
0.892,0.03959859785989141
0.893,0.03959859785989141
0.894,0.03959859785989141
0.895,0.03959859785989141
0.896,0.03959859785989141
0.897,0.03959859785989141
0.898,0.03959859785989141
0.899,0.03959859785989141
0.9,0.03895551104317116
0.901,0.0383124242264509
0.902,0.037669337409730635
0.903,0.037669337409730635
0.904,0.037669337409730635
0.905,0.037669337409730635
0.906,0.037669337409730635
0.907,0.036383163776290126
0.908,0.036383163776290126
0.909,0.036383163776290126
0.91,0.036383163776290126
0.911,0.036383163776290126
0.912,0.036383163776290126
0.913,0.03740775394022455
0.914,0.03843234410415898
0.915,0.03843234410415898
0.916,0.03843234410415898
0.917,0.03843234410415898
0.918,0.037789257287438725
0.919,0.037789257287438725
0.92,0.037789257287438725
0.921,0.037789257287438725
0.922,0.037789257287438725
0.923,0.037789257287438725
0.924,0.037789257287438725
0.925,0.037789257287438725
0.926,0.037789257287438725
0.927,0.03714617047071846
0.928,0.03817076063465289
0.929,0.03817076063465289
0.93,0.03817076063465289
0.931,0.03817076063465289
0.932,0.03817076063465289
0.933,0.03817076063465289
0.934,0.03817076063465289
0.935,0.03817076063465289
0.936,0.03817076063465289
0.937,0.03817076063465289
0.9380000000000001,0.03817076063465289
0.9390000000000001,0.03817076063465289
0.9400000000000001,0.03817076063465289
0.9410000000000001,0.037527673817932636
0.9420000000000001,0.037527673817932636
0.9430000000000001,0.037527673817932636
0.9440000000000001,0.037527673817932636
0.9450000000000001,0.037527673817932636
0.9460000000000001,0.037527673817932636
0.9470000000000001,0.037527673817932636
0.9480000000000001,0.037527673817932636
0.9490000000000001,0.037527673817932636
0.9500000000000001,0.037527673817932636
0.9510000000000001,0.037527673817932636
0.9520000000000001,0.037527673817932636
0.9530000000000001,0.037527673817932636
0.9540000000000001,0.037527673817932636
0.9550000000000001,0.037527673817932636
0.9560000000000001,0.037527673817932636
0.9570000000000001,0.037527673817932636
0.9580000000000001,0.037527673817932636
0.9590000000000001,0.037527673817932636
0.96,0.03855226398186706
0.961,0.03855226398186706
0.962,0.03855226398186706
0.963,0.03855226398186706
0.964,0.03855226398186706
0.965,0.03855226398186706
0.966,0.03855226398186706
0.967,0.03855226398186706
0.968,0.03855226398186706
0.969,0.03855226398186706
0.97,0.03855226398186706
0.971,0.03855226398186706
0.972,0.03855226398186706
0.973,0.03855226398186706
0.974,0.03855226398186706
0.975,0.03855226398186706
0.976,0.03855226398186706
0.977,0.03855226398186706
0.978,0.03855226398186706
0.979,0.03855226398186706
0.98,0.03855226398186706
0.981,0.03855226398186706
0.982,0.03855226398186706
0.983,0.03855226398186706
0.984,0.03855226398186706
0.985,0.03855226398186706
0.986,0.03855226398186706
0.987,0.03855226398186706
0.988,0.03855226398186706
0.989,0.03855226398186706
0.99,0.03855226398186706
0.991,0.03855226398186706
0.992,0.03855226398186706
0.993,0.03855226398186706
0.994,0.03855226398186706
0.995,0.03855226398186706
0.996,0.03855226398186706
0.997,0.03855226398186706
0.998,0.03855226398186706
0.999,0.03855226398186706
1.0,0.03855226398186706
