img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,komponen_mentah,komponen_akhir,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,pred_band
SNE_339572_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_339572_ccrop.jpg,train,SNE,B_sepakat_segmented,33.54101966249684,,1.0,1,tak_pernah_pecah,6681,1,1,1,0.75,0.2,3.0,0.4,True
SNE_345629_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_345629_ccrop.jpg,train,SNE,B_sepakat_segmented,25.298221281347036,12.369317054748535,0.4889401874221378,2,normal,5649,1,1,2,0.75,0.2,3.0,0.4,True
SNE_363446_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_363446_ccrop.jpg,train,SNE,B_sepakat_segmented,35.0,,1.0,1,tak_pernah_pecah,6531,1,1,1,0.75,0.2,3.0,0.4,True
SNE_364743_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_364743_ccrop.jpg,train,SNE,B_sepakat_segmented,25.80697580112788,14.142135620117188,0.5479966242111605,3,normal,5201,1,1,2,0.75,0.2,3.0,0.4,True
SNE_383824_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_383824_ccrop.jpg,train,SNE,B_sepakat_segmented,21.095023109728988,7.8102498054504395,0.37024134862636704,3,normal,5807,1,1,3,0.75,0.2,3.0,0.4,True
SNE_395253_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_395253_ccrop.jpg,train,SNE,B_sepakat_segmented,24.20743687382041,16.0,0.6609539078176221,4,normal,5992,1,1,2,0.75,0.2,3.0,0.4,True
SNE_399998_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,yes,clear,light blue,small,pink,yes,SNE_399998_ccrop.jpg,train,SNE,B_sepakat_segmented,29.120439557122072,10.0,0.3434014098717226,2,normal,6807,1,1,2,0.75,0.2,3.0,0.4,True
SNE_404595_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_404595_ccrop.jpg,train,SNE,B_sepakat_segmented,17.46424919657298,6.0,0.34355900058832095,5,normal,5487,1,1,5,0.75,0.2,3.0,0.4,True
SNE_413625_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_413625_ccrop.jpg,train,SNE,B_sepakat_segmented,34.828149534535996,,1.0,1,tak_pernah_pecah,5434,1,1,1,0.75,0.2,3.0,0.4,True
SNE_424615_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_424615_ccrop.jpg,train,SNE,B_sepakat_segmented,21.02379604162864,7.6157732009887695,0.3622453902192062,4,normal,6118,1,1,4,0.75,0.2,3.0,0.4,True
SNE_426696_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_426696_ccrop.jpg,train,SNE,B_sepakat_segmented,23.769728648009426,13.0,0.5469141104851726,3,normal,5655,1,1,3,0.75,0.2,3.0,0.4,True
SNE_432053_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_432053_ccrop.jpg,train,SNE,B_sepakat_segmented,21.0,12.165525436401367,0.5793107350667318,4,normal,5302,1,1,3,0.75,0.2,3.0,0.4,True
SNE_444255_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_444255_ccrop.jpg,train,SNE,B_sepakat_segmented,34.713109915419565,,1.0,1,tak_pernah_pecah,6620,1,1,1,0.75,0.2,3.0,0.4,True
SNE_449792_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_449792_ccrop.jpg,train,SNE,B_sepakat_segmented,25.80697580112788,21.3775577545166,0.8283635370240595,2,normal,4815,1,1,2,0.75,0.2,3.0,0.4,True
SNE_467255_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_467255_ccrop.jpg,train,SNE,B_sepakat_segmented,23.08679276123039,11.180339813232422,0.4842742744244469,4,normal,6768,1,1,3,0.75,0.2,3.0,0.4,True
SNE_468966_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_468966_ccrop.jpg,train,SNE,B_sepakat_segmented,29.068883707497267,17.69180679321289,0.6086166559141013,2,normal,5844,1,1,2,0.75,0.2,3.0,0.4,True
SNE_472584_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_472584_ccrop.jpg,train,SNE,B_sepakat_segmented,27.459060435491963,9.219544410705566,0.33575600419266083,2,normal,5541,2,1,2,0.75,0.2,3.0,0.4,True
SNE_4845_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_4845_ccrop.jpg,train,SNE,B_sepakat_segmented,25.632011235952593,18.384777069091797,0.7172584663705396,3,normal,5988,1,1,2,0.75,0.2,3.0,0.4,True
SNE_485945_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_485945_ccrop.jpg,train,SNE,B_sepakat_segmented,25.079872407968907,14.142135620117188,0.5638838742905107,3,normal,6138,1,1,2,0.75,0.2,3.0,0.4,True
SNE_490067_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,yes,clear,light blue,small,pink,yes,SNE_490067_ccrop.jpg,train,SNE,B_sepakat_segmented,23.259406699226016,11.313708305358887,0.4864143119237587,3,normal,5358,1,1,3,0.75,0.2,3.0,0.4,True
SNE_493458_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_493458_ccrop.jpg,train,SNE,B_sepakat_segmented,16.97056274847714,7.8102498054504395,0.46022338334957663,4,normal,4971,1,1,3,0.75,0.2,3.0,0.4,True
SNE_509393_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_509393_ccrop.jpg,train,SNE,B_sepakat_segmented,26.076809620810597,14.142135620117188,0.5423261444080589,4,normal,6204,1,1,2,0.75,0.2,3.0,0.4,True
SNE_525189_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_525189_ccrop.jpg,train,SNE,B_sepakat_segmented,31.144823004794873,13.152946472167969,0.42231565965692014,3,normal,7471,1,1,2,0.75,0.2,3.0,0.4,True
SNE_526872_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_526872_ccrop.jpg,train,SNE,B_sepakat_segmented,19.313207915827967,9.486832618713379,0.4912095732650675,4,normal,5354,1,1,3,0.75,0.2,3.0,0.4,True
SNE_533630_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_533630_ccrop.jpg,train,SNE,B_sepakat_segmented,25.80697580112788,12.165525436401367,0.47140453535317683,2,normal,5341,1,1,2,0.75,0.2,3.0,0.4,True
SNE_534184_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_534184_ccrop.jpg,train,SNE,B_sepakat_segmented,36.6742416417845,,1.0,1,tak_pernah_pecah,7091,1,1,1,0.75,0.2,3.0,0.4,True
SNE_548602_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_548602_ccrop.jpg,train,SNE,B_sepakat_segmented,21.840329667841555,10.630146026611328,0.48672095102408264,3,normal,5504,1,1,3,0.75,0.2,3.0,0.4,True
SNE_551569_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_551569_ccrop.jpg,train,SNE,B_sepakat_segmented,30.528675044947494,25.942243576049805,0.8497664421353017,2,normal,6654,1,1,1,0.75,0.2,3.0,0.4,True
SNE_570447_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_570447_ccrop.jpg,train,SNE,B_sepakat_segmented,29.068883707497267,21.02379608154297,0.7232405720526737,2,normal,5805,1,1,1,0.75,0.2,3.0,0.4,True
SNE_59745_ccrop.jpg,Neutrophil,small,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_59745_ccrop.jpg,train,SNE,B_sepakat_segmented,35.4682957019364,,1.0,1,tak_pernah_pecah,7388,1,1,1,0.75,0.2,3.0,0.4,True
SNE_607695_ccrop.jpg,Neutrophil,small,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_607695_ccrop.jpg,train,SNE,B_sepakat_segmented,25.632011235952593,10.29563045501709,0.4016707998542067,2,normal,5657,1,1,2,0.75,0.2,3.0,0.4,True
SNE_609892_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_609892_ccrop.jpg,train,SNE,B_sepakat_segmented,31.575306807693888,17.0880069732666,0.541182610745141,2,normal,7874,1,1,2,0.75,0.2,3.0,0.4,True
SNE_649885_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_649885_ccrop.jpg,train,SNE,B_sepakat_segmented,19.6468827043885,7.0,0.35629061899150133,4,normal,5576,1,1,4,0.75,0.2,3.0,0.4,True
SNE_65616_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_65616_ccrop.jpg,train,SNE,B_sepakat_segmented,31.016124838541646,,1.0,1,tak_pernah_pecah,6214,1,1,1,0.75,0.2,3.0,0.4,True
SNE_671189_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_671189_ccrop.jpg,train,SNE,B_sepakat_segmented,26.832815729997478,10.630146026611328,0.39616215210420364,2,normal,5207,1,1,2,0.75,0.2,3.0,0.4,True
SNE_674280_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_674280_ccrop.jpg,train,SNE,B_sepakat_segmented,21.93171219946131,12.0,0.5471529031050638,2,normal,5288,1,1,2,0.75,0.2,3.0,0.4,True
SNE_675028_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_675028_ccrop.jpg,train,SNE,B_sepakat_segmented,27.586228448267445,18.027755737304688,0.653505634926217,3,normal,6806,1,1,2,0.75,0.2,3.0,0.4,True
SNE_688575_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_688575_ccrop.jpg,train,SNE,B_sepakat_segmented,25.45584412271571,12.083045959472656,0.4746668741851016,2,normal,5362,1,1,2,0.75,0.2,3.0,0.4,True
SNE_691541_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_691541_ccrop.jpg,train,SNE,B_sepakat_segmented,36.235341863986875,,1.0,1,tak_pernah_pecah,5718,1,1,1,0.75,0.2,3.0,0.4,True
SNE_698912_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_698912_ccrop.jpg,train,SNE,B_sepakat_segmented,30.870698080866262,29.614185333251953,0.9592975596365572,2,normal,6742,1,1,1,0.75,0.2,3.0,0.4,True
SNE_703464_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_703464_ccrop.jpg,train,SNE,B_sepakat_segmented,22.0,15.524174690246582,0.7056443041021173,3,normal,5304,1,1,2,0.75,0.2,3.0,0.4,True
SNE_703601_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_703601_ccrop.jpg,train,SNE,B_sepakat_segmented,28.0,10.29563045501709,0.3677010876791818,2,normal,5790,1,1,2,0.75,0.2,3.0,0.4,True
SNE_714010_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_714010_ccrop.jpg,train,SNE,B_sepakat_segmented,16.97056274847714,5.830951690673828,0.343592123437219,5,normal,4621,1,1,3,0.75,0.2,3.0,0.4,True
SNE_737275_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_737275_ccrop.jpg,train,SNE,B_sepakat_segmented,36.0,32.893768310546875,0.9137157864040799,2,normal,8052,1,1,1,0.75,0.2,3.0,0.4,True
SNE_7466_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_7466_ccrop.jpg,train,SNE,B_sepakat_segmented,26.40075756488817,9.219544410705566,0.3492151461201685,2,normal,5795,1,1,2,0.75,0.2,3.0,0.4,True
SNE_768088_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_768088_ccrop.jpg,train,SNE,B_sepakat_segmented,21.93171219946131,12.165525436401367,0.5547002133604589,4,normal,6311,1,1,4,0.75,0.2,3.0,0.4,True
SNE_774800_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_774800_ccrop.jpg,train,SNE,B_sepakat_segmented,35.22782990761707,,1.0,1,tak_pernah_pecah,6422,1,1,1,0.75,0.2,3.0,0.4,True
SNE_790833_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_790833_ccrop.jpg,train,SNE,B_sepakat_segmented,17.204650534085253,9.219544410705566,0.5358751340191494,5,normal,5701,1,1,3,0.75,0.2,3.0,0.4,True
SNE_798289_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_798289_ccrop.jpg,train,SNE,B_sepakat_segmented,38.47076812334269,,1.0,1,tak_pernah_pecah,8355,1,1,1,0.75,0.2,3.0,0.4,True
SNE_805400_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_805400_ccrop.jpg,train,SNE,B_sepakat_segmented,39.01281840626232,21.02379608154297,0.5388945721021847,2,normal,8752,1,1,2,0.75,0.2,3.0,0.4,True
SNE_81065_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_81065_ccrop.jpg,train,SNE,B_sepakat_segmented,31.32091952673165,,1.0,1,tak_pernah_pecah,5014,1,1,1,0.75,0.2,3.0,0.4,True
SNE_811554_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_811554_ccrop.jpg,train,SNE,B_sepakat_segmented,20.518284528683193,8.9442720413208,0.4359171464269981,4,normal,5576,1,1,3,0.75,0.2,3.0,0.4,True
SNE_815209_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_815209_ccrop.jpg,train,SNE,B_sepakat_segmented,26.248809496813376,14.317821502685547,0.5454655573778971,3,normal,6622,1,1,2,0.75,0.2,3.0,0.4,True
SNE_815898_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_815898_ccrop.jpg,train,SNE,B_sepakat_segmented,23.345235059857504,8.0,0.3426823495024955,3,normal,5618,1,1,3,0.75,0.2,3.0,0.4,True
SNE_816195_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_816195_ccrop.jpg,train,SNE,B_sepakat_segmented,19.72308292331602,12.083045959472656,0.612634749164313,4,normal,5347,1,1,3,0.75,0.2,3.0,0.4,True
SNE_818014_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_818014_ccrop.jpg,train,SNE,B_sepakat_segmented,21.470910553583888,7.211102485656738,0.3358545259485082,5,normal,7634,1,1,3,0.75,0.2,3.0,0.4,True
SNE_821872_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_821872_ccrop.jpg,train,SNE,B_sepakat_segmented,28.319604517012593,15.0,0.5296684136598365,2,normal,4996,1,1,2,0.75,0.2,3.0,0.4,True
SNE_825561_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_825561_ccrop.jpg,train,SNE,B_sepakat_segmented,29.068883707497267,17.464248657226562,0.6007884180541233,2,normal,5851,1,1,2,0.75,0.2,3.0,0.4,True
SNE_831020_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_831020_ccrop.jpg,train,SNE,B_sepakat_segmented,20.518284528683193,7.6157732009887695,0.37117007468837987,3,normal,5865,1,1,2,0.75,0.2,3.0,0.4,True
SNE_831814_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_831814_ccrop.jpg,train,SNE,B_sepakat_segmented,22.80350850198276,7.6157732009887695,0.3339737479575382,4,normal,7291,1,1,3,0.75,0.2,3.0,0.4,True
SNE_838616_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_838616_ccrop.jpg,train,SNE,B_sepakat_segmented,24.73863375370596,11.313708305358887,0.45732955255316154,3,normal,7395,1,1,3,0.75,0.2,3.0,0.4,True
SNE_840546_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_840546_ccrop.jpg,train,SNE,B_sepakat_segmented,21.93171219946131,8.485280990600586,0.3868955106391102,3,normal,5504,1,1,3,0.75,0.2,3.0,0.4,True
SNE_846771_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_846771_ccrop.jpg,train,SNE,B_sepakat_segmented,23.430749027719962,9.899495124816895,0.42250015623082326,4,normal,6735,1,1,2,0.75,0.2,3.0,0.4,True
