img_name,nucleus_shape,split,r_lobus,r_pisah,bridge_ratio,n_lobus,status,luas_nukleus,komponen_mentah,piks_lubang
SNE_310178_ccrop.jpg,segmented-multilobed,val,24.2074,,1.0000,1,tak_pernah_pecah,5423,1,81
SNE_533941_ccrop.jpg,segmented-multilobed,val,26.8701,,1.0000,1,tak_pernah_pecah,6849,1,626
SNE_843242_ccrop.jpg,segmented-multilobed,test,34.5254,,1.0000,1,tak_pernah_pecah,6793,1,910
SNE_621008_ccrop.jpg,segmented-multilobed,test,28.0179,,1.0000,1,tak_pernah_pecah,6113,1,186
SNE_602361_ccrop.jpg,segmented-multilobed,test,35.3412,,1.0000,1,tak_pernah_pecah,7306,1,912
SNE_602927_ccrop.jpg,segmented-multilobed,test,32.0156,,1.0000,1,tak_pernah_pecah,6278,1,831
SNE_106040_ccrop.jpg,segmented-multilobed,test,51.3128,,1.0000,1,tak_pernah_pecah,18363,2,0
SNE_537361_ccrop.jpg,segmented-multilobed,test,38.0789,,1.0000,1,tak_pernah_pecah,8262,1,1400
SNE_164455_ccrop.jpg,segmented-bilobed,test,33.5261,,1.0000,1,tak_pernah_pecah,5587,1,328
SNE_193682_ccrop.jpg,segmented-bilobed,test,25.9615,,1.0000,1,tak_pernah_pecah,5330,1,110
SNE_874225_ccrop.jpg,segmented-multilobed,test,31.1448,,1.0000,1,tak_pernah_pecah,7075,1,278
SNE_621549_ccrop.jpg,segmented-bilobed,test,29.4279,,1.0000,1,tak_pernah_pecah,6605,1,300
SNE_624137_ccrop.jpg,segmented-multilobed,test,34.0000,,1.0000,1,tak_pernah_pecah,7212,1,976
SNE_753316_ccrop.jpg,segmented-bilobed,test,30.2655,,1.0000,1,tak_pernah_pecah,5455,1,356
SNE_235627_ccrop.jpg,segmented-multilobed,test,29.1548,,1.0000,1,tak_pernah_pecah,7199,1,698
SNE_114388_ccrop.jpg,segmented-multilobed,test,29.6816,,1.0000,1,tak_pernah_pecah,6548,1,567
SNE_209297_ccrop.jpg,segmented-multilobed,test,26.8328,,1.0000,1,tak_pernah_pecah,5542,1,189
SNE_541286_ccrop.jpg,segmented-bilobed,test,37.8550,,1.0000,1,tak_pernah_pecah,6123,1,348
SNE_126017_ccrop.jpg,segmented-multilobed,test,34.2053,,1.0000,1,tak_pernah_pecah,7297,1,464
SNE_461516_ccrop.jpg,segmented-multilobed,test,33.5410,,1.0000,1,tak_pernah_pecah,8082,1,796
SNE_576696_ccrop.jpg,segmented-multilobed,test,28.0179,,1.0000,1,tak_pernah_pecah,5898,1,249
SNE_563198_ccrop.jpg,segmented-multilobed,test,32.6956,,1.0000,1,tak_pernah_pecah,6178,1,258
SNE_96280_ccrop.jpg,segmented-bilobed,test,28.0000,,1.0000,1,tak_pernah_pecah,5831,1,635
SNE_165041_ccrop.jpg,segmented-multilobed,test,26.6833,,1.0000,1,tak_pernah_pecah,4940,1,77
SNE_466618_ccrop.jpg,segmented-multilobed,test,41.0122,,1.0000,1,tak_pernah_pecah,12399,2,44
SNE_48537_ccrop.jpg,segmented-bilobed,test,31.3050,,1.0000,1,tak_pernah_pecah,5447,1,197
SNE_692892_ccrop.jpg,segmented-bilobed,test,28.4605,,1.0000,1,tak_pernah_pecah,5363,1,0
SNE_266723_ccrop.jpg,segmented-bilobed,test,19.7231,,1.0000,1,tak_pernah_pecah,5033,1,15
SNE_843468_ccrop.jpg,segmented-multilobed,test,27.8568,,1.0000,1,tak_pernah_pecah,6336,1,621
SNE_444266_ccrop.jpg,segmented-bilobed,test,29.5296,,1.0000,1,tak_pernah_pecah,7144,1,354
SNE_221335_ccrop.jpg,segmented-bilobed,test,29.4109,,1.0000,1,tak_pernah_pecah,5620,1,278
SNE_892623_ccrop.jpg,segmented-bilobed,test,27.0740,,1.0000,1,tak_pernah_pecah,5421,1,269
SNE_951733_ccrop.jpg,segmented-multilobed,train,28.1780,23.0868,0.8193,2,normal,6490,1,728
SNE_316972_ccrop.jpg,segmented-bilobed,test,28.2843,23.0868,0.8162,2,normal,5970,1,717
SNE_988236_ccrop.jpg,segmented-bilobed,train,31.0483,25.0599,0.8071,2,normal,7628,1,458
SNE_219641_ccrop.jpg,segmented-bilobed,train,27.2947,21.9317,0.8035,2,normal,6139,1,182
SNE_853631_ccrop.jpg,segmented-multilobed,train,25.9422,20.8087,0.8021,2,normal,6524,1,496
SNE_111720_ccrop.jpg,segmented-multilobed,test,26.6271,20.0000,0.7511,2,normal,6107,1,405
SNE_509393_ccrop.jpg,segmented-bilobed,train,26.0768,19.2354,0.7376,2,normal,6204,1,286
SNE_334919_ccrop.jpg,segmented-bilobed,train,23.3452,17.0000,0.7282,2,normal,5379,1,15
SNE_4845_ccrop.jpg,segmented-bilobed,train,25.6320,18.3848,0.7173,2,normal,5988,1,69
SNE_703464_ccrop.jpg,segmented-multilobed,train,22.0000,15.5242,0.7056,2,normal,5304,1,0
SNE_960147_ccrop.jpg,segmented-bilobed,test,30.0000,19.9249,0.6642,2,normal,6290,1,0
SNE_106989_ccrop.jpg,segmented-multilobed,train,25.0599,16.6433,0.6641,2,normal,6471,1,185
SNE_157991_ccrop.jpg,segmented-bilobed,train,27.4591,18.0000,0.6555,2,normal,6535,1,0
SNE_714873_ccrop.jpg,segmented-bilobed,test,26.1725,17.0000,0.6495,2,normal,7028,1,1
SNE_209080_ccrop.jpg,segmented-bilobed,train,26.6833,16.4924,0.6181,2,normal,4607,1,63
SNE_816195_ccrop.jpg,segmented-bilobed,train,19.7231,12.0830,0.6126,2,normal,5347,1,47
SNE_898586_ccrop.jpg,segmented-bilobed,test,21.0238,12.7279,0.6054,3,normal,5562,1,122
SNE_825561_ccrop.jpg,segmented-multilobed,train,29.0689,17.4642,0.6008,2,normal,5851,1,0
SNE_432053_ccrop.jpg,segmented-multilobed,train,21.0000,12.1655,0.5793,2,normal,5302,1,0
SNE_901811_ccrop.jpg,segmented-bilobed,train,25.4558,14.5602,0.5720,2,normal,5231,1,10
SNE_485945_ccrop.jpg,segmented-multilobed,train,25.0799,14.1421,0.5639,2,normal,6138,1,377
SNE_175362_ccrop.jpg,segmented-bilobed,test,31.0000,17.4642,0.5634,2,normal,5319,1,93
SNE_768088_ccrop.jpg,segmented-bilobed,train,21.9317,12.1655,0.5547,3,normal,6311,1,0
SNE_918028_ccrop.jpg,segmented-bilobed,val,20.5913,11.4018,0.5537,2,normal,4942,1,0
SNE_65575_ccrop.jpg,segmented-bilobed,test,20.2485,11.1803,0.5522,2,normal,5437,1,0
SNE_943223_ccrop.jpg,segmented-multilobed,train,24.4131,13.4164,0.5496,2,normal,5790,1,233
SNE_663742_ccrop.jpg,segmented-multilobed,test,23.1948,12.7279,0.5487,3,normal,5357,1,18
SNE_364743_ccrop.jpg,segmented-bilobed,train,25.8070,14.1421,0.5480,2,normal,5201,1,85
SNE_674280_ccrop.jpg,segmented-bilobed,train,21.9317,12.0000,0.5472,2,normal,5288,1,0
SNE_426696_ccrop.jpg,segmented-bilobed,train,23.7697,13.0000,0.5469,2,normal,5655,1,120
SNE_247632_ccrop.jpg,segmented-multilobed,train,31.5753,17.2627,0.5467,2,normal,6654,1,560
SNE_815209_ccrop.jpg,segmented-multilobed,train,26.2488,14.3178,0.5455,2,normal,6622,1,441
SNE_251641_ccrop.jpg,segmented-multilobed,train,25.0000,13.6015,0.5441,2,normal,6250,1,143
SNE_609892_ccrop.jpg,segmented-multilobed,train,31.5753,17.0880,0.5412,2,normal,7874,1,701
SNE_805400_ccrop.jpg,segmented-multilobed,train,39.0128,21.0238,0.5389,2,normal,8752,1,1692
SNE_790833_ccrop.jpg,segmented-bilobed,train,17.2047,9.2195,0.5359,2,normal,5701,1,1
SNE_194857_ccrop.jpg,segmented-bilobed,train,17.0000,9.0554,0.5327,2,normal,4787,1,0
SNE_973516_ccrop.jpg,segmented-bilobed,train,21.0238,11.1803,0.5318,2,normal,5555,1,0
SNE_821872_ccrop.jpg,segmented-bilobed,train,28.3196,15.0000,0.5297,2,normal,4996,1,142
SNE_15997_ccrop.jpg,segmented-bilobed,train,17.4642,9.2195,0.5279,2,normal,5466,1,41
SNE_389659_ccrop.jpg,segmented-bilobed,test,19.2354,10.0000,0.5199,3,normal,6081,1,0
SNE_888384_ccrop.jpg,segmented-bilobed,test,20.6155,10.6301,0.5156,2,normal,5059,1,0
SNE_866490_ccrop.jpg,segmented-multilobed,train,28.2843,14.5602,0.5148,2,normal,6713,1,368
SNE_149300_ccrop.jpg,segmented-multilobed,test,29.1548,14.7648,0.5064,3,normal,6641,1,488
SNE_871314_ccrop.jpg,segmented-multilobed,train,29.5296,14.8661,0.5034,2,normal,6575,1,493
SNE_647035_ccrop.jpg,segmented-bilobed,test,20.8806,10.4403,0.5000,3,normal,5246,1,0
SNE_526872_ccrop.jpg,segmented-bilobed,train,19.3132,9.4868,0.4912,3,normal,5354,1,2
SNE_692597_ccrop.jpg,segmented-multilobed,val,21.0238,10.2956,0.4897,3,normal,5913,1,0
SNE_345629_ccrop.jpg,segmented-multilobed,train,25.2982,12.3693,0.4889,2,normal,5649,1,224
SNE_341145_ccrop.jpg,segmented-multilobed,test,20.5183,10.0000,0.4874,2,normal,5282,1,114
SNE_548602_ccrop.jpg,segmented-multilobed,train,21.8403,10.6301,0.4867,3,normal,5504,1,27
SNE_490067_ccrop.jpg,segmented-multilobed,train,23.2594,11.3137,0.4864,3,normal,5358,1,0
SNE_467255_ccrop.jpg,segmented-bilobed,train,23.0868,11.1803,0.4843,2,normal,6768,1,2
SNE_942061_ccrop.jpg,segmented-bilobed,train,19.1050,9.2195,0.4826,2,normal,5326,1,0
SNE_568613_ccrop.jpg,segmented-bilobed,test,22.8035,11.0000,0.4824,2,normal,5671,1,0
SNE_525189_ccrop.jpg,segmented-multilobed,train,31.1448,15.0000,0.4816,2,normal,7471,1,453
SNE_491948_ccrop.jpg,segmented-bilobed,val,19.6977,9.4340,0.4789,3,normal,5550,1,0
SNE_924048_ccrop.jpg,segmented-bilobed,train,27.2029,13.0000,0.4779,2,normal,6280,1,0
SNE_174973_ccrop.jpg,segmented-bilobed,train,24.0000,11.4018,0.4751,2,normal,5543,1,88
SNE_688575_ccrop.jpg,segmented-bilobed,train,25.4558,12.0830,0.4747,2,normal,5362,1,0
SNE_533630_ccrop.jpg,segmented-bilobed,train,25.8070,12.1655,0.4714,2,normal,5341,1,199
SNE_493458_ccrop.jpg,segmented-bilobed,train,16.9706,7.8102,0.4602,3,normal,4971,1,0
SNE_870699_ccrop.jpg,segmented-bilobed,test,28.3196,13.0000,0.4590,2,normal,5532,1,40
SNE_838616_ccrop.jpg,segmented-bilobed,train,24.7386,11.3137,0.4573,2,normal,7395,1,0
SNE_801267_ccrop.jpg,segmented-multilobed,test,19.8494,9.0554,0.4562,3,normal,5509,1,52
SNE_146353_ccrop.jpg,segmented-bilobed,train,20.5913,9.2195,0.4477,3,normal,5290,1,0
SNE_826401_ccrop.jpg,segmented-bilobed,test,29.1548,12.8062,0.4393,2,normal,5256,1,61
SNE_319081_ccrop.jpg,segmented-bilobed,train,25.4951,11.1803,0.4385,2,normal,5272,1,231
SNE_329838_ccrop.jpg,segmented-bilobed,train,26.0768,11.4018,0.4372,2,normal,5283,1,77
SNE_811554_ccrop.jpg,segmented-multilobed,train,20.5183,8.9443,0.4359,3,normal,5576,1,0
SNE_948647_ccrop.jpg,segmented-bilobed,train,21.2132,9.2195,0.4346,3,normal,4940,1,8
SNE_53714_ccrop.jpg,segmented-bilobed,test,25.4951,11.0000,0.4315,2,normal,5510,1,0
SNE_722650_ccrop.jpg,segmented-multilobed,test,28.1780,12.0416,0.4273,3,normal,6861,1,145
SNE_214327_ccrop.jpg,segmented-multilobed,test,26.8701,11.4018,0.4243,2,normal,6007,1,368
SNE_846771_ccrop.jpg,segmented-bilobed,train,23.4307,9.8995,0.4225,2,normal,6735,1,0
SNE_884479_ccrop.jpg,segmented-bilobed,train,23.3452,9.8489,0.4219,3,normal,9144,1,0
SNE_89120_ccrop.jpg,segmented-multilobed,train,18.9737,8.0000,0.4216,3,normal,5203,1,0
SNE_22896_ccrop.jpg,segmented-bilobed,train,29.1548,12.0416,0.4130,2,normal,6541,1,0
SNE_374420_ccrop.jpg,segmented-multilobed,test,21.8403,9.0000,0.4121,3,normal,6362,1,10
SNE_633335_ccrop.jpg,segmented-bilobed,val,17.0000,7.0000,0.4118,4,normal,5660,1,29
SNE_882917_ccrop.jpg,segmented-multilobed,train,17.2047,7.0711,0.4110,4,normal,5879,1,0
SNE_374094_ccrop.jpg,segmented-multilobed,val,21.9545,9.0000,0.4099,3,normal,5661,1,0
SNE_115658_ccrop.jpg,segmented-bilobed,train,27.0000,11.0000,0.4074,2,normal,5703,1,5
SNE_348778_ccrop.jpg,segmented-bilobed,test,18.8680,7.6158,0.4036,2,normal,5009,1,0
SNE_502348_ccrop.jpg,segmented-bilobed,val,20.0000,8.0623,0.4031,3,normal,5687,1,0
SNE_653262_ccrop.jpg,segmented-multilobed,test,21.2132,8.5440,0.4028,3,normal,5214,1,13
SNE_607695_ccrop.jpg,segmented-multilobed,train,25.6320,10.2956,0.4017,2,normal,5657,1,59
SNE_399708_ccrop.jpg,segmented-multilobed,val,15.8114,6.3246,0.4000,3,normal,5074,1,11
SNE_56069_ccrop.jpg,segmented-bilobed,val,29.4109,11.7047,0.3980,2,normal,7312,1,15
SNE_671189_ccrop.jpg,segmented-bilobed,train,26.8328,10.6301,0.3962,2,normal,5207,1,338
SNE_829664_ccrop.jpg,segmented-bilobed,test,23.3452,9.2195,0.3949,3,normal,6213,1,0
SNE_899001_ccrop.jpg,segmented-multilobed,test,22.6716,8.9443,0.3945,3,normal,6797,1,2
SNE_981806_ccrop.jpg,segmented-multilobed,train,25.4951,10.0000,0.3922,3,normal,5826,1,203
SNE_840546_ccrop.jpg,segmented-multilobed,train,21.9317,8.4853,0.3869,3,normal,5504,1,10
SNE_987130_ccrop.jpg,segmented-multilobed,test,21.9317,8.4853,0.3869,2,normal,5664,1,88
SNE_255562_ccrop.jpg,segmented-bilobed,train,33.2415,12.8062,0.3852,2,normal,6407,1,222
SNE_975451_ccrop.jpg,segmented-bilobed,test,26.6833,10.1980,0.3822,2,normal,6889,1,0
SNE_780200_ccrop.jpg,segmented-bilobed,val,18.3576,7.0000,0.3813,2,normal,4705,1,0
SNE_504600_ccrop.jpg,segmented-multilobed,val,17.8885,6.7082,0.3750,4,normal,5491,1,0
SNE_235653_ccrop.jpg,segmented-bilobed,train,21.0000,7.8102,0.3719,3,normal,6044,1,0
SNE_689137_ccrop.jpg,segmented-bilobed,test,29.0000,10.7703,0.3714,2,normal,5910,1,137
SNE_831020_ccrop.jpg,segmented-bilobed,train,20.5183,7.6158,0.3712,2,normal,5865,1,0
SNE_383824_ccrop.jpg,segmented-bilobed,train,21.0950,7.8102,0.3702,3,normal,5807,1,0
SNE_703601_ccrop.jpg,segmented-multilobed,train,28.0000,10.2956,0.3677,2,normal,5790,1,246
SNE_158445_ccrop.jpg,segmented-multilobed,train,28.0713,10.2956,0.3668,3,normal,5365,1,39
SNE_902453_ccrop.jpg,segmented-bilobed,train,17.4929,6.4031,0.3660,3,normal,5839,1,0
SNE_958281_ccrop.jpg,segmented-multilobed,train,23.1948,8.4853,0.3658,3,normal,7583,1,2
SNE_939200_ccrop.jpg,segmented-multilobed,test,16.4012,6.0000,0.3658,2,normal,5331,1,0
SNE_424615_ccrop.jpg,segmented-bilobed,train,21.0238,7.6158,0.3622,4,normal,6118,1,5
SNE_110435_ccrop.jpg,segmented-multilobed,train,19.4165,7.0000,0.3605,2,normal,5180,1,0
SNE_909393_ccrop.jpg,segmented-bilobed,train,19.7231,7.0711,0.3585,3,normal,5790,1,0
SNE_847185_ccrop.jpg,segmented-bilobed,test,27.6586,9.8995,0.3579,3,normal,5862,1,234
SNE_30327_ccrop.jpg,segmented-multilobed,val,21.8403,7.8102,0.3576,3,normal,4906,1,53
SNE_682015_ccrop.jpg,segmented-bilobed,test,21.8403,7.8102,0.3576,2,normal,5199,1,0
SNE_649885_ccrop.jpg,segmented-multilobed,train,19.6469,7.0000,0.3563,3,normal,5576,1,0
SNE_248746_ccrop.jpg,segmented-bilobed,train,19.9249,7.0000,0.3513,2,normal,5451,1,0
SNE_7466_ccrop.jpg,segmented-bilobed,train,26.4008,9.2195,0.3492,2,normal,5795,1,0
SNE_168952_ccrop.jpg,segmented-bilobed,train,20.3961,7.0711,0.3467,2,normal,6528,1,27
SNE_598198_ccrop.jpg,segmented-bilobed,test,27.2947,9.4340,0.3456,2,normal,6785,1,0
SNE_714010_ccrop.jpg,segmented-bilobed,train,16.9706,5.8310,0.3436,3,normal,4621,1,0
SNE_404595_ccrop.jpg,segmented-multilobed,train,17.4642,6.0000,0.3436,5,normal,5487,1,1
SNE_399998_ccrop.jpg,segmented-bilobed,train,29.1204,10.0000,0.3434,2,normal,6807,1,5
SNE_815898_ccrop.jpg,segmented-bilobed,train,23.3452,8.0000,0.3427,3,normal,5618,1,0
SNE_333218_ccrop.jpg,segmented-multilobed,val,26.4197,9.0000,0.3407,2,normal,5669,1,443
SNE_944030_ccrop.jpg,segmented-bilobed,test,23.7697,8.0623,0.3392,2,normal,4758,1,0
SNE_325145_ccrop.jpg,segmented-bilobed,val,26.4008,8.9443,0.3388,2,normal,6584,1,179
SNE_10429_ccrop.jpg,segmented-multilobed,train,23.0868,7.8102,0.3383,2,normal,5618,1,57
SNE_818014_ccrop.jpg,segmented-bilobed,train,21.4709,7.2111,0.3359,3,normal,7634,1,0
SNE_64185_ccrop.jpg,segmented-multilobed,test,21.5870,7.2111,0.3340,2,normal,5746,1,89
SNE_831814_ccrop.jpg,segmented-bilobed,train,22.8035,7.6158,0.3340,3,normal,7291,1,0
