img_name,prefix,kelompok,label,nucleus_shape,split,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,piks_lubang,komponen_mentah,tau,rho
LY_65844_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,43.931765,,1.000000,1,tak_pernah_pecah,7496,0,1,4,0.5
LY_68814_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,34.234486,,1.000000,1,tak_pernah_pecah,5186,0,1,4,0.5
MO_26771_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,36.674242,,1.000000,1,tak_pernah_pecah,8513,76,1,4,0.5
MO_27445_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,39.319207,,1.000000,1,tak_pernah_pecah,8004,0,1,4,0.5
MO_28078_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,45.541190,,1.000000,1,tak_pernah_pecah,9529,0,1,4,0.5
MO_29936_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,36.235342,,1.000000,1,tak_pernah_pecah,11983,0,1,4,0.5
MO_30883_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,42.720019,,1.000000,1,tak_pernah_pecah,9637,0,1,4,0.5
MO_33803_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,37.000000,,1.000000,1,tak_pernah_pecah,10699,0,1,4,0.5
MO_35781_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,34.985711,17.464249,0.499182,2,normal,8949,0,1,4,0.5
MO_36319_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,28.861739,19.798990,0.685994,2,normal,9331,0,1,4,0.5
MO_36866_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,44.045431,,1.000000,1,tak_pernah_pecah,8809,0,1,4,0.5
MO_37056_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,irregular,train,43.000000,,1.000000,1,tak_pernah_pecah,9563,0,1,4,0.5
MO_37313_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,42.379240,,1.000000,1,tak_pernah_pecah,12941,0,1,4,0.5
MO_37507_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-round,train,46.615448,,1.000000,1,tak_pernah_pecah,9983,0,1,4,0.5
MO_37784_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,41.109610,,1.000000,1,tak_pernah_pecah,8403,0,1,4,0.5
MO_38254_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,40.000000,,1.000000,1,tak_pernah_pecah,9298,0,1,4,0.5
MO_38756_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,35.057096,21.587033,0.615768,2,normal,11080,0,1,4,0.5
MO_41924_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,44.777226,,1.000000,1,tak_pernah_pecah,7633,0,1,4,0.5
BA_100102_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,25.000000,5.000000,0.200000,2,normal,6008,0,1,4,0.5
BA_101381_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,23.769729,1.000000,0.042070,3,normal,5465,0,1,4,0.5
BA_101611_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,29.154759,0.000000,0.000000,2,terpisah_di_nol,7437,0,2,4,0.5
BA_102750_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,39.698866,,1.000000,1,tak_pernah_pecah,7015,172,1,4,0.5
BA_10387_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,24.413111,5.000000,0.204808,2,normal,5737,0,1,4,0.5
BA_10622_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,22.803509,9.848858,0.431901,2,normal,6568,0,1,4,0.5
BA_107595_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-band,train,26.476405,11.313708,0.427313,2,normal,5918,0,1,4,0.5
BA_107876_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,24.758837,3.000000,0.121169,3,normal,8737,0,1,4,0.5
BA_111710_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,29.966648,,1.000000,1,tak_pernah_pecah,7629,0,1,4,0.5
BA_112418_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,21.633308,0.000000,0.000000,3,terpisah_di_nol,4761,0,2,4,0.5
BA_114542_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,29.966648,,1.000000,1,tak_pernah_pecah,6055,163,1,4,0.5
BA_114899_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,23.021729,1.000000,0.043437,2,normal,5407,0,1,4,0.5
BA_115323_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,29.068884,,1.000000,1,tak_pernah_pecah,4733,0,1,4,0.5
BA_115777_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.086793,0.000000,0.000000,3,terpisah_di_nol,5828,0,2,4,0.5
BA_116477_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.596748,4.000000,0.162623,2,normal,5395,0,1,4,0.5
BA_119131_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.000000,,1.000000,1,tak_pernah_pecah,7163,280,1,4,0.5
BA_119883_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,21.095023,4.123106,0.195454,3,normal,4999,0,1,4,0.5
BA_120278_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,33.600595,,1.000000,1,tak_pernah_pecah,5883,24,1,4,0.5
BA_121453_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,21.023796,2.236068,0.106359,3,normal,5392,0,1,4,0.5
BA_124389_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,24.000000,1.000000,0.041667,2,normal,5478,0,1,4,0.5
BA_126424_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,22.135944,,1.000000,1,tak_pernah_pecah,6143,0,1,4,0.5
BA_126839_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.730849,1.000000,0.036061,2,normal,7322,0,1,4,0.5
BA_127306_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,28.635642,19.723083,0.688760,2,normal,6372,0,1,4,0.5
BA_127671_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,29.068884,11.180340,0.384615,2,normal,8323,0,1,4,0.5
BA_127868_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,28.861739,9.486833,0.328699,3,normal,6829,0,1,4,0.5
BA_128084_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,22.825424,11.000000,0.481919,2,normal,5944,0,1,4,0.5
BA_129641_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.294688,15.620499,0.572291,2,normal,5969,0,1,4,0.5
BA_129960_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.041631,,1.000000,1,tak_pernah_pecah,6508,0,1,4,0.5
BA_131174_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,25.059928,6.324555,0.252377,2,normal,5452,0,1,4,0.5
BA_136209_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-round,train,36.138622,,1.000000,1,tak_pernah_pecah,5375,0,1,4,0.5
BA_139275_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,30.463092,2.000000,0.065653,2,normal,7292,0,1,4,0.5
BA_141630_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,33.541020,,1.000000,1,tak_pernah_pecah,6698,0,1,4,0.5
BA_14309_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,38.078866,,1.000000,1,tak_pernah_pecah,8761,0,1,4,0.5
BA_152708_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,42.755117,,1.000000,1,tak_pernah_pecah,7801,0,1,4,0.5
BA_154572_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.259407,8.246211,0.354532,3,normal,6048,0,1,4,0.5
BA_155216_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,18.000000,3.605551,0.200308,3,normal,3903,0,1,4,0.5
BA_15551_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,29.546573,,1.000000,1,tak_pernah_pecah,5747,0,1,4,0.5
BA_157951_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.086793,13.416408,0.581129,2,normal,6727,0,1,4,0.5
BA_1581_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-indented,train,34.205263,,1.000000,1,tak_pernah_pecah,6745,0,2,4,0.5
BA_158249_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.351591,0.000000,0.000000,3,terpisah_di_nol,7380,30,2,4,0.5
BA_161101_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,29.206164,,1.000000,1,tak_pernah_pecah,5552,1,1,4,0.5
BA_161905_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,30.805844,,1.000000,1,tak_pernah_pecah,4613,0,1,4,0.5
BA_162861_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,30.413813,,1.000000,1,tak_pernah_pecah,5192,0,1,4,0.5
BA_164170_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.600847,2.000000,0.084743,3,normal,6500,17,1,4,0.5
BA_166254_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,30.610456,,1.000000,1,tak_pernah_pecah,8251,0,1,4,0.5
BA_166905_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-round,train,41.231056,,1.000000,1,tak_pernah_pecah,7215,0,1,4,0.5
BA_168028_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,35.735137,,1.000000,1,tak_pernah_pecah,6702,73,1,4,0.5
BA_168566_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,33.120990,,1.000000,1,tak_pernah_pecah,7223,0,1,4,0.5
BA_172469_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,36.715120,,1.000000,1,tak_pernah_pecah,5831,0,1,4,0.5
BA_173620_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-band,train,21.000000,13.453624,0.640649,2,normal,5831,0,1,4,0.5
BA_174705_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,20.880613,4.123106,0.197461,4,normal,5957,0,1,4,0.5
BA_174731_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,22.472205,11.704700,0.520852,2,normal,6066,0,1,4,0.5
BA_178358_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,33.837849,,1.000000,1,tak_pernah_pecah,6666,0,1,4,0.5
BA_178853_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,33.015148,12.649111,0.383131,3,normal,11869,2,1,4,0.5
BA_180745_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,29.154759,16.278821,0.558359,2,normal,7939,0,1,4,0.5
BA_183362_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,28.861739,7.071068,0.244998,2,normal,6008,0,1,4,0.5
BA_184105_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-indented,train,38.000000,,1.000000,1,tak_pernah_pecah,7004,0,1,4,0.5
BA_184682_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,20.248457,6.403124,0.316228,3,normal,4027,0,1,4,0.5
BA_189696_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,31.144823,19.235384,0.617611,2,normal,6941,0,1,4,0.5
BA_190505_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.738634,7.615773,0.307849,2,normal,7528,0,1,4,0.5
BA_191120_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,23.409400,2.236068,0.095520,3,normal,5788,0,1,4,0.5
BA_193488_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-round,train,37.121422,,1.000000,1,tak_pernah_pecah,4986,0,1,4,0.5
BA_193863_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,38.470768,19.104973,0.496610,2,normal,7944,4,1,4,0.5
BA_196745_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,33.120990,,1.000000,1,tak_pernah_pecah,7008,0,1,4,0.5
BA_197357_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,28.861739,5.830952,0.202031,3,normal,6327,0,1,4,0.5
BA_198105_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,25.961510,2.000000,0.077037,2,normal,6278,0,1,4,0.5
BA_198565_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,25.238859,,1.000000,1,tak_pernah_pecah,4754,0,1,4,0.5
BA_200989_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,28.071338,2.000000,0.071247,3,normal,8477,0,1,4,0.5
BA_201200_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,35.171011,,1.000000,1,tak_pernah_pecah,6964,0,1,4,0.5
BA_20201_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,27.459060,0.000000,0.000000,2,terpisah_di_nol,8067,0,2,4,0.5
BA_202924_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,30.364453,12.000000,0.395199,2,normal,6383,0,1,4,0.5
BA_204774_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,28.635642,12.000000,0.419058,2,normal,8343,0,2,4,0.5
BA_206130_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,24.083189,8.544004,0.354770,2,normal,6733,2,1,4,0.5
BA_209608_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-band,train,27.856777,12.083046,0.433756,2,normal,7839,0,1,4,0.5
BA_210917_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,21.840330,2.236068,0.102383,3,normal,7643,0,1,4,0.5
BA_212748_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,34.525353,,1.000000,1,tak_pernah_pecah,6023,0,1,4,0.5
BA_214521_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.186773,15.000000,0.620174,2,normal,5192,0,1,4,0.5
BA_214889_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,22.090722,4.000000,0.181071,2,normal,6131,0,1,4,0.5
BA_215988_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,35.014283,,1.000000,1,tak_pernah_pecah,7638,376,1,4,0.5
BA_218293_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,28.600699,2.236068,0.078182,2,normal,7054,0,1,4,0.5
BA_219183_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,28.017851,,1.000000,1,tak_pernah_pecah,5374,0,1,4,0.5
BA_221009_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,27.018512,6.708204,0.248282,2,normal,6643,0,1,4,0.5
BA_221057_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,34.539832,,1.000000,1,tak_pernah_pecah,7307,0,1,4,0.5
BA_223010_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,36.124784,,1.000000,1,tak_pernah_pecah,8451,473,1,4,0.5
BA_223705_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,34.058773,,1.000000,1,tak_pernah_pecah,6692,0,1,4,0.5
BA_223799_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,37.054015,,1.000000,1,tak_pernah_pecah,6105,0,1,4,0.5
BA_225229_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,39.357337,,1.000000,1,tak_pernah_pecah,8427,13,1,4,0.5
BA_225540_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,37.000000,,1.000000,1,tak_pernah_pecah,7900,50,2,4,0.5
BA_229550_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,25.632011,18.027756,0.703330,2,normal,7274,56,1,4,0.5
BA_232284_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,41.976184,,1.000000,1,tak_pernah_pecah,7953,0,1,4,0.5
BA_236096_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,25.455844,12.083046,0.474667,2,normal,6913,0,1,4,0.5
BA_236251_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,24.596748,9.000000,0.365902,2,normal,6350,0,1,4,0.5
BA_237069_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,24.186773,12.083046,0.499572,2,normal,5012,2,1,4,0.5
BA_238012_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,24.515301,2.236068,0.091211,3,normal,7296,0,1,4,0.5
BA_240301_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,21.587033,7.000000,0.324269,4,normal,9313,0,1,4,0.5
BA_240977_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-band,train,24.351591,10.630146,0.436528,3,normal,7644,0,1,4,0.5
BA_241069_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.202941,,1.000000,1,tak_pernah_pecah,5543,0,1,4,0.5
BA_241108_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,36.221541,,1.000000,1,tak_pernah_pecah,6776,0,1,4,0.5
BA_241392_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,34.205263,9.055385,0.264737,2,normal,10273,16,1,4,0.5
BA_24200302_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,27.730849,4.242641,0.152994,2,normal,6606,0,1,4,0.5
BA_250000_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,30.805844,17.888544,0.580687,2,normal,8712,655,1,4,0.5
BA_250396_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,32.249031,,1.000000,1,tak_pernah_pecah,5890,0,1,4,0.5
BA_251042_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-indented,train,32.249031,,1.000000,1,tak_pernah_pecah,7607,0,1,4,0.5
BA_254820_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,23.323808,2.236068,0.095871,3,normal,7034,19,1,4,0.5
BA_255467_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,26.925824,4.000000,0.148556,2,normal,6026,0,1,4,0.5
BA_258997_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,25.079872,15.811388,0.630441,2,normal,7100,0,1,4,0.5
