r_lobus,r_pisah,bridge_ratio,luas_nukleus,img_name,prefix,kelompok,nucleus_shape,label,split,indeks_segmentasi
19.235384061671343,8.5,0.44189395817353094,5581,BNE_124082_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.03839162015659703
24.041630560342615,10.5,0.4367424236740441,5016,BNE_124086_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.102987103268795
27.202941017470888,11.5,0.42274840770393945,5973,BNE_125415_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.227315186225585
23.706539182259394,14.5,0.6116455838839169,5497,BNE_125604_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.9032209955175468
18.439088914585774,9.5,0.5152098373193085,5281,BNE_125774_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.9724274299552258
29.68164415931166,19.5,0.6569716925159789,5681,BNE_125889_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-6.348741187725695
18.35755975068582,10.0,0.5447347107028433,5026,BNE_126596_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.13403765575537996
28.0,14.0,0.5,5115,BNE_127951_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-5.220190650760214
21.095023109728988,16.0,0.7584727410239636,5576,BNE_128335_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.4122077123977927
19.72308292331602,14.5,0.735179183516921,6088,BNE_128511_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.4119228750237216
20.615528128088304,12.0,0.5820855000871991,4979,BNE_128562_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.6771592220019684
29.410882339705484,17.5,0.5950178508032902,5018,BNE_129177_ccrop.jpg,BNE,E_lainnya,irregular,Neutrophil,train,-5.8693660864884585
22.0,13.0,0.5909090909090909,4587,BNE_129649_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.8613562968210964
19.313207915827967,13.0,0.6731144850020471,4702,BNE_131871_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.9163698933449567
18.24828759089466,9.0,0.4931969619160719,5265,BNE_133048_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.15954839580280478
28.792360097775937,13.5,0.4688743803618518,6164,BNE_133301_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.8751924471426165
22.47220505424423,14.0,0.6229918232859787,5314,BNE_135293_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.7984664408147086
25.238858928247925,14.0,0.5547001962252291,5837,BNE_137691_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.5897397227140413
17.26267650163207,12.5,0.7241055579543654,5422,BNE_138667_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.5676235748585956
18.601075237738275,8.5,0.45696283098489976,4813,BNE_139528_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.5767806314984076
25.0,15.0,0.6,7140,BNE_139893_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.7843525123012807
20.0,12.5,0.625,6467,BNE_140522_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.6526590635634708
19.924858845171276,10.5,0.5269798938899204,5619,BNE_141953_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.16344775904178555
31.016124838541646,0.5,0.016120647005479025,12651,BNE_143245_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,2.7609944108311755
19.1049731745428,11.0,0.5757663148492351,4629,BNE_145817_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.1693666349601735
21.470910553583888,15.0,0.6986196492489335,5665,BNE_145948_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.9286054835584387
21.095023109728988,16.0,0.7584727410239636,5651,BNE_147218_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.5044751110048065
21.0,14.0,0.6666666666666666,5860,BNE_147710_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.802565958835439
21.02379604162864,14.5,0.6896946665240163,5514,BNE_147908_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.9278483016883445
27.51363298439521,21.5,0.781430791498675,6297,BNE_148538_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-5.669036863676084
21.2602916254693,1.5,0.0705540651287698,5159,BNE_150545_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.41228282404250294
25.96150997149434,9.0,0.3466670470971054,6423,BNE_151054_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.5595218753449807
21.93171219946131,10.0,0.4559607525875532,5474,BNE_152051_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.6498617963592324
28.653097563788805,25.5,0.8899561362687145,6283,BNE_153786_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-6.300337447952899
23.345235059857504,11.0,0.4711882305659313,4701,BNE_154092_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.517592656247924
21.633307652783937,16.0,0.7396002616336388,6326,BNE_155905_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.4618690202061373
21.93171219946131,6.0,0.2735764515525319,6819,BNE_156651_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.7632451131329994
21.02379604162864,12.5,0.5945643676931176,6105,BNE_157937_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.30033641080557416
23.323807579381203,15.5,0.6645570174272217,5022,BNE_158179_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.9190612460420535
22.135943621178654,13.0,0.5872801368884133,5008,BNE_159250_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.5474624099803265
24.08318915758459,11.5,0.4775115091590048,6243,BNE_159609_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.05562284069226209
22.02271554554524,16.0,0.7265225746983998,4764,BNE_162202_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.104426022606926
22.825424421026653,12.5,0.5476349429229044,6558,BNE_162618_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.2263956239089282
21.470910553583888,11.0,0.5123210761158845,5761,BNE_162735_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.0951622321697805
21.0,1.5,0.07142857142857142,5943,BNE_162999_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.4135247626699563
23.0,10.0,0.43478260869565216,4682,BNE_163373_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.2480377393824575
20.591260281974,9.5,0.4613607846197005,4954,BNE_163974_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.43878259554484167
21.633307652783937,11.5,0.5315876880491779,5367,BNE_164468_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.06509060930890342
20.248456731316587,8.0,0.3950918386598358,5230,BNE_164917_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.48184614689108507
26.1725046566048,16.0,0.6113285759206961,6590,BNE_168987_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.55469198946453
20.615528128088304,16.0,0.7761140001162655,4916,BNE_169393_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.318990057868989
28.635642126552707,1.5,0.05238227218271836,6105,BNE_172318_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.522021780684092
18.384776310850235,11.0,0.5983211225424633,5890,BNE_172884_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.125883838052271
18.35755975068582,10.5,0.5719714462379855,6126,BNE_173369_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,1.4744085893220644
22.80350850198276,15.0,0.6577935144802719,6196,BNE_174167_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.242441782629921
26.1725046566048,17.5,0.6686406299132613,6609,BNE_174448_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.0308664258850175
33.83784863137726,0.5,0.014776353114138541,9133,BNE_175205_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.0033880230360310293
21.470910553583888,13.5,0.6287576843240401,5691,BNE_175617_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.8214366396485406
24.020824298928627,13.5,0.562012353614448,3961,BNE_175829_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.192032688127114
31.32091952673165,20.0,0.638550856814101,7227,BNE_179854_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.65619190965357
25.942243542145693,16.0,0.6167546755933598,6274,BNE_179915_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.7963906949016994
24.596747752497688,12.5,0.5081972676135885,5642,BNE_179976_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.123580004402939
17.46424919657298,11.5,0.6584880844609485,5290,BNE_180266_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.4647769527236907
25.495097567963924,16.0,0.6275716324421889,8111,BNE_180631_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.9256128473090346
24.698178070456937,8.5,0.3441549403260393,5885,BNE_181227_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.260659469064036
23.259406699226016,16.5,0.7093904076473738,4587,BNE_181624_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.100325348945333
19.235384061671343,7.5,0.3899064336825273,5275,BNE_181803_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.3023418103066353
28.071337695236398,15.0,0.5343528749093224,6883,BNE_182172_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.108283031950485
19.79898987322333,15.5,0.7828682220279634,5503,BNE_1830_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.2617929691542038
21.633307652783937,7.5,0.3466876226407682,4951,BNE_184051_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.5813185070470581
29.0,15.5,0.5344827586206896,6409,BNE_184808_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.4471442995214137
24.698178070456937,12.5,0.5061102063618226,5766,BNE_185561_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.7176159374305406
35.35533905932738,15.0,0.4242640687119285,6338,BNE_186122_ccrop.jpg,BNE,E_lainnya,irregular,Neutrophil,train,-8.793975685791043
24.839484696748443,18.0,0.7246527140056271,5602,BNE_186526_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.721576900122313
32.89376840679705,18.0,0.5472161102794335,8742,BNE_188626_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.013712537539515
20.615528128088304,12.0,0.5820855000871991,5186,BNE_189402_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.2645598869810506
26.40075756488817,14.0,0.5302878133549992,7876,BNE_191639_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.8515828258409375
20.396078054371138,15.0,0.7354355067681901,5396,BNE_191700_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.6079811173439893
19.1049731745428,5.0,0.2617119612951069,5947,BNE_196260_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.7192360593974279
30.805843601498726,1.0,0.032461373658059775,6196,BNE_196924_ccrop.jpg,BNE,D_konflik_BNE_dianotasi_segmented,segmented-bilobed,Neutrophil,train,-0.8785316520961146
23.53720459187964,14.5,0.6160459685600267,6213,BNE_197336_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.419974961436429
32.01562118716424,2.0,0.062469504755442426,8607,BNE_197388_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.519990188756852
25.0,12.5,0.5,4530,BNE_197399_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.233618551272599
17.4928556845359,4.0,0.2286647801900118,4990,BNE_199310_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.249837721086557
21.2602916254693,3.5,0.1646261519671295,5281,BNE_200172_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.25172949254792343
29.0,16.0,0.5517241379310345,7410,BNE_200354_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.466696912306617
23.53720459187964,13.5,0.573560039693818,4958,BNE_204601_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.5634457157561954
25.495097567963924,21.5,0.8432993810941913,6615,BNE_204774_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.481835274123629
21.02379604162864,13.0,0.6183469424008423,4778,BNE_207654_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.1171038137421014
17.46424919657298,10.0,0.5725983343138683,5265,BNE_207715_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.8491829730080909
21.37755832643195,15.0,0.701670404587482,5004,BNE_207900_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.1989682368106127
26.92582403567252,3.0,0.11141720290623112,6579,BNE_208576_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.0443867713946773
27.16615541441225,11.0,0.4049155956077707,7354,BNE_208829_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.4061907685336514
20.591260281974,14.0,0.6799001036500849,4906,BNE_209954_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.5163490942476674
24.020824298928627,14.5,0.6036428983266293,7291,BNE_210217_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.012787845840684
23.194827009486403,9.0,0.3880175522033042,6556,BNE_210628_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.822065575041675
25.179356624028344,5.0,0.1985753676973844,6876,BNE_210724_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.8449623509845523
27.459060435491963,12.5,0.45522315045576855,4987,BNE_211063_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.148696858951595
51.62363799656123,0.5,0.009685485552825746,11875,BNE_211504_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.3379217432650412
22.0,12.5,0.5681818181818182,5248,BNE_212149_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.850272456866378
22.02271554554524,13.0,0.5902995919424497,4179,BNE_212416_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.287740685329002
20.615528128088304,1.5,0.07276068751089988,6144,BNE_213160_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,1.7948624342482997
23.40939982143925,16.5,0.7048450676163277,6510,BNE_214018_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.5685279041082367
20.0,7.5,0.375,4748,BNE_215066_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.7047208070561979
24.041630560342615,13.0,0.540728715025007,5680,BNE_215841_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.9250300344232
18.110770276274835,12.5,0.6901970379677909,5068,BNE_217172_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.7083402196154296
19.313207915827967,8.5,0.4401133171167231,5106,BNE_218516_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.03569433840161
25.0,16.5,0.66,7809,BNE_220181_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.182307405811832
22.360679774997898,9.5,0.42485291572496003,4947,BNE_221053_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.20903723162849452
29.832867780352597,15.5,0.519561180444343,5682,BNE_221104_ccrop.jpg,BNE,E_lainnya,irregular,Neutrophil,train,-3.794109579621722
24.73863375370596,8.0,0.3233808333817773,5323,BNE_225075_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.5224470951680082
20.518284528683193,8.0,0.38989614306286347,4545,BNE_225821_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,1.2434455562571873
18.35755975068582,11.5,0.6264449173082698,4871,BNE_226455_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.3884282467952094
27.892651361962706,11.0,0.3943691066601411,5017,BNE_227495_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-5.311611760025082
30.4138126514911,18.5,0.6082762530298219,5657,BNE_228660_ccrop.jpg,BNE,E_lainnya,unsegmented-indented,Neutrophil,train,-4.645625756458781
30.463092423455635,19.0,0.6237055560836822,6213,BNE_229603_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-5.555857888621652
26.30589287593181,11.0,0.41815725669833803,5649,BNE_229896_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.947278991314091
28.600699292150182,9.5,0.3321597106056562,4741,BNE_230478_ccrop.jpg,BNE,D_konflik_BNE_dianotasi_segmented,segmented-bilobed,Neutrophil,train,-2.6449629141332753
23.021728866442675,14.5,0.6298397520064506,5382,BNE_231171_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.2601062912994188
21.0,11.5,0.5476190476190477,6182,BNE_233784_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.5826311088243656
17.46424919657298,11.0,0.629858167745255,4761,BNE_235785_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.005031656392354478
26.248809496813376,7.0,0.26667876121581074,5031,BNE_239147_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-6.107738920177752
25.0,13.5,0.54,4941,BNE_239868_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.1174602058144014
21.095023109728988,9.5,0.45034318998297834,6374,BNE_240705_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.721812761458164
17.46424919657298,11.0,0.629858167745255,4718,BNE_241283_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.5274028158062514
21.540659228538015,2.0,0.09284766908852593,5922,BNE_242154_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-0.4283864944048634
25.0,9.0,0.36,5202,BNE_242171_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.6060236456349593
19.0,8.0,0.42105263157894735,5131,BNE_242487_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,0.015173847516585681
25.0,0.5,0.02,9104,BNE_243975_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,1.688406922186802
20.0,13.0,0.65,4857,BNE_244495_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.577953363841038
27.202941017470888,15.5,0.5697913321227009,6328,BNE_245676_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.870196078688876
21.95449840010015,14.5,0.6604569020777016,5072,BNE_245747_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-3.156142189248902
20.223748416156685,5.0,0.24723408821707438,5415,BNE_246456_ccrop.jpg,BNE,D_konflik_BNE_dianotasi_segmented,segmented-multilobed,Neutrophil,train,0.029173624240046436
18.0,9.0,0.5,5191,BNE_248619_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-1.0534893246892096
28.460498941515414,18.0,0.6324555320336759,5456,BNE_248704_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.936904201988122
21.400934559032695,12.5,0.5840866418949973,4875,BNE_248881_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-2.6263625086294695
28.160255680657446,17.0,0.6036877005941698,5618,BNE_2506_ccrop.jpg,BNE,A_sepakat_band,unsegmented-band,Neutrophil,train,-4.777906142247858
