img_name,idx,luas,lebar_maks,aspek,jarak_saddle
BA_250000_ccrop.jpg,1,655,24.166091947189145,1.1215753424657535,6.4031242374328485
BA_254820_ccrop.jpg,1,5,2.0,1.25,53.08483775994799
BA_254820_ccrop.jpg,2,14,2.8284271247461903,1.7499999999999996,48.373546489791295
BA_264833_ccrop.jpg,1,32,4.47213595499958,1.5999999999999996,
BA_268064_ccrop.jpg,1,149,8.48528137423857,2.0694444444444446,3.605551275463989
BA_271501_ccrop.jpg,1,224,10.770329614269007,1.931034482758621,12.041594578792296
BA_287643_ccrop.jpg,1,32,5.656854249492381,0.9999999999999998,5.0
BA_278185_ccrop.jpg,1,22,2.0,5.5,1.0
BA_278185_ccrop.jpg,2,12,2.0,3.0,17.029386365926403
BA_278185_ccrop.jpg,3,6,2.0,1.5,25.0
BA_278185_ccrop.jpg,4,5,2.0,1.25,28.231188426986208
BA_278185_ccrop.jpg,5,14,2.0,3.5,32.202484376209235
BA_278185_ccrop.jpg,6,1,2.0,0.25,43.56604182158393
BA_297732_ccrop.jpg,1,18,2.8284271247461903,2.2499999999999996,
BA_298364_ccrop.jpg,1,19,4.0,1.1875,
BA_303637_ccrop.jpg,1,83,8.246211251235321,1.2205882352941178,12.649110640673518
BA_305735_ccrop.jpg,1,64,6.0,1.7777777777777777,27.65863337187866
BA_310106_ccrop.jpg,1,247,8.246211251235321,3.6323529411764706,4.47213595499958
BA_310106_ccrop.jpg,2,1,2.0,0.25,13.601470508735444
BA_335261_ccrop.jpg,1,97,7.211102550927978,1.8653846153846156,13.601470508735444
BA_319331_ccrop.jpg,1,77,6.0,2.138888888888889,13.92838827718412
BA_324268_ccrop.jpg,1,123,7.211102550927978,2.365384615384616,10.770329614269007
BA_324268_ccrop.jpg,2,15,4.0,0.9375,17.88854381999832
BA_326722_ccrop.jpg,1,378,11.661903789690601,2.7794117647058822,8.94427190999916
BA_348602_ccrop.jpg,1,54,6.0,1.5,16.55294535724685
BA_348602_ccrop.jpg,2,30,5.656854249492381,0.9374999999999998,30.805843601498726
BA_363018_ccrop.jpg,1,91,7.211102550927978,1.7500000000000002,8.94427190999916
BA_363018_ccrop.jpg,2,2,2.0,0.5,9.433981132056603
BA_374431_ccrop.jpg,1,214,12.0,1.4861111111111112,5.0990195135927845
BA_389328_ccrop.jpg,1,90,4.0,5.625,2.0
BA_430537_ccrop.jpg,1,974,16.0,3.8046875,3.605551275463989
BA_417333_ccrop.jpg,1,33,4.0,2.0625,9.848857801796104
BA_417333_ccrop.jpg,2,20,2.8284271247461903,2.4999999999999996,31.78049716414141
BA_417832_ccrop.jpg,1,2,2.0,0.5,3.0
BA_417832_ccrop.jpg,2,1,2.0,0.25,2.23606797749979
BA_430561_ccrop.jpg,1,332,16.0,1.296875,5.830951894845301
BA_436500_ccrop.jpg,1,116,5.656854249492381,3.624999999999999,6.0
BA_438781_ccrop.jpg,1,24,4.47213595499958,1.1999999999999997,18.601075237738275
BA_438781_ccrop.jpg,2,6,2.0,1.5,25.298221281347036
BA_463171_ccrop.jpg,1,2,2.0,0.5,64.77653896280658
BA_476625_ccrop.jpg,1,112,8.48528137423857,1.5555555555555558,14.317821063276353
BA_479247_ccrop.jpg,1,3,2.0,0.75,2.23606797749979
BA_479247_ccrop.jpg,2,1,2.0,0.25,3.1622776601683795
BA_490656_ccrop.jpg,1,107,10.0,1.07,9.848857801796104
BA_466566_ccrop.jpg,1,1,2.0,0.25,39.81205847478876
BA_466566_ccrop.jpg,2,1,2.0,0.25,33.83784863137726
BA_466566_ccrop.jpg,3,1,2.0,0.25,32.31098884280702
BA_466566_ccrop.jpg,4,1,2.0,0.25,31.78049716414141
BA_466566_ccrop.jpg,5,1,2.0,0.25,30.886890422961002
BA_466566_ccrop.jpg,6,1,2.0,0.25,30.0
BA_46660_ccrop.jpg,1,2,2.0,0.5,
BA_46660_ccrop.jpg,2,25,2.8284271247461903,3.124999999999999,
BA_472351_ccrop.jpg,1,75,8.0,1.171875,2.23606797749979
BA_482919_ccrop.jpg,1,13,4.0,0.8125,21.213203435596427
BA_484573_ccrop.jpg,1,19,2.8284271247461903,2.3749999999999996,5.0
BA_486837_ccrop.jpg,1,12,2.8284271247461903,1.4999999999999998,12.36931687685298
BA_495847_ccrop.jpg,1,67,6.0,1.8611111111111112,13.601470508735444
BA_499865_ccrop.jpg,1,287,11.661903789690601,2.110294117647059,4.47213595499958
BA_499865_ccrop.jpg,2,36,4.0,2.25,11.180339887498949
BA_504098_ccrop.jpg,1,3,2.0,0.75,7.0710678118654755
BA_504098_ccrop.jpg,2,186,10.0,1.86,7.810249675906654
BA_526172_ccrop.jpg,1,53,5.656854249492381,1.6562499999999996,20.396078054371138
BA_505208_ccrop.jpg,1,1,2.0,0.25,6.4031242374328485
BA_505208_ccrop.jpg,2,2,2.0,0.5,7.810249675906654
BA_505208_ccrop.jpg,3,1,2.0,0.25,10.0
BA_505208_ccrop.jpg,4,1,2.0,0.25,11.40175425099138
BA_505208_ccrop.jpg,5,2,2.0,0.5,12.806248474865697
BA_505208_ccrop.jpg,6,1,2.0,0.25,15.0
BA_505208_ccrop.jpg,7,1,2.0,0.25,16.401219466856727
BA_509224_ccrop.jpg,1,50,6.0,1.3888888888888888,14.866068747318506
BA_515577_ccrop.jpg,1,1,2.0,0.25,9.055385138137417
BA_529706_ccrop.jpg,1,2,2.0,0.5,11.0
BA_530459_ccrop.jpg,1,365,13.416407864998739,2.0277777777777777,5.385164807134504
BA_530459_ccrop.jpg,2,200,8.94427190999916,2.4999999999999996,52.49761899362675
BA_532264_ccrop.jpg,1,110,8.0,1.71875,5.0
BA_545194_ccrop.jpg,1,21,4.0,1.3125,7.615773105863909
BA_551430_ccrop.jpg,1,46,6.0,1.2777777777777777,10.04987562112089
BA_553981_ccrop.jpg,1,127,10.0,1.27,10.770329614269007
BA_556627_ccrop.jpg,1,147,10.0,1.47,9.219544457292887
BA_556627_ccrop.jpg,2,5,2.0,1.25,9.848857801796104
BA_533987_ccrop.jpg,1,9,2.0,2.25,30.083217912982647
BA_533987_ccrop.jpg,2,32,4.47213595499958,1.5999999999999996,16.1245154965971
BA_533987_ccrop.jpg,3,6,2.0,1.5,10.198039027185569
BA_534912_ccrop.jpg,1,220,8.0,3.4375,2.23606797749979
BA_56068_ccrop.jpg,1,76,4.47213595499958,3.7999999999999994,19.79898987322333
BA_564059_ccrop.jpg,1,334,12.0,2.3194444444444446,6.708203932499369
BA_580_ccrop.jpg,1,83,6.0,2.3055555555555554,12.0
BA_58432_ccrop.jpg,1,75,5.656854249492381,2.3437499999999996,4.0
BA_585015_ccrop.jpg,1,36,4.47213595499958,1.7999999999999996,10.816653826391969
BA_589888_ccrop.jpg,1,1,2.0,0.25,9.848857801796104
BA_589888_ccrop.jpg,2,2,2.0,0.5,9.055385138137417
BA_60640_ccrop.jpg,1,127,6.0,3.5277777777777777,17.72004514666935
BA_618288_ccrop.jpg,1,309,11.661903789690601,2.2720588235294117,14.866068747318506
BA_625461_ccrop.jpg,1,104,6.0,2.888888888888889,5.0
BA_625461_ccrop.jpg,2,18,4.0,1.125,5.0
BA_629062_ccrop.jpg,1,223,8.48528137423857,3.0972222222222228,9.433981132056603
BA_633258_ccrop.jpg,1,19,4.0,1.1875,7.211102550927978
BA_634320_ccrop.jpg,1,41,4.0,2.5625,4.123105625617661
BA_636660_ccrop.jpg,1,450,16.492422502470642,1.6544117647058822,16.1245154965971
BA_636660_ccrop.jpg,2,2,2.0,0.5,44.384682042344295
BA_647570_ccrop.jpg,1,40,6.0,1.1111111111111112,6.4031242374328485
BA_647570_ccrop.jpg,2,1,2.0,0.25,3.605551275463989
BA_66887_ccrop.jpg,1,15,2.8284271247461903,1.8749999999999996,
BA_674430_ccrop.jpg,1,1,2.0,0.25,66.76076692189807
BA_674593_ccrop.jpg,1,127,7.211102550927978,2.4423076923076925,22.02271554554524
BA_676044_ccrop.jpg,1,33,4.47213595499958,1.6499999999999997,11.180339887498949
BA_676044_ccrop.jpg,2,109,10.0,1.09,36.0
BA_677937_ccrop.jpg,1,499,15.231546211727817,2.150862068965517,1.0
BA_65751_ccrop.jpg,1,176,7.211102550927978,3.384615384615385,9.486832980505138
BA_660263_ccrop.jpg,1,44,5.656854249492381,1.3749999999999998,6.708203932499369
BA_667936_ccrop.jpg,1,17,4.0,1.0625,34.48187929913333
BA_667936_ccrop.jpg,2,3,2.0,0.75,23.40939982143925
BA_691235_ccrop.jpg,1,42,6.0,1.1666666666666667,14.212670403551895
BA_708202_ccrop.jpg,1,466,13.416407864998739,2.5888888888888886,7.0
BA_712840_ccrop.jpg,1,8,2.0,2.0,1.0
BA_717119_ccrop.jpg,1,42,5.656854249492381,1.3124999999999998,13.892443989449804
BA_726199_ccrop.jpg,1,170,10.0,1.7,18.973665961010276
BA_727435_ccrop.jpg,1,111,5.656854249492381,3.468749999999999,7.810249675906654
BA_727435_ccrop.jpg,2,1,2.0,0.25,33.421549934136806
BA_73594_ccrop.jpg,1,442,18.0,1.3641975308641976,7.0710678118654755
BA_737054_ccrop.jpg,1,1,2.0,0.25,45.0111097397076
BA_737054_ccrop.jpg,2,3,2.0,0.75,41.0
BA_738477_ccrop.jpg,1,65,6.0,1.8055555555555556,23.345235059857504
BA_738477_ccrop.jpg,2,16,4.0,1.0,16.0312195418814
BA_77342_ccrop.jpg,1,63,6.0,1.75,6.4031242374328485
BA_775053_ccrop.jpg,1,43,6.324555320336759,1.0749999999999997,25.0
BA_779930_ccrop.jpg,1,50,4.47213595499958,2.4999999999999996,22.0
BA_779930_ccrop.jpg,2,51,6.0,1.4166666666666667,8.54400374531753
BA_791032_ccrop.jpg,1,194,11.661903789690601,1.4264705882352942,11.0
BA_801667_ccrop.jpg,1,647,20.0,1.6175,8.06225774829855
BA_785583_ccrop.jpg,1,325,10.0,3.25,8.06225774829855
BA_786828_ccrop.jpg,1,162,8.246211251235321,2.3823529411764706,11.0
BA_786828_ccrop.jpg,2,1,2.0,0.25,3.0
BA_786828_ccrop.jpg,3,2,2.0,0.5,7.0710678118654755
BA_74973_ccrop.jpg,1,1,2.0,0.25,8.06225774829855
BA_74973_ccrop.jpg,2,6,2.0,1.5,3.0
BA_74973_ccrop.jpg,3,1,2.0,0.25,3.1622776601683795
BA_74973_ccrop.jpg,4,1,2.0,0.25,4.47213595499958
BA_74973_ccrop.jpg,5,2,2.0,0.5,5.830951894845301
BA_74973_ccrop.jpg,6,2,2.0,0.5,7.810249675906654
BA_74973_ccrop.jpg,7,1,2.0,0.25,9.899494936611665
BA_74973_ccrop.jpg,8,17,2.8284271247461903,2.1249999999999996,11.313708498984761
BA_74973_ccrop.jpg,9,2,2.0,0.5,18.027756377319946
BA_74973_ccrop.jpg,10,1,2.0,0.25,20.12461179749811
BA_752724_ccrop.jpg,1,37,4.47213595499958,1.8499999999999996,8.48528137423857
BA_756115_ccrop.jpg,1,1,2.0,0.25,10.44030650891055
BA_756115_ccrop.jpg,2,13,2.8284271247461903,1.6249999999999996,2.0
BA_759768_ccrop.jpg,1,236,10.0,2.36,17.88854381999832
BA_816082_ccrop.jpg,1,322,11.661903789690601,2.3676470588235294,9.219544457292887
BA_816294_ccrop.jpg,1,54,4.47213595499958,2.6999999999999997,9.848857801796104
BA_817842_ccrop.jpg,1,2,2.0,0.5,
BA_819177_ccrop.jpg,1,93,8.246211251235321,1.3676470588235294,7.211102550927978
BA_820417_ccrop.jpg,1,98,8.48528137423857,1.3611111111111114,7.280109889280518
BA_820417_ccrop.jpg,2,1,2.0,0.25,24.186773244895647
BA_820417_ccrop.jpg,3,165,8.0,2.578125,60.8276253029822
BA_821772_ccrop.jpg,1,3,2.0,0.75,9.899494936611665
BA_804739_ccrop.jpg,1,386,14.142135623730951,1.9299999999999997,
BA_804739_ccrop.jpg,2,3,2.0,0.75,
BA_809385_ccrop.jpg,1,23,4.0,1.4375,54.00925846556311
BA_809385_ccrop.jpg,2,129,10.0,1.29,35.510561809129406
BA_809385_ccrop.jpg,3,14,4.0,0.875,31.0
BA_809385_ccrop.jpg,4,262,13.416407864998739,1.4555555555555553,3.605551275463989
BA_810083_ccrop.jpg,1,1,2.0,0.25,72.01388754955533
BA_810083_ccrop.jpg,2,13,2.0,3.25,65.80273550544841
BA_810083_ccrop.jpg,3,632,14.560219778561036,2.981132075471698,5.0990195135927845
BA_810083_ccrop.jpg,4,1,2.0,0.25,4.0
BA_812916_ccrop.jpg,1,1,2.0,0.25,54.56189146281496
BA_835645_ccrop.jpg,1,10,2.0,2.5,6.708203932499369
BA_864938_ccrop.jpg,1,66,6.0,1.8333333333333333,18.027756377319946
BA_864938_ccrop.jpg,2,16,2.8284271247461903,1.9999999999999996,5.830951894845301
BA_8742_ccrop.jpg,1,89,6.0,2.4722222222222223,2.0
BA_835897_ccrop.jpg,1,34,4.0,2.125,10.44030650891055
BA_844617_ccrop.jpg,1,109,7.211102550927978,2.0961538461538463,16.97056274847714
BA_847959_ccrop.jpg,1,351,14.560219778561036,1.6556603773584906,7.280109889280518
BA_849533_ccrop.jpg,1,373,16.0,1.45703125,11.704699910719626
BA_849723_ccrop.jpg,1,86,8.0,1.34375,
BA_858886_ccrop.jpg,1,356,10.0,3.56,11.313708498984761
BA_85940_ccrop.jpg,1,11,2.8284271247461903,1.3749999999999998,16.0312195418814
BA_85940_ccrop.jpg,2,2,2.0,0.5,17.0
BA_877555_ccrop.jpg,1,11,2.0,2.75,1.0
BA_877555_ccrop.jpg,2,91,4.0,5.6875,9.433981132056603
BA_877555_ccrop.jpg,3,2,2.0,0.5,36.345563690772494
BA_877555_ccrop.jpg,4,4,2.0,1.0,38.47076812334269
BA_892159_ccrop.jpg,1,4,2.0,1.0,8.54400374531753
BA_893914_ccrop.jpg,1,18,4.0,1.125,
BA_895163_ccrop.jpg,1,1,2.0,0.25,91.0823802938856
BA_899396_ccrop.jpg,1,25,5.656854249492381,0.7812499999999998,
BA_925938_ccrop.jpg,1,545,18.439088914585774,1.6029411764705883,5.0
BA_929127_ccrop.jpg,1,363,14.0,1.8520408163265305,8.94427190999916
BA_921895_ccrop.jpg,1,272,14.142135623730951,1.3599999999999999,14.422205101855956
BA_922772_ccrop.jpg,1,122,10.0,1.22,14.0
BA_911932_ccrop.jpg,1,15,2.8284271247461903,1.8749999999999996,10.198039027185569
BA_913408_ccrop.jpg,1,92,6.0,2.5555555555555554,4.0
BA_937156_ccrop.jpg,1,11,2.8284271247461903,1.3749999999999998,4.47213595499958
BA_93822_ccrop.jpg,1,40,4.0,2.5,9.433981132056603
BA_94405_ccrop.jpg,1,2,2.0,0.5,
BA_946406_ccrop.jpg,1,8,2.8284271247461903,0.9999999999999998,18.0
BA_957241_ccrop.jpg,1,94,6.324555320336759,2.3499999999999996,21.02379604162864
BA_957241_ccrop.jpg,2,14,4.0,0.875,48.83646178829912
BA_994179_ccrop.jpg,1,376,18.439088914585774,1.1058823529411765,15.620499351813308
BA_989748_ccrop.jpg,1,32,2.8284271247461903,3.999999999999999,2.0
BNE_106934_ccrop.jpg,1,488,17.204650534085253,1.6486486486486487,8.54400374531753
BA_965389_ccrop.jpg,1,9,2.0,2.25,
BA_965389_ccrop.jpg,2,1,2.0,0.25,
BA_975585_ccrop.jpg,1,17,2.8284271247461903,2.1249999999999996,
BA_980473_ccrop.jpg,1,10,2.8284271247461903,1.2499999999999998,76.92203845452875
BA_98051_ccrop.jpg,1,4,2.0,1.0,14.212670403551895
BA_98051_ccrop.jpg,2,23,2.8284271247461903,2.8749999999999996,3.605551275463989
BNE_115257_ccrop.jpg,1,122,10.0,1.22,11.40175425099138
BNE_133048_ccrop.jpg,1,623,16.97056274847714,2.163194444444445,10.770329614269007
BNE_150545_ccrop.jpg,1,269,13.416407864998739,1.4944444444444442,8.54400374531753
BNE_140522_ccrop.jpg,1,532,16.1245154965971,2.0461538461538464,13.416407864998739
BNE_125774_ccrop.jpg,1,410,11.661903789690601,3.014705882352941,9.433981132056603
BNE_125774_ccrop.jpg,2,1,2.0,0.25,37.589892258425
BNE_126596_ccrop.jpg,1,225,10.0,2.25,10.816653826391969
BNE_158179_ccrop.jpg,1,1,2.0,0.25,21.587033144922902
BNE_158179_ccrop.jpg,2,2,2.0,0.5,19.4164878389476
BNE_158179_ccrop.jpg,3,1,2.0,0.25,18.24828759089466
BNE_158179_ccrop.jpg,4,2,2.0,0.5,16.1245154965971
BNE_163974_ccrop.jpg,1,1,2.0,0.25,30.675723300355934
BNE_163974_ccrop.jpg,2,1,2.0,0.25,29.410882339705484
BNE_163974_ccrop.jpg,3,39,6.0,1.0833333333333333,9.848857801796104
BNE_163974_ccrop.jpg,4,2,2.0,0.5,27.202941017470888
BNE_163974_ccrop.jpg,5,2,2.0,0.5,25.0
BNE_163974_ccrop.jpg,6,2,2.0,0.5,22.80350850198276
BNE_169393_ccrop.jpg,1,55,5.656854249492381,1.7187499999999996,16.76305461424021
BNE_172318_ccrop.jpg,1,33,4.0,2.0625,14.560219778561036
BNE_179976_ccrop.jpg,1,1,2.0,0.25,17.029386365926403
BNE_179976_ccrop.jpg,2,1,2.0,0.25,18.027756377319946
BNE_179976_ccrop.jpg,3,1,2.0,0.25,20.396078054371138
BNE_197336_ccrop.jpg,1,20,4.0,1.25,15.652475842498529
BNE_197336_ccrop.jpg,2,3,2.0,0.75,26.419689627245813
BNE_199310_ccrop.jpg,1,949,30.463092423455635,1.0226293103448274,12.083045973594572
BNE_196260_ccrop.jpg,1,1,2.0,0.25,5.830951894845301
BNE_196260_ccrop.jpg,2,1,2.0,0.25,7.211102550927978
BNE_196924_ccrop.jpg,1,3,2.0,0.75,1.0
BNE_196924_ccrop.jpg,2,7,2.0,1.75,5.0990195135927845
BNE_208829_ccrop.jpg,1,60,8.0,0.9375,13.152946437965905
BNE_210724_ccrop.jpg,1,25,5.656854249492381,0.7812499999999998,13.45362404707371
BNE_218516_ccrop.jpg,1,28,4.47213595499958,1.3999999999999997,15.811388300841896
BNE_235785_ccrop.jpg,1,171,7.211102550927978,3.2884615384615388,11.0
BNE_239147_ccrop.jpg,1,2,2.0,0.5,
BNE_253038_ccrop.jpg,1,1,2.0,0.25,48.010415536631214
BNE_268233_ccrop.jpg,1,123,5.656854249492381,3.843749999999999,10.770329614269007
BNE_277907_ccrop.jpg,1,50,6.0,1.3888888888888888,4.47213595499958
BNE_246456_ccrop.jpg,1,19,2.8284271247461903,2.3749999999999996,6.324555320336759
BNE_246456_ccrop.jpg,2,1,2.0,0.25,14.212670403551895
BNE_246456_ccrop.jpg,3,1,2.0,0.25,15.620499351813308
BNE_246456_ccrop.jpg,4,1,2.0,0.25,17.029386365926403
BNE_246456_ccrop.jpg,5,3,2.0,0.75,18.439088914585774
BNE_246456_ccrop.jpg,6,1,2.0,0.25,20.248456731316587
BNE_246456_ccrop.jpg,7,3,2.0,0.75,21.470910553583888
BNE_246456_ccrop.jpg,8,71,8.0,1.109375,25.495097567963924
BNE_248619_ccrop.jpg,1,457,17.88854381999832,1.4281249999999996,9.433981132056603
BNE_248619_ccrop.jpg,2,1,2.0,0.25,47.51841748206689
BNE_248619_ccrop.jpg,3,2,2.0,0.5,48.662100242385755
BNE_284465_ccrop.jpg,1,214,8.246211251235321,3.1470588235294117,9.433981132056603
BNE_295613_ccrop.jpg,1,17,4.0,1.0625,14.317821063276353
BNE_296511_ccrop.jpg,1,6,2.0,1.5,17.72004514666935
BNE_313131_ccrop.jpg,1,96,4.47213595499958,4.799999999999999,5.830951894845301
BNE_313131_ccrop.jpg,2,23,4.0,1.4375,33.24154027718932
BNE_313131_ccrop.jpg,3,44,4.0,2.75,32.55764119219941
BNE_323493_ccrop.jpg,1,9,2.0,2.25,40.0
BNE_323493_ccrop.jpg,2,312,15.231546211727817,1.3448275862068964,9.848857801796104
BNE_315742_ccrop.jpg,1,760,21.540659228538015,1.637931034482759,13.92838827718412
BNE_315947_ccrop.jpg,1,101,10.0,1.01,10.0
BNE_316679_ccrop.jpg,1,516,18.439088914585774,1.5176470588235293,12.041594578792296
BNE_338982_ccrop.jpg,1,17,4.0,1.0625,15.811388300841896
BNE_362920_ccrop.jpg,1,10,2.0,2.5,2.8284271247461903
BNE_373543_ccrop.jpg,1,1,2.0,0.25,37.013511046643494
BNE_382771_ccrop.jpg,1,26,4.0,1.625,15.652475842498529
BNE_384062_ccrop.jpg,1,6,2.0,1.5,9.0
BNE_378921_ccrop.jpg,1,8,2.0,2.0,31.304951684997057
BNE_380348_ccrop.jpg,1,23,4.0,1.4375,12.083045973594572
BNE_380348_ccrop.jpg,2,2,2.0,0.5,15.132745950421556
BNE_380348_ccrop.jpg,3,5,2.0,1.25,11.0
BNE_357822_ccrop.jpg,1,25,2.8284271247461903,3.124999999999999,16.15549442140351
BNE_357822_ccrop.jpg,2,1,2.0,0.25,14.866068747318506
BNE_357822_ccrop.jpg,3,22,4.0,1.375,9.848857801796104
BNE_359949_ccrop.jpg,1,1,2.0,0.25,
BNE_359949_ccrop.jpg,2,2,2.0,0.5,
BNE_359949_ccrop.jpg,3,2,2.0,0.5,
BNE_386017_ccrop.jpg,1,60,4.0,3.75,11.0
BNE_386017_ccrop.jpg,2,3,2.0,0.75,20.808652046684813
BNE_396823_ccrop.jpg,1,9,2.0,2.25,13.038404810405298
BNE_396853_ccrop.jpg,1,135,5.656854249492381,4.218749999999999,7.0710678118654755
BNE_397228_ccrop.jpg,1,15,2.8284271247461903,1.8749999999999996,9.433981132056603
BNE_397228_ccrop.jpg,2,53,6.324555320336759,1.3249999999999997,24.331050121192877
BNE_415445_ccrop.jpg,1,486,16.1245154965971,1.8692307692307697,1.4142135623730951
BNE_426453_ccrop.jpg,1,127,5.656854249492381,3.968749999999999,12.0
BNE_430604_ccrop.jpg,1,75,7.211102550927978,1.4423076923076925,14.866068747318506
BNE_409791_ccrop.jpg,1,73,5.656854249492381,2.2812499999999996,14.317821063276353
BNE_411518_ccrop.jpg,1,183,10.770329614269007,1.5775862068965518,7.280109889280518
BNE_411518_ccrop.jpg,2,1,2.0,0.25,27.586228448267445
BNE_411518_ccrop.jpg,3,1,2.0,0.25,33.301651610693426
BNE_411518_ccrop.jpg,4,2,2.0,0.5,35.4682957019364
BNE_411518_ccrop.jpg,5,1,2.0,0.25,38.41874542459709
BNE_411518_ccrop.jpg,6,1,2.0,0.25,40.607881008493905
BNE_411518_ccrop.jpg,7,2,2.0,0.5,42.80186911806539
BNE_438952_ccrop.jpg,1,359,15.231546211727817,1.5474137931034482,7.0
BNE_44328_ccrop.jpg,1,116,7.211102550927978,2.2307692307692313,9.486832980505138
BNE_447939_ccrop.jpg,1,1,2.0,0.25,10.44030650891055
BNE_447939_ccrop.jpg,2,2,2.0,0.5,8.246211251235321
BNE_447939_ccrop.jpg,3,56,7.211102550927978,1.076923076923077,7.280109889280518
BNE_451729_ccrop.jpg,1,118,5.656854249492381,3.687499999999999,12.649110640673518
BNE_454089_ccrop.jpg,1,77,4.0,4.8125,10.295630140987
BNE_485377_ccrop.jpg,1,1,2.0,0.25,7.0
BNE_487299_ccrop.jpg,1,38,5.656854249492381,1.1874999999999998,16.0
BNE_499517_ccrop.jpg,1,38,4.47213595499958,1.8999999999999997,11.704699910719626
BNE_510336_ccrop.jpg,1,43,4.0,2.6875,8.54400374531753
BNE_510336_ccrop.jpg,2,1,2.0,0.25,19.4164878389476
BNE_510336_ccrop.jpg,3,20,2.8284271247461903,2.4999999999999996,20.808652046684813
BNE_522120_ccrop.jpg,1,1,2.0,0.25,35.4682957019364
