img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,jarak_saddle_ke_lubang,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,aturan_lubang,lub_n,lub_lebar_maks,lub_piks,br_0,st_0,rp_0,rl_0,nl_0,lu_0,br_1,st_1,rp_1,rl_1,nl_1,lu_1,br_1.5,st_1.5,rp_1.5,rl_1.5,nl_1.5,lu_1.5,br_2,st_2,rp_2,rl_2,nl_2,lu_2,br_2.5,st_2.5,rp_2.5,rl_2.5,nl_2.5,lu_2.5,br_3,st_3,rp_3,rl_3,nl_3,lu_3,br_4,st_4,rp_4,rl_4,nl_4,lu_4,br_5,st_5,rp_5,rl_5,nl_5,lu_5,br_6,st_6,rp_6,rl_6,nl_6,lu_6,br_8,st_8,rp_8,rl_8,nl_8,lu_8,br_12,st_12,rp_12,rl_12,nl_12,lu_12,br_999,st_999,rp_999,rl_999,nl_999,lu_999,vonis_0,vonis_999,peka,kel
BNE_17008_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_17008_ccrop.jpg,train,BNE,A_sepakat_band,23.323807579381203,12.649110794067385,0.5423261511233481,3,normal,6206,999.0,2,1.25,0.2,4.0,0.4,tidak,5,10.0,190,0.5423261445466404,normal,12.649110640673518,23.323807579381203,2,6206,0.5423261445466404,normal,12.649110640673518,23.323807579381203,2,6206,0.5423261445466404,normal,12.649110640673518,23.323807579381203,2,6206,0.6183469424008422,normal,14.422205101855956,23.323807579381203,2,6241,0.6183469424008422,normal,14.422205101855956,23.323807579381203,2,6241,0.6183469424008422,normal,14.422205101855956,23.323807579381203,2,6241,0.6183469424008422,normal,14.422205101855956,23.323807579381203,2,6241,0.6183469424008422,normal,14.422205101855956,23.323807579381203,2,6241,0.6183469424008422,normal,14.422205101855956,23.323807579381203,2,6241,0.6183469424008422,normal,14.422205101855956,23.323807579381203,2,6241,1.0,tak_pernah_pecah,,37.12142238654117,1,6396,1.0,tak_pernah_pecah,,37.12142238654117,1,6396,True,True,False,A
BNE_21130_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_21130_ccrop.jpg,train,BNE,A_sepakat_band,21.40093455903269,8.9442720413208,0.4179383856648302,2,normal,6375,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,0.41793837952857293,normal,8.94427190999916,21.400934559032695,2,6375,True,True,False,A
BNE_24354_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_24354_ccrop.jpg,train,BNE,A_sepakat_band,25.612496949731398,13.892443656921388,0.542408796931729,2,normal,6750,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,0.5424088099147826,normal,13.892443989449804,25.612496949731394,2,6750,True,True,False,A
BNE_25765_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes,BNE_25765_ccrop.jpg,train,BNE,A_sepakat_band,25.059928172283332,14.142135620117188,0.5643326478388955,2,normal,5298,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,0.5643326479831003,normal,14.142135623730951,25.059928172283335,2,5298,True,True,False,A
BNE_27915_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_27915_ccrop.jpg,train,BNE,A_sepakat_band,23.323807579381203,5.0,0.214373231428136,3,normal,5050,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,0.21437323142813602,normal,5.0,23.323807579381203,2,5050,False,False,False,A
BNE_100878_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_100878_ccrop.jpg,train,BNE,A_sepakat_band,30.083217912982647,19.646883010864254,0.6530844894217747,2,normal,5582,999.0,1,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,0.6530844792341758,normal,19.6468827043885,30.083217912982647,1,5582,True,True,False,A
BNE_101082_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_101082_ccrop.jpg,train,BNE,A_sepakat_band,19.72308292331602,12.04159450531006,0.6105330770107373,3,normal,5645,999.0,3,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,0.6105330807364346,normal,12.041594578792296,19.72308292331602,3,5645,True,True,False,A
BNE_101234_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_101234_ccrop.jpg,train,BNE,A_sepakat_band,19.4164878389476,12.04159450531006,0.6201736691615145,3,normal,5383,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,0.6201736729460423,normal,12.041594578792296,19.4164878389476,2,5383,True,True,False,A
BNE_102129_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_102129_ccrop.jpg,train,BNE,A_sepakat_band,25.238858928247925,14.317821502685549,0.5672927426469627,3,normal,7579,999.0,3,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,0.5672927252369365,normal,14.317821063276353,25.238858928247925,3,7579,True,True,False,A
BNE_102779_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_102779_ccrop.jpg,train,BNE,A_sepakat_band,29.0,10.0,0.3448275862068966,2,normal,6820,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,0.3448275862068966,normal,10.0,29.0,2,6820,True,True,False,A
BNE_102912_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes,BNE_102912_ccrop.jpg,train,BNE,A_sepakat_band,25.495097567963924,9.219544410705566,0.3616202835124844,3,normal,6558,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,0.36162028533978946,normal,9.219544457292887,25.495097567963924,2,6558,True,True,False,A
BNE_103440_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes,BNE_103440_ccrop.jpg,train,BNE,A_sepakat_band,27.586228448267445,14.422204971313477,0.5228045217692404,2,normal,6326,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,0.5228045265014016,normal,14.422205101855956,27.586228448267445,2,6326,True,True,False,A
BNE_104344_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_104344_ccrop.jpg,train,BNE,A_sepakat_band,20.591260281974,18.027755737304688,0.875505213883705,2,normal,5401,999.0,1,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,0.8755052449655936,normal,18.027756377319946,20.591260281974,1,5401,True,True,False,A
