kunci,path,prefix,tahap_idx,tahap,galat,luas_sel,luas_nukleus,rasio_nc,pusat_fallback,frak_tepi,n_komp_inti,frak_remah_inti,frak_bingkai,p_r_lobus,p_r_pisah,p_br,p_status,p_n_lobus_kal,p_luas_nukleus,lolos_qc
IG_206674,hasil_fase2g\mask_pred_ig\IG_206674_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15037,8016,0.5330850568597459,False,0.0,1,0.0,0.11602623456790123,47.853944456021594,,1.0,tak_pernah_pecah,1,8016,True
IG_224065,hasil_fase2g\mask_pred_ig\IG_224065_ccrop_mask.png,IG,,ig_tak_bersubtipe,,21725,11777,0.5420943613348677,False,0.0,1,0.0,0.16763117283950618,47.853944456021594,,1.0,tak_pernah_pecah,1,11777,True
IG_225880,hasil_fase2g\mask_pred_ig\IG_225880_ccrop_mask.png,IG,,ig_tak_bersubtipe,,16537,7276,0.4399830682711495,False,0.0,1,0.0,0.1276003086419753,42.5440947723653,,1.0,tak_pernah_pecah,1,7276,True
IG_227626,hasil_fase2g\mask_pred_ig\IG_227626_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14327,7013,0.489495358414183,False,0.0,1,0.0,0.11054783950617283,35.35533905932738,,1.0,tak_pernah_pecah,1,7013,True
IG_229795,hasil_fase2g\mask_pred_ig\IG_229795_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12166,6792,0.5582771658721026,False,0.0,1,0.0,0.09387345679012346,36.0,,1.0,tak_pernah_pecah,1,6792,True
IG_233232,hasil_fase2g\mask_pred_ig\IG_233232_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15940,7762,0.48695106649937264,False,0.0,1,0.0,0.12299382716049383,46.52956049652737,,1.0,tak_pernah_pecah,1,7762,True
IG_234558,hasil_fase2g\mask_pred_ig\IG_234558_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13883,7072,0.5093999855938918,False,0.0,1,0.0,0.10712191358024692,37.57658845611187,,1.0,tak_pernah_pecah,1,7072,True
IG_236829,hasil_fase2g\mask_pred_ig\IG_236829_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13395,5030,0.3755132512131392,False,0.0,1,0.0,0.10335648148148148,28.635642126552707,24.331050121192877,0.8496771266264587,normal,1,5030,True
IG_241642,hasil_fase2g\mask_pred_ig\IG_241642_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12358,7503,0.6071370771969574,False,0.0,1,0.0,0.09535493827160493,43.01162633521314,,1.0,tak_pernah_pecah,1,7503,True
IG_265929,hasil_fase2g\mask_pred_ig\IG_265929_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12566,7019,0.5585707464586981,False,0.0,1,0.0,0.09695987654320988,40.162171256046406,,1.0,tak_pernah_pecah,1,7019,True
IG_268791,hasil_fase2g\mask_pred_ig\IG_268791_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11055,5802,0.5248303934871099,False,0.0,1,0.0,0.08530092592592593,32.0,,1.0,tak_pernah_pecah,1,5802,True
IG_284072,hasil_fase2g\mask_pred_ig\IG_284072_ccrop_mask.png,IG,,ig_tak_bersubtipe,,10979,6861,0.6249203023954822,False,0.0,1,0.0,0.0847145061728395,34.132096331752024,28.0178514522438,0.8208652401516771,normal,1,6861,True
IG_285360,hasil_fase2g\mask_pred_ig\IG_285360_ccrop_mask.png,IG,,ig_tak_bersubtipe,,16083,7418,0.4612323571472984,False,0.0,1,0.0,0.12409722222222222,41.10960958218893,,1.0,tak_pernah_pecah,1,7418,True
IG_28760,hasil_fase2g\mask_pred_ig\IG_28760_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12751,6921,0.5427809583562073,False,0.0,1,0.0,0.09838734567901235,40.311288741492746,,1.0,tak_pernah_pecah,1,6921,True
IG_295903,hasil_fase2g\mask_pred_ig\IG_295903_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14424,9969,0.6911397670549085,False,0.0,1,0.0,0.1112962962962963,47.12748667179272,,1.0,tak_pernah_pecah,1,9969,True
IG_325570,hasil_fase2g\mask_pred_ig\IG_325570_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15733,9448,0.6005211974829975,False,0.0,1,0.0,0.1213966049382716,27.51363298439521,20.808652046684813,0.7563033227377413,normal,2,9448,True
IG_325849,hasil_fase2g\mask_pred_ig\IG_325849_ccrop_mask.png,IG,,ig_tak_bersubtipe,,29198,14542,0.49804781149393795,False,0.0,1,0.0,0.22529320987654322,60.41522986797286,,1.0,tak_pernah_pecah,1,14542,True
IG_346344,hasil_fase2g\mask_pred_ig\IG_346344_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13935,7206,0.5171151776103337,False,0.0,1,0.0,0.10752314814814815,37.013511046643494,,1.0,tak_pernah_pecah,1,7206,True
IG_348697,hasil_fase2g\mask_pred_ig\IG_348697_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11186,6933,0.6197925978902199,False,0.0,1,0.0,0.08631172839506172,31.78049716414141,29.0,0.9125093245149513,normal,1,6933,True
IG_363386,hasil_fase2g\mask_pred_ig\IG_363386_ccrop_mask.png,IG,,ig_tak_bersubtipe,,30080,15090,0.5016622340425532,False,0.0,1,0.0,0.23209876543209876,58.180752831155424,,1.0,tak_pernah_pecah,1,15090,True
IG_365796,hasil_fase2g\mask_pred_ig\IG_365796_ccrop_mask.png,IG,,ig_tak_bersubtipe,,16539,8830,0.5338895942922789,False,0.0,1,0.0,0.12761574074074075,47.38143096192854,,1.0,tak_pernah_pecah,1,8830,True
IG_370238,hasil_fase2g\mask_pred_ig\IG_370238_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11536,6174,0.5351941747572816,False,0.0,1,0.0,0.08901234567901234,33.734255586866,22.0,0.6521560834016275,normal,2,6174,True
IG_373361,hasil_fase2g\mask_pred_ig\IG_373361_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13825,7416,0.5364195298372514,False,0.0,1,0.0,0.10667438271604938,40.0,,1.0,tak_pernah_pecah,1,7416,True
IG_378925,hasil_fase2g\mask_pred_ig\IG_378925_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13758,7708,0.5602558511411543,False,0.0,1,0.0,0.10615740740740741,31.016124838541646,23.323807579381203,0.7519897376218412,normal,1,7708,True
IG_383512,hasil_fase2g\mask_pred_ig\IG_383512_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11934,6259,0.524467906820848,False,0.0,1,0.0,0.09208333333333334,32.89376840679705,23.08679276123039,0.7018591629793265,normal,2,6259,True
IG_384616,hasil_fase2g\mask_pred_ig\IG_384616_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13440,8938,0.6650297619047619,False,0.0,1,0.0,0.1037037037037037,44.68780594300866,,1.0,tak_pernah_pecah,1,8938,True
IG_387454,hasil_fase2g\mask_pred_ig\IG_387454_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14085,8224,0.5838835640752573,False,0.0,1,0.0,0.10868055555555556,41.97618372363071,,1.0,tak_pernah_pecah,1,8224,True
IG_392442,hasil_fase2g\mask_pred_ig\IG_392442_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14265,7998,0.5606729758149317,False,0.0,1,0.0,0.11006944444444444,42.95346318982906,,1.0,tak_pernah_pecah,1,7998,True
IG_394276,hasil_fase2g\mask_pred_ig\IG_394276_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11642,7757,0.6662944511252362,False,0.0,1,0.0,0.08983024691358024,43.32435804486894,,1.0,tak_pernah_pecah,1,7757,True
IG_399764,hasil_fase2g\mask_pred_ig\IG_399764_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11029,6615,0.5997823918759634,False,0.0,1,0.0,0.0851003086419753,38.18376618407357,,1.0,tak_pernah_pecah,1,6615,True
IG_400070,hasil_fase2g\mask_pred_ig\IG_400070_ccrop_mask.png,IG,,ig_tak_bersubtipe,,16829,8914,0.5296809079565037,False,0.0,1,0.0,0.12985339506172838,46.87216658103186,,1.0,tak_pernah_pecah,1,8914,True
IG_403859,hasil_fase2g\mask_pred_ig\IG_403859_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14572,9806,0.6729343947296185,False,0.0,1,0.0,0.11243827160493827,48.877397639399746,,1.0,tak_pernah_pecah,1,9806,True
IG_412200,hasil_fase2g\mask_pred_ig\IG_412200_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11340,7079,0.6242504409171076,False,0.0,1,0.0,0.0875,43.56604182158393,,1.0,tak_pernah_pecah,1,7079,True
IG_427392,hasil_fase2g\mask_pred_ig\IG_427392_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15597,9183,0.5887670705904982,False,0.0,1,0.0,0.12034722222222222,40.11234224026316,,1.0,tak_pernah_pecah,1,9183,True
IG_438261,hasil_fase2g\mask_pred_ig\IG_438261_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15264,8013,0.5249606918238994,False,0.0,1,0.0,0.11777777777777777,46.57252408878007,,1.0,tak_pernah_pecah,1,8013,True
IG_442572,hasil_fase2g\mask_pred_ig\IG_442572_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14200,7353,0.5178169014084507,False,0.0,1,0.0006795324816526449,0.1095679012345679,46.06517122512408,,1.0,tak_pernah_pecah,1,7353,True
IG_466905,hasil_fase2g\mask_pred_ig\IG_466905_ccrop_mask.png,IG,,ig_tak_bersubtipe,,23235,12660,0.5448676565526146,False,0.0,1,0.0,0.17928240740740742,56.43580423808985,,1.0,tak_pernah_pecah,1,12660,True
IG_472783,hasil_fase2g\mask_pred_ig\IG_472783_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15813,9503,0.6009612344273699,False,0.0,1,0.0,0.1220138888888889,43.829214001622255,,1.0,tak_pernah_pecah,1,9503,True
IG_475530,hasil_fase2g\mask_pred_ig\IG_475530_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12720,7460,0.5864779874213837,False,0.0,1,0.0,0.09814814814814815,41.048751503547585,,1.0,tak_pernah_pecah,1,7460,True
IG_481999,hasil_fase2g\mask_pred_ig\IG_481999_ccrop_mask.png,IG,,ig_tak_bersubtipe,,16675,10648,0.6385607196401799,False,0.0,1,0.0,0.12866512345679013,47.67598976424087,,1.0,tak_pernah_pecah,1,10648,True
IG_502626,hasil_fase2g\mask_pred_ig\IG_502626_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13506,9608,0.7113875314674959,False,0.0,1,0.0,0.10421296296296297,43.04648650006177,,1.0,tak_pernah_pecah,1,9608,True
IG_503550,hasil_fase2g\mask_pred_ig\IG_503550_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14029,6452,0.4599044835697484,False,0.0,1,0.0,0.10824845679012346,36.124783736376884,,1.0,tak_pernah_pecah,1,6452,True
IG_504355,hasil_fase2g\mask_pred_ig\IG_504355_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12990,7254,0.5584295612009238,False,0.0,1,0.0,0.10023148148148148,40.311288741492746,,1.0,tak_pernah_pecah,1,7254,True
IG_505197,hasil_fase2g\mask_pred_ig\IG_505197_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13076,7720,0.5903946160905476,False,0.0,1,0.0,0.10089506172839506,44.10215414239989,,1.0,tak_pernah_pecah,1,7720,True
IG_514852,hasil_fase2g\mask_pred_ig\IG_514852_ccrop_mask.png,IG,,ig_tak_bersubtipe,,23222,13028,0.561019722676772,False,0.0,1,0.0,0.1791820987654321,54.378304497290095,,1.0,tak_pernah_pecah,1,13028,True
IG_534154,hasil_fase2g\mask_pred_ig\IG_534154_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13145,7127,0.5421833396728795,False,0.0,1,0.0,0.10142746913580247,39.395431207184416,,1.0,tak_pernah_pecah,1,7127,True
IG_539360,hasil_fase2g\mask_pred_ig\IG_539360_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13754,7498,0.5451505016722408,False,0.0,1,0.0,0.10612654320987654,35.4682957019364,29.832867780352597,0.8411136534740198,normal,1,7498,True
IG_545112,hasil_fase2g\mask_pred_ig\IG_545112_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11874,7341,0.6182415361293583,False,0.0,1,0.0,0.09162037037037037,36.796738985948195,,1.0,tak_pernah_pecah,1,7341,True
IG_562106,hasil_fase2g\mask_pred_ig\IG_562106_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13789,6957,0.5045325984480383,False,0.0,1,0.0,0.1063966049382716,42.44997055358225,,1.0,tak_pernah_pecah,1,6957,True
IG_565427,hasil_fase2g\mask_pred_ig\IG_565427_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14974,8095,0.5406037131027114,False,0.0,1,0.0,0.11554012345679013,40.8166632639171,,1.0,tak_pernah_pecah,1,8095,True
IG_566122,hasil_fase2g\mask_pred_ig\IG_566122_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12202,9690,0.7941321094902475,False,0.0,1,0.0,0.09415123456790124,46.09772228646444,,1.0,tak_pernah_pecah,1,9690,True
IG_57061,hasil_fase2g\mask_pred_ig\IG_57061_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12411,7282,0.5867375715091451,False,0.0,1,0.0,0.09576388888888888,42.43819034784589,,1.0,tak_pernah_pecah,1,7282,True
IG_572806,hasil_fase2g\mask_pred_ig\IG_572806_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12934,7259,0.5612339570125251,False,0.0,1,0.0,0.09979938271604938,39.05124837953327,,1.0,tak_pernah_pecah,1,7259,True
IG_575783,hasil_fase2g\mask_pred_ig\IG_575783_ccrop_mask.png,IG,,ig_tak_bersubtipe,,18400,12091,0.6571195652173913,False,0.0,1,0.0,0.1419753086419753,29.5296461204668,19.235384061671343,0.6513922985463556,normal,2,12091,True
IG_578806,hasil_fase2g\mask_pred_ig\IG_578806_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15654,7863,0.5022997316979686,False,0.0,1,0.0,0.12078703703703704,42.5205832509386,,1.0,tak_pernah_pecah,1,7863,True
IG_584719,hasil_fase2g\mask_pred_ig\IG_584719_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12449,7094,0.5698449674672664,False,0.0,1,0.0,0.0960570987654321,32.38826948140329,,1.0,tak_pernah_pecah,1,7094,True
IG_5887,hasil_fase2g\mask_pred_ig\IG_5887_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15316,7197,0.46990075737790543,False,0.0,1,0.0,0.11817901234567901,41.593268686170845,,1.0,tak_pernah_pecah,1,7197,True
IG_602322,hasil_fase2g\mask_pred_ig\IG_602322_ccrop_mask.png,IG,,ig_tak_bersubtipe,,31080,14084,0.45315315315315313,False,0.0,1,0.0,0.23981481481481481,59.941638282582836,,1.0,tak_pernah_pecah,1,14084,True
IG_605319,hasil_fase2g\mask_pred_ig\IG_605319_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12628,6659,0.5273202407348749,False,0.0,1,0.0,0.09743827160493827,39.293765408777,,1.0,tak_pernah_pecah,1,6659,True
IG_606498,hasil_fase2g\mask_pred_ig\IG_606498_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14689,8129,0.5534073115937096,False,0.0,1,0.0,0.11334104938271605,37.656340767525464,34.785054261852174,0.9237502516933492,normal,1,8129,True
IG_607424,hasil_fase2g\mask_pred_ig\IG_607424_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13419,7594,0.5659140025337208,False,0.0,1,0.0,0.10354166666666667,38.3275357934736,,1.0,tak_pernah_pecah,1,7594,True
IG_60755,hasil_fase2g\mask_pred_ig\IG_60755_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12498,7714,0.6172187550008001,False,0.0,1,0.0,0.09643518518518518,37.0,,1.0,tak_pernah_pecah,1,7714,True
IG_609303,hasil_fase2g\mask_pred_ig\IG_609303_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15097,9288,0.6152215671987812,False,0.0,1,0.0,0.1164891975308642,37.12142238654117,,1.0,tak_pernah_pecah,1,9288,True
IG_619273,hasil_fase2g\mask_pred_ig\IG_619273_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15971,6599,0.41318640035063553,False,0.0,1,0.0,0.12323302469135802,39.824615503479755,,1.0,tak_pernah_pecah,1,6599,True
IG_630972,hasil_fase2g\mask_pred_ig\IG_630972_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14122,8259,0.5848321767455035,False,0.0,1,0.0,0.10896604938271605,34.713109915419565,26.832815729997478,0.772987951680997,normal,2,8259,True
IG_640225,hasil_fase2g\mask_pred_ig\IG_640225_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11041,7049,0.6384385472330405,False,0.0,1,0.0,0.0851929012345679,40.01249804748511,,1.0,tak_pernah_pecah,1,7049,True
IG_645903,hasil_fase2g\mask_pred_ig\IG_645903_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11566,6844,0.5917343939131938,False,0.0,1,0.0,0.08924382716049382,31.76476034853718,25.612496949731394,0.806317965843268,normal,1,6844,True
IG_654763,hasil_fase2g\mask_pred_ig\IG_654763_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15754,9074,0.5759807033134442,False,0.0,1,0.0,0.12155864197530865,48.08326112068523,,1.0,tak_pernah_pecah,1,9074,True
IG_660628,hasil_fase2g\mask_pred_ig\IG_660628_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11466,7283,0.6351822780394208,False,0.0,1,0.0,0.08847222222222222,34.438350715445125,29.154759474226502,0.8465782730167445,normal,1,7283,True
IG_663576,hasil_fase2g\mask_pred_ig\IG_663576_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13826,7982,0.5773180963402286,False,0.0,1,0.0,0.1066820987654321,42.720018726587654,,1.0,tak_pernah_pecah,1,7982,True
IG_67523,hasil_fase2g\mask_pred_ig\IG_67523_ccrop_mask.png,IG,,ig_tak_bersubtipe,,17951,9936,0.5535067684251573,False,0.0,1,0.0,0.1385108024691358,43.60045871318328,,1.0,tak_pernah_pecah,1,9936,True
IG_682554,hasil_fase2g\mask_pred_ig\IG_682554_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14269,8362,0.5860256500105123,False,0.0,1,0.0,0.11010030864197531,35.4682957019364,29.732137494637012,0.8382736442849094,normal,1,8362,True
IG_683125,hasil_fase2g\mask_pred_ig\IG_683125_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12954,7022,0.5420719468889919,False,0.0,1,0.0001423892923252401,0.0999537037037037,38.07886552931954,,1.0,tak_pernah_pecah,1,7022,True
IG_684175,hasil_fase2g\mask_pred_ig\IG_684175_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13623,7714,0.5662482566248257,False,0.0,1,0.0,0.10511574074074075,46.95742752749558,,1.0,tak_pernah_pecah,1,7714,True
IG_719838,hasil_fase2g\mask_pred_ig\IG_719838_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12488,6967,0.5578955797565663,False,0.0,1,0.0,0.09635802469135803,34.713109915419565,,1.0,tak_pernah_pecah,1,6967,True
IG_729010,hasil_fase2g\mask_pred_ig\IG_729010_ccrop_mask.png,IG,,ig_tak_bersubtipe,,17609,11353,0.6447271281730933,False,0.0,1,0.0,0.13587191358024692,53.75872022286245,,1.0,tak_pernah_pecah,1,11353,True
IG_729293,hasil_fase2g\mask_pred_ig\IG_729293_ccrop_mask.png,IG,,ig_tak_bersubtipe,,18874,11104,0.5883225601356363,False,0.0,1,0.0,0.14563271604938272,50.24937810560445,,1.0,tak_pernah_pecah,1,11104,True
IG_730991,hasil_fase2g\mask_pred_ig\IG_730991_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14737,9137,0.6200040713849494,False,0.0,1,0.0,0.11371141975308642,42.941821107167776,,1.0,tak_pernah_pecah,1,9137,True
IG_739990,hasil_fase2g\mask_pred_ig\IG_739990_ccrop_mask.png,IG,,ig_tak_bersubtipe,,16478,7453,0.45230003641218597,False,0.0,1,0.0,0.12714506172839507,28.42534080710379,22.360679774997898,0.7866459694094409,normal,1,7453,True
IG_742024,hasil_fase2g\mask_pred_ig\IG_742024_ccrop_mask.png,IG,,ig_tak_bersubtipe,,12360,7153,0.5787216828478965,False,0.0,1,0.0,0.09537037037037037,36.359317925395686,,1.0,tak_pernah_pecah,1,7153,True
IG_746245,hasil_fase2g\mask_pred_ig\IG_746245_ccrop_mask.png,IG,,ig_tak_bersubtipe,,18235,7945,0.43570057581573896,False,0.0,1,0.0,0.14070216049382717,46.0,,1.0,tak_pernah_pecah,1,7945,True
IG_760770,hasil_fase2g\mask_pred_ig\IG_760770_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13598,7363,0.5414766877481982,False,0.0,1,0.0,0.10492283950617284,43.657759905886145,,1.0,tak_pernah_pecah,1,7363,True
IG_760898,hasil_fase2g\mask_pred_ig\IG_760898_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11329,6772,0.5977579662812251,False,0.0,1,0.0,0.08741512345679012,35.0,,1.0,tak_pernah_pecah,1,6772,True
IG_761306,hasil_fase2g\mask_pred_ig\IG_761306_ccrop_mask.png,IG,,ig_tak_bersubtipe,,17376,10297,0.5925989871086557,False,0.0,1,0.0,0.13407407407407407,52.61178575186362,,1.0,tak_pernah_pecah,1,10297,True
IG_761488,hasil_fase2g\mask_pred_ig\IG_761488_ccrop_mask.png,IG,,ig_tak_bersubtipe,,14372,7674,0.5339549123295296,False,0.0,1,0.0,0.11089506172839506,43.840620433565945,,1.0,tak_pernah_pecah,1,7674,True
IG_771333,hasil_fase2g\mask_pred_ig\IG_771333_ccrop_mask.png,IG,,ig_tak_bersubtipe,,10270,6567,0.6394352482960078,False,0.0,1,0.0,0.07924382716049383,39.824615503479755,,1.0,tak_pernah_pecah,1,6567,True
IG_783313,hasil_fase2g\mask_pred_ig\IG_783313_ccrop_mask.png,IG,,ig_tak_bersubtipe,,15820,7682,0.48558786346396965,False,0.0,1,0.0,0.1220679012345679,44.654227123532216,,1.0,tak_pernah_pecah,1,7682,True
IG_78575,hasil_fase2g\mask_pred_ig\IG_78575_ccrop_mask.png,IG,,ig_tak_bersubtipe,,22901,13525,0.5905855639491725,False,0.0,1,0.0,0.17670524691358025,36.138621999185304,23.53720459187964,0.65130332286633,normal,2,13525,True
IG_786095,hasil_fase2g\mask_pred_ig\IG_786095_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11583,6880,0.5939739273072606,False,0.0,1,0.0,0.089375,34.438350715445125,,1.0,tak_pernah_pecah,1,6880,True
IG_79498,hasil_fase2g\mask_pred_ig\IG_79498_ccrop_mask.png,IG,,ig_tak_bersubtipe,,13427,6462,0.48126908468012214,False,0.0,1,0.0,0.1036033950617284,40.45985664828782,,1.0,tak_pernah_pecah,1,6462,True
IG_79542,hasil_fase2g\mask_pred_ig\IG_79542_ccrop_mask.png,IG,,ig_tak_bersubtipe,,11520,6429,0.5580729166666667,False,0.0,1,0.0,0.08888888888888889,34.828149534535996,,1.0,tak_pernah_pecah,1,6429,True
IG_797701,hasil_fase2g\mask_pred_ig\IG_797701_ccrop_mask.png,IG,,ig_tak_bersubtipe,,18562,10414,0.5610386811765974,False,0.0,1,0.0,0.1432253086419753,53.14132102234569,,1.0,tak_pernah_pecah,1,10414,True
