img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus_x,jarak_saddle_ke_lubang,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,aturan_lubang,galat,luas_sel,luas_nukleus_y,rasio_nc,pusat_fallback,frak_tepi,n_komp_inti,frak_remah_inti,frak_bingkai,p_r_lobus,p_r_pisah,p_br,p_status,p_n_lobus_kal,p_luas_nukleus,lolos_qc
BNE_17008_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_17008_ccrop.jpg,train,BNE,A_sepakat_band,23.323807579381203,12.649110794067385,0.5423261511233481,3,normal,6206,999.0,2,1.25,0.2,4.0,0.4,tidak,,18658,6216,0.3331546789580877,False,0.0,1,0.0,0.14396604938271604,23.323807579381203,12.649110640673518,0.5423261445466404,normal,2,6216,True
BNE_21130_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_21130_ccrop.jpg,train,BNE,A_sepakat_band,21.40093455903269,8.9442720413208,0.4179383856648302,2,normal,6375,999.0,2,1.25,0.2,4.0,0.4,tidak,,14356,6382,0.44455280022290333,False,0.0,1,0.0,0.11077160493827161,21.400934559032695,8.94427190999916,0.41793837952857293,normal,2,6382,True
BNE_24354_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_24354_ccrop.jpg,train,BNE,A_sepakat_band,25.612496949731398,13.892443656921388,0.542408796931729,2,normal,6750,999.0,2,1.25,0.2,4.0,0.4,tidak,,18155,6746,0.3715780776645552,False,0.0,1,0.0,0.14008487654320986,25.80697580112788,13.892443989449804,0.5383212700514348,normal,2,6746,True
BNE_25765_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes,BNE_25765_ccrop.jpg,train,BNE,A_sepakat_band,25.059928172283332,14.142135620117188,0.5643326478388955,2,normal,5298,999.0,2,1.25,0.2,4.0,0.4,tidak,,17267,5313,0.3076967626107604,False,0.0,1,0.0,0.13323302469135803,25.238858928247925,14.142135623730951,0.5603318146805258,normal,2,5313,True
BNE_27915_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_27915_ccrop.jpg,train,BNE,A_sepakat_band,23.323807579381203,5.0,0.214373231428136,3,normal,5050,999.0,2,1.25,0.2,4.0,0.4,tidak,,13992,5130,0.3666380789022298,False,0.0,1,0.0,0.10796296296296297,23.323807579381203,12.041594578792296,0.5162791082806458,normal,2,5130,True
EO_7922_ccrop.jpg,Eosinophil,big,round,unsegmented-band,low,densely,no,clear,light blue,round,red,yes,EO_7922_ccrop.jpg,train,EO,bukan_neutrofil,24.0,9.0,0.375,3,normal,6526,999.0,3,1.25,0.2,4.0,0.4,tidak,,16330,6530,0.3998775260257195,False,0.0,1,0.0,0.12600308641975308,24.0,9.0,0.375,normal,3,6530,True
EO_8539_ccrop.jpg,Eosinophil,small,round,unsegmented-band,low,densely,no,clear,light blue,round,red,yes,EO_8539_ccrop.jpg,train,EO,bukan_neutrofil,19.92485884517128,5.830951690673828,0.2926470764979567,3,normal,4475,999.0,2,1.25,0.2,4.0,0.4,tidak,,11905,4478,0.3761444771104578,False,0.0,1,0.0008924587237840731,0.09185956790123456,20.0,5.385164807134504,0.2692582403567252,normal,2,4478,True
EO_8635_ccrop.jpg,Eosinophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,round,red,yes,EO_8635_ccrop.jpg,train,EO,bukan_neutrofil,20.518284528683196,2.2360680103302,0.1089792866067495,3,normal,5233,999.0,3,1.25,0.2,4.0,0.4,tidak,,14860,5238,0.35248990578734857,False,0.0,1,0.0,0.1146604938271605,20.518284528683193,2.23606797749979,0.10897928500669322,normal,3,5238,True
EO_8741_ccrop.jpg,Eosinophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_8741_ccrop.jpg,train,EO,bukan_neutrofil,25.45584412271571,2.2360680103302,0.0878410474054886,3,normal,8000,999.0,2,1.25,0.2,4.0,0.4,tidak,,19190,8024,0.4181344450234497,False,0.0,1,0.0,0.148070987654321,25.0,5.0,0.2,normal,2,8024,True
EO_9228_ccrop.jpg,Eosinophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_9228_ccrop.jpg,train,EO,bukan_neutrofil,24.596747752497688,3.0,0.1219673442272612,2,normal,7046,999.0,2,1.25,0.2,4.0,0.4,tidak,,16622,7060,0.42473829864035617,False,0.0,1,0.0,0.12825617283950616,24.596747752497688,3.0,0.12196734422726126,normal,2,7060,True
EO_9265_ccrop.jpg,Eosinophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_9265_ccrop.jpg,train,EO,bukan_neutrofil,28.600699292150185,4.4721360206604,0.1563645690959673,3,normal,6788,999.0,2,1.25,0.2,4.0,0.4,tidak,,18157,6742,0.3713168474968332,False,0.0,1,0.0,0.1401003086419753,28.600699292150182,4.47213595499958,0.15636456680019054,normal,2,6742,True
EO_10150_ccrop.jpg,Eosinophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_10150_ccrop.jpg,train,EO,bukan_neutrofil,26.627053911388696,2.2360680103302,0.0839772968414582,3,normal,6598,999.0,2,1.25,0.2,4.0,0.4,tidak,,15283,6598,0.43172152064385266,False,0.0,1,0.0,0.11792438271604938,26.627053911388696,2.23606797749979,0.0839772956084863,normal,2,6598,True
EO_12586_ccrop.jpg,Eosinophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_12586_ccrop.jpg,train,EO,bukan_neutrofil,23.0,2.0,0.0869565217391304,3,normal,6647,999.0,2,1.25,0.2,4.0,0.4,tidak,,17843,6639,0.3720786863195651,False,0.0,1,0.0,0.13767746913580248,22.847319317591726,2.0,0.0875376219064817,normal,2,6639,True
EO_14468_ccrop.jpg,Eosinophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,round,red,yes,EO_14468_ccrop.jpg,train,EO,bukan_neutrofil,25.80697580112788,7.810249805450439,0.3026410326276625,2,normal,4744,999.0,2,1.25,0.2,4.0,0.4,tidak,,12253,4747,0.3874153268587285,False,0.0,1,0.0,0.09454475308641976,25.80697580112788,7.211102550927978,0.27942454809496975,normal,2,4747,True
BA_21413_ccrop.jpg,Basophil,small,round,irregular,high,densely,no,clear,light blue,coarse,purple,yes,BA_21413_ccrop.jpg,train,BA,bukan_neutrofil,27.459060435491963,12.0,0.4370142244375378,3,normal,6725,999.0,2,1.25,0.2,4.0,0.4,tidak,,9881,6595,0.667442566541848,False,0.0,1,0.0,0.07624228395061729,27.0,10.295630140987,0.3813196348513704,normal,2,6595,True
BA_22197_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_22197_ccrop.jpg,train,BA,bukan_neutrofil,26.83281572999748,12.529964447021484,0.4669642043199267,2,normal,6939,999.0,2,1.25,0.2,4.0,0.4,tidak,,14183,6901,0.48656842699005853,False,0.0,1,0.0,0.10943672839506173,27.313000567495326,10.770329614269007,0.39432978400354035,normal,2,6901,True
BA_24720_ccrop.jpg,Basophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_24720_ccrop.jpg,train,BA,bukan_neutrofil,23.08679276123039,0.0,0.0,4,terpisah_di_nol,6232,,4,1.25,0.2,4.0,0.4,tidak,,11393,6327,0.5553409988589485,False,0.0,2,0.0,0.08790895061728395,23.021728866442675,0.0,0.0,terpisah_di_nol,4,6327,True
BA_25245_ccrop.jpg,Basophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes,BA_25245_ccrop.jpg,train,BA,bukan_neutrofil,26.248809496813376,12.165525436401367,0.4634696075598503,3,normal,6258,999.0,2,1.25,0.2,4.0,0.4,tidak,,9693,6351,0.6552151036830702,False,0.0,1,0.0,0.07479166666666667,26.90724809414742,12.36931687685298,0.4597020413820551,normal,2,6351,True
BA_25610_ccrop.jpg,Basophil,small,round,unsegmented-indented,low,densely,no,clear,light blue,coarse,purple,yes,BA_25610_ccrop.jpg,train,BA,bukan_neutrofil,29.42787793912432,,1.0,1,tak_pernah_pecah,6086,,1,1.25,0.2,4.0,0.4,tidak,,11924,6203,0.5202113384770212,False,0.0,1,0.0,0.09200617283950617,29.832867780352597,27.730849247724095,0.9295401787013967,normal,1,6203,True
BA_26315_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_26315_ccrop.jpg,train,BA,bukan_neutrofil,35.608987629529715,,1.0,1,tak_pernah_pecah,6431,,1,1.25,0.2,4.0,0.4,tidak,,11695,6335,0.5416844805472424,False,0.0,1,0.0,0.09023919753086419,35.38361202590826,,1.0,tak_pernah_pecah,1,6335,True
BA_30267_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_30267_ccrop.jpg,train,BA,bukan_neutrofil,22.47220505424423,7.0,0.3114959116429893,3,normal,6165,999.0,3,1.25,0.2,4.0,0.4,tidak,,11485,6169,0.5371353939921637,False,0.0,1,0.0,0.08861882716049382,21.587033144922902,8.0,0.3705928436896636,normal,3,6169,True
BA_31317_ccrop.jpg,Basophil,big,irregular,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_31317_ccrop.jpg,train,BA,bukan_neutrofil,27.586228448267445,0.0,0.0,2,terpisah_di_nol,6505,,2,1.25,0.2,4.0,0.4,tidak,,13899,6586,0.47384703935534933,False,0.0,2,0.0,0.10724537037037037,27.586228448267445,0.0,0.0,terpisah_di_nol,2,6586,True
BA_32490_ccrop.jpg,Basophil,big,irregular,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_32490_ccrop.jpg,train,BA,bukan_neutrofil,22.80350850198276,11.180339813232422,0.4902903345886574,3,normal,6872,999.0,3,1.25,0.2,4.0,0.4,tidak,,13220,6810,0.5151285930408472,False,0.0,1,0.0,0.10200617283950618,23.0,11.180339887498949,0.48610173423908476,normal,3,6810,True
BA_32675_ccrop.jpg,Basophil,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes,BA_32675_ccrop.jpg,train,BA,bukan_neutrofil,29.410882339705484,12.083045959472656,0.4108358878835885,3,normal,7319,999.0,2,1.25,0.2,4.0,0.4,tidak,,13236,7354,0.5556059232396494,False,0.0,1,0.0,0.10212962962962963,29.410882339705484,12.36931687685298,0.42056939108399577,normal,2,7354,True
BA_32996_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_32996_ccrop.jpg,train,BA,bukan_neutrofil,38.8329756778952,,1.0,1,tak_pernah_pecah,7227,,1,1.25,0.2,4.0,0.4,tidak,,10482,7298,0.696241175348216,False,0.0,1,0.0,0.08087962962962963,36.069377593742864,,1.0,tak_pernah_pecah,1,7298,True
BA_34424_ccrop.jpg,Basophil,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_34424_ccrop.jpg,train,BA,bukan_neutrofil,23.345235059857504,16.970561981201172,0.7269390065119677,2,normal,5279,999.0,1,1.25,0.2,4.0,0.4,tidak,,8884,5287,0.595114813147231,False,0.0,1,0.0,0.06854938271604938,24.0,16.97056274847714,0.7071067811865475,normal,1,5287,True
BA_35708_ccrop.jpg,Basophil,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes,BA_35708_ccrop.jpg,train,BA,bukan_neutrofil,30.610455730027933,11.40175437927246,0.3724790796919656,2,normal,8339,999.0,2,1.25,0.2,4.0,0.4,tidak,,14914,8307,0.5569934289928926,False,0.0,1,0.0,0.11507716049382716,30.083217912982647,11.661903789690601,0.3876547988790061,normal,1,8307,True
LY_47940_ccrop.jpg,Lymphocyte,small,round,unsegmented-indented,high,densely,no,frosted,blue,nil,nil,no,LY_47940_ccrop.jpg,train,LY,bukan_neutrofil,34.713109915419565,,1.0,1,tak_pernah_pecah,5726,,1,1.25,0.2,4.0,0.4,tidak,,7677,5700,0.7424775302852676,False,0.0,1,0.0,0.059236111111111114,34.66987164671943,,1.0,tak_pernah_pecah,1,5700,True
LY_48852_ccrop.jpg,Lymphocyte,small,round,unsegmented-indented,high,densely,no,frosted,blue,nil,nil,no,LY_48852_ccrop.jpg,train,LY,bukan_neutrofil,39.92492955535426,,1.0,1,tak_pernah_pecah,6977,,1,1.25,0.2,4.0,0.4,tidak,,9430,6969,0.7390243902439024,False,0.0,1,0.0,0.07276234567901235,39.92492955535426,,1.0,tak_pernah_pecah,1,6969,True
LY_51513_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,clear,purple blue,nil,nil,no,LY_51513_ccrop.jpg,train,LY,bukan_neutrofil,39.84971769034255,,1.0,1,tak_pernah_pecah,5970,,1,1.25,0.2,4.0,0.4,tidak,,8004,5955,0.7440029985007496,False,0.0,1,0.0,0.06175925925925926,39.81205847478876,,1.0,tak_pernah_pecah,1,5955,True
LY_51625_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,clear,light blue,nil,nil,no,LY_51625_ccrop.jpg,train,LY,bukan_neutrofil,38.3275357934736,,1.0,1,tak_pernah_pecah,5442,,1,1.25,0.2,4.0,0.4,tidak,,5937,5429,0.9144348997810342,False,0.0,1,0.0,0.04581018518518518,38.3275357934736,,1.0,tak_pernah_pecah,1,5429,True
LY_51843_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,clear,blue,nil,nil,no,LY_51843_ccrop.jpg,train,LY,bukan_neutrofil,38.01315561749642,,1.0,1,tak_pernah_pecah,5320,,1,1.25,0.2,4.0,0.4,tidak,,6821,5605,0.8217270194986073,False,0.0,1,0.0,0.05263117283950617,38.897300677553446,,1.0,tak_pernah_pecah,1,5605,True
LY_56612_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_56612_ccrop.jpg,train,LY,bukan_neutrofil,41.77319714841085,,1.0,1,tak_pernah_pecah,6517,,1,1.25,0.2,4.0,0.4,tidak,,7992,6696,0.8378378378378378,False,0.0,1,0.0,0.06166666666666667,42.579337712087536,,1.0,tak_pernah_pecah,1,6696,True
LY_57780_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_57780_ccrop.jpg,train,LY,bukan_neutrofil,33.015148038438355,,1.0,1,tak_pernah_pecah,4647,,1,1.25,0.2,4.0,0.4,tidak,,6112,4647,0.7603075916230366,False,0.0,1,0.0,0.04716049382716049,33.12099032335839,,1.0,tak_pernah_pecah,1,4647,True
LY_59662_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_59662_ccrop.jpg,train,LY,bukan_neutrofil,40.85339643163099,,1.0,1,tak_pernah_pecah,5933,,1,1.25,0.2,4.0,0.4,tidak,,7439,5953,0.8002419680064525,False,0.0,1,0.0,0.05739969135802469,41.182520563948,,1.0,tak_pernah_pecah,1,5953,True
LY_60053_ccrop.jpg,Lymphocyte,small,round,unsegmented-indented,high,densely,no,frosted,light blue,nil,nil,no,LY_60053_ccrop.jpg,train,LY,bukan_neutrofil,37.36308338453881,,1.0,1,tak_pernah_pecah,7312,,1,1.25,0.2,4.0,0.4,tidak,,10554,7301,0.6917756300928558,False,0.0,1,0.0,0.08143518518518518,37.33630940518894,,1.0,tak_pernah_pecah,1,7301,True
LY_63391_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_63391_ccrop.jpg,train,LY,bukan_neutrofil,37.73592452822641,,1.0,1,tak_pernah_pecah,5562,,1,1.25,0.2,4.0,0.4,tidak,,6961,5523,0.7934204855624192,False,0.0,1,0.0,0.05371141975308642,38.05259518088089,,1.0,tak_pernah_pecah,1,5523,True
LY_64218_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_64218_ccrop.jpg,train,LY,bukan_neutrofil,40.79215610874228,,1.0,1,tak_pernah_pecah,6559,,1,1.25,0.2,4.0,0.4,tidak,,9433,6551,0.6944768366373371,False,0.0,1,0.0,0.0727854938271605,41.0,,1.0,tak_pernah_pecah,1,6551,True
LY_64434_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,purple blue,nil,nil,no,LY_64434_ccrop.jpg,train,LY,bukan_neutrofil,38.18376618407357,,1.0,1,tak_pernah_pecah,6342,,1,1.25,0.2,4.0,0.4,tidak,,9544,6354,0.665758591785415,False,0.0,1,0.0,0.07364197530864197,38.18376618407357,,1.0,tak_pernah_pecah,1,6354,True
LY_64544_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,clear,light blue,nil,nil,no,LY_64544_ccrop.jpg,train,LY,bukan_neutrofil,38.01315561749642,,1.0,1,tak_pernah_pecah,5442,,1,1.25,0.2,4.0,0.4,tidak,,5812,5421,0.9327253957329663,False,0.0,1,0.0,0.04484567901234568,38.0,,1.0,tak_pernah_pecah,1,5421,True
LY_65073_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,clear,blue,nil,nil,no,LY_65073_ccrop.jpg,train,LY,bukan_neutrofil,42.72001872658765,,1.0,1,tak_pernah_pecah,6567,,1,1.25,0.2,4.0,0.4,tidak,,8812,6513,0.7391057648660917,False,0.0,1,0.0,0.06799382716049383,42.5440947723653,,1.0,tak_pernah_pecah,1,6513,True
LY_65844_ccrop.jpg,Lymphocyte,small,irregular,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_65844_ccrop.jpg,train,LY,bukan_neutrofil,43.93176527297759,,1.0,1,tak_pernah_pecah,7496,,1,1.25,0.2,4.0,0.4,tidak,,10833,7479,0.6903904735530324,False,0.0,1,0.0,0.08358796296296296,43.829214001622255,,1.0,tak_pernah_pecah,1,7479,True
LY_68814_ccrop.jpg,Lymphocyte,small,round,unsegmented-round,high,densely,no,frosted,blue,nil,nil,no,LY_68814_ccrop.jpg,train,LY,bukan_neutrofil,34.23448553724738,,1.0,1,tak_pernah_pecah,5186,,1,1.25,0.2,4.0,0.4,tidak,,6511,5195,0.7978805099063124,False,0.0,1,0.0,0.0502391975308642,34.48187929913333,,1.0,tak_pernah_pecah,1,5195,True
MO_26771_ccrop.jpg,Monocyte,big,irregular,unsegmented-indented,low,loosely,yes,frosted,light blue,nil,nil,no,MO_26771_ccrop.jpg,train,MO,bukan_neutrofil,30.14962686336267,16.155494689941406,0.5358439347577232,3,normal,8437,999.0,2,1.25,0.2,4.0,0.4,tidak,,22739,8458,0.3719600686046,False,0.0,1,0.0,0.17545524691358025,30.14962686336267,16.1245154965971,0.5348164197743802,normal,2,8458,True
MO_27445_ccrop.jpg,Monocyte,small,round,unsegmented-indented,low,densely,no,frosted,blue,nil,nil,no,MO_27445_ccrop.jpg,train,MO,bukan_neutrofil,39.319206502675,,1.0,1,tak_pernah_pecah,8004,,1,1.25,0.2,4.0,0.4,tidak,,13921,8021,0.5761798721356225,False,0.0,1,0.0,0.10741512345679012,39.319206502675,,1.0,tak_pernah_pecah,1,8021,True
MO_28078_ccrop.jpg,Monocyte,small,round,unsegmented-indented,high,loosely,no,frosted,blue,nil,nil,no,MO_28078_ccrop.jpg,train,MO,bukan_neutrofil,45.5411901469428,,1.0,1,tak_pernah_pecah,9529,,1,1.25,0.2,4.0,0.4,tidak,,13075,9538,0.7294837476099426,False,0.0,1,0.0,0.10088734567901235,45.880278987817846,,1.0,tak_pernah_pecah,1,9538,True
MO_29936_ccrop.jpg,Monocyte,big,irregular,unsegmented-indented,low,loosely,no,clear,light blue,nil,nil,no,MO_29936_ccrop.jpg,train,MO,bukan_neutrofil,36.23534186398688,23.853721618652344,0.6582998915310299,2,normal,11983,999.0,1,1.25,0.2,4.0,0.4,tidak,,21273,11999,0.5640483241667842,False,0.0,1,0.0,0.16414351851851852,36.235341863986875,23.853720883753127,0.658299871249747,normal,1,11999,True
MO_30883_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,no,frosted,blue,nil,nil,no,MO_30883_ccrop.jpg,train,MO,bukan_neutrofil,42.72001872658765,,1.0,1,tak_pernah_pecah,9637,,1,1.25,0.2,4.0,0.4,tidak,,17552,9656,0.5501367365542388,False,0.0,1,0.0,0.1354320987654321,42.42640687119285,,1.0,tak_pernah_pecah,1,9656,True
MO_33803_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,no,clear,blue,nil,nil,no,MO_33803_ccrop.jpg,train,MO,bukan_neutrofil,37.0,31.14482307434082,0.8417519749821843,2,normal,10699,999.0,1,1.25,0.2,4.0,0.4,tidak,,18151,10691,0.5890033606963804,False,0.0,1,0.0,0.14005401234567902,37.0,31.144823004794873,0.8417519731025641,normal,1,10691,True
MO_35781_ccrop.jpg,Monocyte,small,round,unsegmented-indented,low,densely,no,frosted,blue,nil,nil,no,MO_35781_ccrop.jpg,train,MO,bukan_neutrofil,34.9857113690718,17.464248657226562,0.4991823225485525,3,normal,8949,999.0,2,1.25,0.2,4.0,0.4,tidak,,13834,8963,0.6478964869162932,False,0.0,1,0.0,0.10674382716049383,34.9857113690718,17.46424919657298,0.4991823379647438,normal,2,8963,True
MO_36319_ccrop.jpg,Monocyte,big,round,unsegmented-indented,low,loosely,no,frosted,purple blue,nil,nil,no,MO_36319_ccrop.jpg,train,MO,bukan_neutrofil,28.861739379323623,19.79899024963379,0.6859943536118848,2,normal,9331,999.0,2,1.25,0.2,4.0,0.4,tidak,,15897,9310,0.5856450902686041,False,0.0,1,0.0,0.12266203703703704,28.635642126552707,19.209372712298546,0.6708203932499369,normal,2,9310,True
MO_36866_ccrop.jpg,Monocyte,small,irregular,unsegmented-indented,high,loosely,no,frosted,blue,nil,nil,no,MO_36866_ccrop.jpg,train,MO,bukan_neutrofil,44.04543109109048,,1.0,1,tak_pernah_pecah,8809,,1,1.25,0.2,4.0,0.4,tidak,,13309,8796,0.6609061537305583,False,0.0,1,0.0,0.1026929012345679,43.93176527297759,,1.0,tak_pernah_pecah,1,8796,True
MO_37056_ccrop.jpg,Monocyte,big,irregular,irregular,low,densely,yes,frosted,blue,nil,nil,no,MO_37056_ccrop.jpg,train,MO,bukan_neutrofil,43.0,,1.0,1,tak_pernah_pecah,9563,,1,1.25,0.2,4.0,0.4,tidak,,23535,9582,0.407138304652645,False,0.0,1,0.0,0.18159722222222222,43.08131845707603,,1.0,tak_pernah_pecah,1,9582,True
